section,cluster,count,fraction
Simulation1,0,271,0.20910493827160495
Simulation1,1,159,0.12268518518518519
Simulation1,2,101,0.0779320987654321
Simulation1,3,214,0.16512345679012347
Simulation1,4,132,0.10185185185185185
Simulation1,5,114,0.08796296296296297
Simulation1,6,142,0.1095679012345679
Simulation1,7,163,0.1257716049382716
Simulation2,0,271,0.20910493827160495
Simulation2,1,159,0.12268518518518519
Simulation2,2,101,0.0779320987654321
Simulation2,3,214,0.16512345679012347
Simulation2,4,134,0.10339506172839506
Simulation2,5,113,0.08719135802469136
Simulation2,6,142,0.1095679012345679
Simulation2,7,162,0.125
Simulation3,0,271,0.20910493827160495
Simulation3,1,159,0.12268518518518519
Simulation3,2,101,0.0779320987654321
Simulation3,3,214,0.16512345679012347
Simulation3,4,131,0.10108024691358025
Simulation3,5,113,0.08719135802469136
Simulation3,6,142,0.1095679012345679
Simulation3,7,165,0.12731481481481483
Simulation4,0,271,0.20910493827160495
Simulation4,1,159,0.12268518518518519
Simulation4,2,101,0.0779320987654321
Simulation4,3,215,0.16589506172839505
Simulation4,4,132,0.10185185185185185
Simulation4,5,113,0.08719135802469136
Simulation4,6,142,0.1095679012345679
Simulation4,7,163,0.1257716049382716
Simulation5,0,272,0.20987654320987653
Simulation5,1,160,0.12345679012345678
Simulation5,2,102,0.0787037037037037
Simulation5,3,214,0.16512345679012347
Simulation5,4,130,0.10030864197530864
Simulation5,5,113,0.08719135802469136
Simulation5,6,142,0.1095679012345679
Simulation5,7,163,0.1257716049382716
