section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation3,0,529,10,sp2,Simulation3
Simulation3,1,478,4,sp1,Simulation3
Simulation3,2,234,1,sp2,Simulation3
Simulation3,3,64,10,sp2,Simulation3
Simulation3,4,1087,3,sp3,Simulation3
Simulation3,5,743,9,sp4,Simulation3
Simulation3,6,539,11,sp2,Simulation3
Simulation3,7,266,4,sp1,Simulation3
Simulation3,8,963,0,sp4,Simulation3
Simulation3,9,959,5,background,Simulation3
Simulation3,10,462,8,sp2,Simulation3
Simulation3,11,348,2,background,Simulation3
Simulation3,12,806,6,background,Simulation3
Simulation3,13,496,1,sp2,Simulation3
Simulation3,14,652,0,sp3,Simulation3
Simulation3,15,1179,9,sp4,Simulation3
Simulation3,16,861,9,sp4,Simulation3
Simulation3,17,578,8,background,Simulation3
Simulation3,18,63,1,sp2,Simulation3
Simulation3,19,818,9,sp4,Simulation3
Simulation3,20,460,1,sp2,Simulation3
Simulation3,21,798,6,background,Simulation3
Simulation3,22,852,9,sp4,Simulation3
Simulation3,23,142,10,sp2,Simulation3
Simulation3,24,332,11,sp1,Simulation3
Simulation3,25,817,9,sp4,Simulation3
Simulation3,26,725,8,sp3,Simulation3
Simulation3,27,1022,2,background,Simulation3
Simulation3,28,1112,2,background,Simulation3
Simulation3,29,46,4,sp1,Simulation3
Simulation3,30,830,7,sp3,Simulation3
Simulation3,31,1015,3,sp3,Simulation3
Simulation3,32,104,1,sp2,Simulation3
Simulation3,33,1201,5,sp3,Simulation3
Simulation3,34,1220,2,background,Simulation3
Simulation3,35,696,2,background,Simulation3
Simulation3,36,490,1,sp2,Simulation3
Simulation3,37,319,1,sp2,Simulation3
Simulation3,38,893,5,sp4,Simulation3
Simulation3,39,524,1,sp2,Simulation3
Simulation3,40,468,8,background,Simulation3
Simulation3,41,1239,3,sp3,Simulation3
Simulation3,42,992,2,background,Simulation3
Simulation3,43,232,4,sp1,Simulation3
Simulation3,44,61,8,sp2,Simulation3
Simulation3,45,1000,5,sp4,Simulation3
Simulation3,46,79,4,sp1,Simulation3
Simulation3,47,404,4,sp1,Simulation3
Simulation3,48,14,2,background,Simulation3
Simulation3,49,16,2,background,Simulation3
Simulation3,50,626,2,background,Simulation3
Simulation3,51,853,9,sp4,Simulation3
Simulation3,52,821,9,sp4,Simulation3
Simulation3,53,1191,8,sp3,Simulation3
Simulation3,54,1005,2,background,Simulation3
Simulation3,55,592,5,background,Simulation3
Simulation3,56,562,10,sp2,Simulation3
Simulation3,57,1273,8,sp3,Simulation3
Simulation3,58,807,5,background,Simulation3
Simulation3,59,728,6,background,Simulation3
Simulation3,60,452,5,sp2,Simulation3
Simulation3,61,1081,3,sp3,Simulation3
Simulation3,62,1033,0,sp4,Simulation3
Simulation3,63,937,8,sp3,Simulation3
Simulation3,64,600,10,sp2,Simulation3
Simulation3,65,170,1,sp2,Simulation3
Simulation3,66,194,2,background,Simulation3
Simulation3,67,702,9,sp4,Simulation3
Simulation3,68,212,1,sp2,Simulation3
Simulation3,69,450,10,sp2,Simulation3
Simulation3,70,747,9,sp4,Simulation3
Simulation3,71,255,7,sp1,Simulation3
Simulation3,72,1008,5,sp3,Simulation3
Simulation3,73,646,1,sp2,Simulation3
Simulation3,74,120,5,background,Simulation3
Simulation3,75,537,8,sp2,Simulation3
Simulation3,76,96,1,sp2,Simulation3
Simulation3,77,223,4,sp1,Simulation3
Simulation3,78,1,5,background,Simulation3
Simulation3,79,627,2,background,Simulation3
Simulation3,80,837,2,background,Simulation3
Simulation3,81,1116,5,sp3,Simulation3
Simulation3,82,643,10,sp2,Simulation3
Simulation3,83,915,2,background,Simulation3
Simulation3,84,889,7,sp4,Simulation3
Simulation3,85,283,8,sp2,Simulation3
Simulation3,86,878,6,background,Simulation3
Simulation3,87,871,11,sp3,Simulation3
Simulation3,88,519,6,background,Simulation3
Simulation3,89,43,4,sp1,Simulation3
Simulation3,90,1158,3,sp3,Simulation3
Simulation3,91,482,2,background,Simulation3
Simulation3,92,800,2,background,Simulation3
Simulation3,93,169,1,sp2,Simulation3
Simulation3,94,347,8,sp2,Simulation3
Simulation3,95,53,0,background,Simulation3
Simulation3,96,710,9,sp4,Simulation3
Simulation3,97,422,2,background,Simulation3
Simulation3,98,15,2,background,Simulation3
Simulation3,99,412,4,sp1,Simulation3
Simulation3,100,220,4,sp1,Simulation3
Simulation3,101,1006,2,background,Simulation3
Simulation3,102,926,9,sp4,Simulation3
Simulation3,103,1194,8,sp3,Simulation3
Simulation3,104,306,1,sp2,Simulation3
Simulation3,105,463,10,sp2,Simulation3
Simulation3,106,772,5,background,Simulation3
Simulation3,107,440,4,sp1,Simulation3
Simulation3,108,1262,3,sp3,Simulation3
Simulation3,109,826,9,sp4,Simulation3
Simulation3,110,98,1,sp2,Simulation3
Simulation3,111,1206,7,background,Simulation3
Simulation3,112,95,1,sp2,Simulation3
Simulation3,113,877,5,background,Simulation3
Simulation3,114,1280,2,background,Simulation3
Simulation3,115,403,4,sp1,Simulation3
Simulation3,116,5,2,background,Simulation3
Simulation3,117,372,7,sp1,Simulation3
Simulation3,118,917,2,background,Simulation3
Simulation3,119,277,5,background,Simulation3
Simulation3,120,388,8,background,Simulation3
Simulation3,121,153,4,sp1,Simulation3
Simulation3,122,1141,9,sp4,Simulation3
Simulation3,123,102,1,sp2,Simulation3
Simulation3,124,908,8,sp3,Simulation3
Simulation3,125,634,1,sp2,Simulation3
Simulation3,126,35,1,sp2,Simulation3
Simulation3,127,909,0,sp3,Simulation3
Simulation3,128,1233,6,sp3,Simulation3
Simulation3,129,26,10,sp2,Simulation3
Simulation3,130,1040,11,background,Simulation3
Simulation3,131,497,1,sp2,Simulation3
Simulation3,132,436,2,background,Simulation3
Simulation3,133,159,2,background,Simulation3
Simulation3,134,695,11,background,Simulation3
Simulation3,135,1150,2,background,Simulation3
Simulation3,136,732,2,background,Simulation3
Simulation3,137,1182,2,background,Simulation3
Simulation3,138,438,4,sp1,Simulation3
Simulation3,139,804,2,background,Simulation3
Simulation3,140,534,10,sp2,Simulation3
Simulation3,141,322,1,sp2,Simulation3
Simulation3,142,567,0,sp2,Simulation3
Simulation3,143,801,8,background,Simulation3
Simulation3,144,1053,3,sp3,Simulation3
Simulation3,145,97,1,sp2,Simulation3
Simulation3,146,165,1,sp2,Simulation3
Simulation3,147,1105,0,sp4,Simulation3
Simulation3,148,1269,3,sp3,Simulation3
Simulation3,149,213,1,sp2,Simulation3
Simulation3,150,685,6,sp3,Simulation3
Simulation3,151,1142,5,sp4,Simulation3
Simulation3,152,633,8,sp2,Simulation3
Simulation3,153,588,2,background,Simulation3
Simulation3,154,940,0,sp3,Simulation3
Simulation3,155,1240,3,sp3,Simulation3
Simulation3,156,824,9,sp4,Simulation3
Simulation3,157,32,5,sp2,Simulation3
Simulation3,158,675,5,sp4,Simulation3
Simulation3,159,402,4,sp1,Simulation3
Simulation3,160,353,2,background,Simulation3
Simulation3,161,668,9,sp4,Simulation3
Simulation3,162,376,4,sp1,Simulation3
Simulation3,163,1275,3,sp3,Simulation3
Simulation3,164,1013,6,sp3,Simulation3
Simulation3,165,881,2,background,Simulation3
Simulation3,166,1011,3,sp3,Simulation3
Simulation3,167,933,5,background,Simulation3
Simulation3,168,483,6,background,Simulation3
Simulation3,169,869,3,sp3,Simulation3
Simulation3,170,486,1,sp2,Simulation3
Simulation3,171,302,4,sp1,Simulation3
Simulation3,172,602,11,sp2,Simulation3
Simulation3,173,1216,9,sp4,Simulation3
Simulation3,174,1119,6,sp3,Simulation3
Simulation3,175,1177,5,sp4,Simulation3
Simulation3,176,361,4,sp1,Simulation3
Simulation3,177,1293,8,background,Simulation3
Simulation3,178,546,4,sp1,Simulation3
Simulation3,179,267,4,sp1,Simulation3
Simulation3,180,552,2,background,Simulation3
Simulation3,181,151,0,sp1,Simulation3
Simulation3,182,1282,2,background,Simulation3
Simulation3,183,244,6,background,Simulation3
Simulation3,184,1286,0,sp4,Simulation3
Simulation3,185,407,4,sp1,Simulation3
Simulation3,186,1189,0,sp3,Simulation3
Simulation3,187,1207,5,background,Simulation3
Simulation3,188,1163,3,sp3,Simulation3
Simulation3,189,51,5,background,Simulation3
Simulation3,190,259,4,sp1,Simulation3
Simulation3,191,842,6,background,Simulation3
Simulation3,192,682,11,sp4,Simulation3
Simulation3,193,1217,0,sp4,Simulation3
Simulation3,194,73,2,background,Simulation3
Simulation3,195,556,8,background,Simulation3
Simulation3,196,509,2,background,Simulation3
Simulation3,197,1222,2,background,Simulation3
Simulation3,198,1021,11,background,Simulation3
Simulation3,199,346,7,sp2,Simulation3
Simulation3,200,1068,9,sp4,Simulation3
Simulation3,201,160,8,background,Simulation3
Simulation3,202,1043,2,background,Simulation3
Simulation3,203,473,5,background,Simulation3
Simulation3,204,401,4,sp1,Simulation3
Simulation3,205,1044,3,sp3,Simulation3
Simulation3,206,611,1,sp2,Simulation3
Simulation3,207,437,2,background,Simulation3
Simulation3,208,699,11,background,Simulation3
Simulation3,209,840,2,background,Simulation3
Simulation3,210,902,3,sp3,Simulation3
Simulation3,211,974,3,sp3,Simulation3
Simulation3,212,949,2,background,Simulation3
Simulation3,213,1274,3,sp3,Simulation3
Simulation3,214,136,1,sp2,Simulation3
Simulation3,215,720,8,sp3,Simulation3
Simulation3,216,50,6,background,Simulation3
Simulation3,217,709,5,sp4,Simulation3
Simulation3,218,885,5,background,Simulation3
Simulation3,219,785,0,sp4,Simulation3
Simulation3,220,555,7,background,Simulation3
Simulation3,221,765,2,background,Simulation3
Simulation3,222,664,2,background,Simulation3
Simulation3,223,721,3,sp3,Simulation3
Simulation3,224,605,1,sp2,Simulation3
Simulation3,225,421,2,background,Simulation3
Simulation3,226,564,10,sp2,Simulation3
Simulation3,227,318,5,sp2,Simulation3
Simulation3,228,42,4,sp1,Simulation3
Simulation3,229,510,4,sp1,Simulation3
Simulation3,230,658,2,background,Simulation3
Simulation3,231,1226,6,sp3,Simulation3
Simulation3,232,199,1,sp2,Simulation3
Simulation3,233,912,8,background,Simulation3
Simulation3,234,257,4,sp1,Simulation3
Simulation3,235,94,1,sp2,Simulation3
Simulation3,236,1089,8,sp3,Simulation3
Simulation3,237,1091,6,sp3,Simulation3
Simulation3,238,845,11,background,Simulation3
Simulation3,239,819,0,sp4,Simulation3
Simulation3,240,1192,6,sp3,Simulation3
Simulation3,241,655,5,background,Simulation3
Simulation3,242,127,1,sp2,Simulation3
Simulation3,243,517,5,background,Simulation3
Simulation3,244,999,9,sp4,Simulation3
Simulation3,245,735,6,background,Simulation3
Simulation3,246,518,2,background,Simulation3
Simulation3,247,984,11,background,Simulation3
Simulation3,248,258,11,sp1,Simulation3
Simulation3,249,1147,8,background,Simulation3
Simulation3,250,775,11,sp4,Simulation3
Simulation3,251,1138,7,background,Simulation3
Simulation3,252,665,8,background,Simulation3
Simulation3,253,369,7,sp1,Simulation3
Simulation3,254,1036,9,sp4,Simulation3
Simulation3,255,986,2,background,Simulation3
Simulation3,256,829,3,sp3,Simulation3
Simulation3,257,81,4,sp1,Simulation3
Simulation3,258,692,2,background,Simulation3
Simulation3,259,619,4,sp1,Simulation3
Simulation3,260,904,3,sp3,Simulation3
Simulation3,261,761,6,sp3,Simulation3
Simulation3,262,1001,9,sp4,Simulation3
Simulation3,263,647,1,sp2,Simulation3
Simulation3,264,375,7,sp1,Simulation3
Simulation3,265,566,1,sp2,Simulation3
Simulation3,266,1029,2,background,Simulation3
Simulation3,267,1251,9,sp4,Simulation3
Simulation3,268,639,1,sp2,Simulation3
Simulation3,269,23,5,sp2,Simulation3
Simulation3,270,859,9,sp4,Simulation3
Simulation3,271,17,8,background,Simulation3
Simulation3,272,557,2,background,Simulation3
Simulation3,273,1161,3,sp3,Simulation3
Simulation3,274,1067,2,background,Simulation3
Simulation3,275,714,9,sp4,Simulation3
Simulation3,276,334,4,sp1,Simulation3
Simulation3,277,299,4,sp1,Simulation3
Simulation3,278,894,6,background,Simulation3
Simulation3,279,124,8,background,Simulation3
Simulation3,280,313,6,background,Simulation3
Simulation3,281,420,2,background,Simulation3
Simulation3,282,1130,3,sp3,Simulation3
Simulation3,283,30,1,sp2,Simulation3
Simulation3,284,1122,3,sp3,Simulation3
Simulation3,285,1140,9,sp4,Simulation3
Simulation3,286,113,5,background,Simulation3
Simulation3,287,1133,8,sp3,Simulation3
Simulation3,288,114,7,sp1,Simulation3
Simulation3,289,1258,8,background,Simulation3
Simulation3,290,36,5,background,Simulation3
Simulation3,291,3,6,background,Simulation3
Simulation3,292,876,2,background,Simulation3
Simulation3,293,1294,6,background,Simulation3
Simulation3,294,206,1,sp2,Simulation3
Simulation3,295,271,1,sp2,Simulation3
Simulation3,296,1243,2,background,Simulation3
Simulation3,297,247,1,sp2,Simulation3
Simulation3,298,457,10,sp2,Simulation3
Simulation3,299,253,4,sp1,Simulation3
Simulation3,300,201,11,sp2,Simulation3
Simulation3,301,1070,5,sp4,Simulation3
Simulation3,302,297,7,sp1,Simulation3
Simulation3,303,85,2,background,Simulation3
Simulation3,304,311,5,sp2,Simulation3
Simulation3,305,145,6,background,Simulation3
Simulation3,306,690,2,background,Simulation3
Simulation3,307,1281,11,background,Simulation3
Simulation3,308,848,9,sp4,Simulation3
Simulation3,309,502,1,sp2,Simulation3
Simulation3,310,272,1,sp2,Simulation3
Simulation3,311,435,5,background,Simulation3
