section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation5,0,529,10,sp2,Simulation5
Simulation5,1,478,4,sp1,Simulation5
Simulation5,2,234,1,sp2,Simulation5
Simulation5,3,64,10,sp2,Simulation5
Simulation5,4,1087,3,sp3,Simulation5
Simulation5,5,743,9,sp4,Simulation5
Simulation5,6,539,11,sp2,Simulation5
Simulation5,7,266,4,sp1,Simulation5
Simulation5,8,963,0,sp4,Simulation5
Simulation5,9,959,5,background,Simulation5
Simulation5,10,462,8,sp2,Simulation5
Simulation5,11,348,2,background,Simulation5
Simulation5,12,806,6,background,Simulation5
Simulation5,13,496,1,sp2,Simulation5
Simulation5,14,652,0,sp3,Simulation5
Simulation5,15,1179,9,sp4,Simulation5
Simulation5,16,861,9,sp4,Simulation5
Simulation5,17,578,8,background,Simulation5
Simulation5,18,63,1,sp2,Simulation5
Simulation5,19,818,9,sp4,Simulation5
Simulation5,20,460,1,sp2,Simulation5
Simulation5,21,798,6,background,Simulation5
Simulation5,22,852,9,sp4,Simulation5
Simulation5,23,142,10,sp2,Simulation5
Simulation5,24,332,11,sp1,Simulation5
Simulation5,25,817,9,sp4,Simulation5
Simulation5,26,725,8,sp3,Simulation5
Simulation5,27,1022,2,background,Simulation5
Simulation5,28,1112,2,background,Simulation5
Simulation5,29,46,4,sp1,Simulation5
Simulation5,30,830,7,sp3,Simulation5
Simulation5,31,1015,3,sp3,Simulation5
Simulation5,32,104,1,sp2,Simulation5
Simulation5,33,1201,5,sp3,Simulation5
Simulation5,34,1220,2,background,Simulation5
Simulation5,35,696,2,background,Simulation5
Simulation5,36,490,1,sp2,Simulation5
Simulation5,37,319,1,sp2,Simulation5
Simulation5,38,893,5,sp4,Simulation5
Simulation5,39,524,1,sp2,Simulation5
Simulation5,40,468,8,background,Simulation5
Simulation5,41,1239,3,sp3,Simulation5
Simulation5,42,992,2,background,Simulation5
Simulation5,43,232,4,sp1,Simulation5
Simulation5,44,61,8,sp2,Simulation5
Simulation5,45,1000,5,sp4,Simulation5
Simulation5,46,79,4,sp1,Simulation5
Simulation5,47,404,4,sp1,Simulation5
Simulation5,48,14,2,background,Simulation5
Simulation5,49,16,2,background,Simulation5
Simulation5,50,626,2,background,Simulation5
Simulation5,51,853,9,sp4,Simulation5
Simulation5,52,821,9,sp4,Simulation5
Simulation5,53,1191,8,sp3,Simulation5
Simulation5,54,1005,2,background,Simulation5
Simulation5,55,592,5,background,Simulation5
Simulation5,56,562,10,sp2,Simulation5
Simulation5,57,1273,8,sp3,Simulation5
Simulation5,58,807,5,background,Simulation5
Simulation5,59,728,6,background,Simulation5
Simulation5,60,452,5,sp2,Simulation5
Simulation5,61,1081,3,sp3,Simulation5
Simulation5,62,1033,0,sp4,Simulation5
Simulation5,63,937,8,sp3,Simulation5
Simulation5,64,600,10,sp2,Simulation5
Simulation5,65,170,1,sp2,Simulation5
Simulation5,66,194,2,background,Simulation5
Simulation5,67,702,9,sp4,Simulation5
Simulation5,68,212,1,sp2,Simulation5
Simulation5,69,450,10,sp2,Simulation5
Simulation5,70,747,9,sp4,Simulation5
Simulation5,71,255,7,sp1,Simulation5
Simulation5,72,1008,5,sp3,Simulation5
Simulation5,73,646,1,sp2,Simulation5
Simulation5,74,120,5,background,Simulation5
Simulation5,75,537,8,sp2,Simulation5
Simulation5,76,96,1,sp2,Simulation5
Simulation5,77,223,7,sp1,Simulation5
