section,obs_name,cluster,spatial_domain,x,y
Simulation4,529,6,sp2,0.8571429252624512,0.4000052213668823
Simulation4,478,8,sp1,-0.8571429252624512,0.5142909288406372
Simulation4,234,4,sp2,0.05714297294616699,1.3142908811569214
Simulation4,64,6,sp2,1.2000000476837158,1.8857194185256958
Simulation4,1087,2,sp3,-1.2000000476837158,-1.428566336631775
Simulation4,743,5,sp4,0.6285715103149414,-0.2857091426849365
Simulation4,539,11,sp2,2.0,0.4000052213668823
Simulation4,266,8,sp1,-0.3999999761581421,1.2000051736831665
Simulation4,963,1,sp4,1.085714340209961,-0.9714235067367554
Simulation4,959,0,background,0.6285715103149414,-0.9714235067367554
Simulation4,462,7,sp2,1.4285714626312256,0.6285766363143921
Simulation4,348,3,background,0.7428572177886963,0.9714337587356567
Simulation4,806,6,background,-0.3999999761581421,-0.5142806768417358
Simulation4,496,4,sp2,1.2000000476837158,0.5142909288406372
Simulation4,652,1,sp3,-1.5428571701049805,-0.05713772773742676
Simulation4,1179,5,sp4,1.085714340209961,-1.6571377515792847
Simulation4,861,5,sp4,1.7714285850524902,-0.6285663843154907
Simulation4,578,7,background,-1.7714285850524902,0.17143380641937256
Simulation4,63,4,sp2,1.085714340209961,1.8857194185256958
Simulation4,818,5,sp4,0.971428632736206,-0.5142806768417358
Simulation4,460,4,sp2,1.2000000476837158,0.6285766363143921
Simulation4,798,6,background,-1.3142857551574707,-0.5142806768417358
Simulation4,852,5,sp4,0.7428572177886963,-0.6285663843154907
Simulation4,142,6,sp2,1.8857142925262451,1.657148003578186
Simulation4,332,11,sp1,-1.085714340209961,0.9714337587356567
Simulation4,817,5,sp4,0.8571429252624512,-0.5142806768417358
Simulation4,725,7,sp3,-1.4285714626312256,-0.2857091426849365
Simulation4,1022,3,background,-0.3999999761581421,-1.1999949216842651
Simulation4,1112,3,background,1.6571428775787354,-1.428566336631775
Simulation4,46,8,sp1,-0.8571429252624512,1.8857194185256958
Simulation4,830,9,sp3,-1.7714285850524902,-0.6285663843154907
Simulation4,1015,2,sp3,-1.2000000476837158,-1.1999949216842651
Simulation4,104,4,sp2,1.6571428775787354,1.771433711051941
Simulation4,1201,0,sp3,-0.5142858028411865,-1.7714234590530396
Simulation4,1220,3,background,1.6571428775787354,-1.7714234590530396
Simulation4,696,3,background,-0.6285715103149414,-0.17142343521118164
Simulation4,490,4,sp2,0.5142858028411865,0.5142909288406372
Simulation4,319,4,sp2,1.5428571701049805,1.0857194662094116
Simulation4,893,10,sp4,1.3142857551574707,-0.7428520917892456
Simulation4,524,4,sp2,0.28571438789367676,0.4000052213668823
Simulation4,468,7,background,-2.0,0.5142909288406372
Simulation4,1239,2,sp3,-0.2857142686843872,-1.8857091665267944
Simulation4,992,3,background,0.28571438789367676,-1.0857092142105103
Simulation4,232,1,sp1,-0.17142856121063232,1.3142908811569214
Simulation4,61,7,sp2,0.8571429252624512,1.8857194185256958
Simulation4,1000,10,sp4,1.2000000476837158,-1.0857092142105103
Simulation4,79,8,sp1,-1.2000000476837158,1.771433711051941
Simulation4,404,8,sp1,-1.085714340209961,0.742862343788147
Simulation4,14,3,background,-0.3999999761581421,2.0000052452087402
Simulation4,16,3,background,-0.17142856121063232,2.0000052452087402
Simulation4,626,3,background,-0.3999999761581421,0.057148098945617676
Simulation4,853,5,sp4,0.8571429252624512,-0.6285663843154907
Simulation4,821,5,sp4,1.3142857551574707,-0.5142806768417358
Simulation4,1191,7,sp3,-1.6571428775787354,-1.7714234590530396
Simulation4,1005,3,background,1.7714285850524902,-1.0857092142105103
Simulation4,592,0,background,-0.17142856121063232,0.17143380641937256
Simulation4,562,6,sp2,0.5142858028411865,0.28571951389312744
Simulation4,1273,7,sp3,-0.5142858028411865,-1.9999948740005493
Simulation4,807,0,background,-0.2857142686843872,-0.5142806768417358
Simulation4,728,6,background,-1.085714340209961,-0.2857091426849365
Simulation4,452,0,sp2,0.28571438789367676,0.6285766363143921
Simulation4,1081,2,sp3,-1.8857142925262451,-1.428566336631775
Simulation4,1033,1,sp4,0.8571429252624512,-1.1999949216842651
Simulation4,937,7,sp3,-1.8857142925262451,-0.9714235067367554
Simulation4,600,6,sp2,0.7428572177886963,0.17143380641937256
Simulation4,170,4,sp2,0.971428632736206,1.5428622961044312
Simulation4,194,3,background,-0.3999999761581421,1.4285765886306763
Simulation4,702,5,sp4,0.05714297294616699,-0.17142343521118164
Simulation4,212,4,sp2,1.6571428775787354,1.4285765886306763
Simulation4,450,6,sp2,0.05714297294616699,0.6285766363143921
Simulation4,747,5,sp4,1.085714340209961,-0.2857091426849365
Simulation4,255,8,sp1,-1.6571428775787354,1.2000051736831665
Simulation4,1008,0,sp3,-2.0,-1.1999949216842651
Simulation4,646,4,sp2,1.8857142925262451,0.057148098945617676
Simulation4,120,0,background,-0.6285715103149414,1.657148003578186
Simulation4,537,7,sp2,1.7714285850524902,0.4000052213668823
Simulation4,96,4,sp2,0.7428572177886963,1.771433711051941
Simulation4,223,8,sp1,-1.2000000476837158,1.3142908811569214
Simulation4,1,0,background,-1.8857142925262451,2.0000052452087402
Simulation4,627,3,background,-0.2857142686843872,0.057148098945617676
Simulation4,837,3,background,-0.971428632736206,-0.6285663843154907
Simulation4,1116,0,sp3,-2.0,-1.5428520441055298
Simulation4,643,6,sp2,1.5428571701049805,0.057148098945617676
Simulation4,915,3,background,-0.2857142686843872,-0.8571377992630005
Simulation4,889,9,sp4,0.8571429252624512,-0.7428520917892456
Simulation4,283,7,sp2,1.5428571701049805,1.2000051736831665
Simulation4,878,6,background,-0.3999999761581421,-0.7428520917892456
Simulation4,871,11,sp3,-1.2000000476837158,-0.7428520917892456
Simulation4,519,6,background,-0.2857142686843872,0.4000052213668823
Simulation4,43,8,sp1,-1.2000000476837158,1.8857194185256958
Simulation4,1158,2,sp3,-1.3142857551574707,-1.6571377515792847
Simulation4,482,3,background,-0.3999999761581421,0.5142909288406372
Simulation4,800,3,background,-1.085714340209961,-0.5142806768417358
Simulation4,169,4,sp2,0.8571429252624512,1.5428622961044312
Simulation4,347,7,sp2,0.6285715103149414,0.9714337587356567
Simulation4,53,1,background,-0.05714285373687744,1.8857194185256958
Simulation4,710,5,sp4,0.971428632736206,-0.17142343521118164
Simulation4,422,3,background,0.971428632736206,0.742862343788147
Simulation4,15,3,background,-0.2857142686843872,2.0000052452087402
Simulation4,412,8,sp1,-0.17142856121063232,0.742862343788147
Simulation4,220,1,sp1,-1.5428571701049805,1.3142908811569214
Simulation4,1006,3,background,1.8857142925262451,-1.0857092142105103
Simulation4,926,5,sp4,0.971428632736206,-0.8571377992630005
Simulation4,1194,7,sp3,-1.3142857551574707,-1.7714234590530396
Simulation4,306,4,sp2,0.05714297294616699,1.0857194662094116
Simulation4,463,6,sp2,1.5428571701049805,0.6285766363143921
Simulation4,772,0,background,-0.17142856121063232,-0.3999948501586914
Simulation4,440,8,sp1,-1.085714340209961,0.6285766363143921
Simulation4,1262,2,sp3,-1.7714285850524902,-1.9999948740005493
Simulation4,826,5,sp4,1.8857142925262451,-0.5142806768417358
Simulation4,98,4,sp2,0.971428632736206,1.771433711051941
Simulation4,1206,9,background,0.05714297294616699,-1.7714234590530396
Simulation4,95,4,sp2,0.6285715103149414,1.771433711051941
Simulation4,877,0,background,-0.5142858028411865,-0.7428520917892456
Simulation4,1280,3,background,0.28571438789367676,-1.9999948740005493
Simulation4,403,8,sp1,-1.2000000476837158,0.742862343788147
Simulation4,5,3,background,-1.4285714626312256,2.0000052452087402
Simulation4,372,0,sp1,-0.6285715103149414,0.8571480512619019
Simulation4,917,3,background,-0.05714285373687744,-0.8571377992630005
Simulation4,277,0,background,0.8571429252624512,1.2000051736831665
Simulation4,388,7,background,1.2000000476837158,0.8571480512619019
Simulation4,153,1,sp1,-0.971428632736206,1.5428622961044312
Simulation4,1141,5,sp4,0.8571429252624512,-1.5428520441055298
Simulation4,102,4,sp2,1.4285714626312256,1.771433711051941
Simulation4,908,7,sp3,-1.085714340209961,-0.8571377992630005
Simulation4,634,4,sp2,0.5142858028411865,0.057148098945617676
Simulation4,35,4,sp2,2.0,2.0000052452087402
Simulation4,909,1,sp3,-0.971428632736206,-0.8571377992630005
Simulation4,1233,6,sp3,-0.971428632736206,-1.8857091665267944
Simulation4,26,6,sp2,0.971428632736206,2.0000052452087402
Simulation4,1040,11,background,1.6571428775787354,-1.1999949216842651
Simulation4,497,4,sp2,1.3142857551574707,0.5142909288406372
Simulation4,436,3,background,-1.5428571701049805,0.6285766363143921
Simulation4,159,3,background,-0.2857142686843872,1.5428622961044312
Simulation4,695,11,background,-0.7428572177886963,-0.17142343521118164
Simulation4,1150,3,background,1.8857142925262451,-1.5428520441055298
Simulation4,732,3,background,-0.6285715103149414,-0.2857091426849365
Simulation4,1182,3,background,1.4285714626312256,-1.6571377515792847
Simulation4,438,8,sp1,-1.3142857551574707,0.6285766363143921
Simulation4,804,3,background,-0.6285715103149414,-0.5142806768417358
Simulation4,534,6,sp2,1.4285714626312256,0.4000052213668823
Simulation4,322,4,sp2,1.8857142925262451,1.0857194662094116
Simulation4,567,1,sp2,1.085714340209961,0.28571951389312744
Simulation4,801,7,background,-0.971428632736206,-0.5142806768417358
Simulation4,1053,2,sp3,-0.971428632736206,-1.31428062915802
Simulation4,97,4,sp2,0.8571429252624512,1.771433711051941
Simulation4,165,4,sp2,0.40000009536743164,1.5428622961044312
Simulation4,1105,1,sp4,0.8571429252624512,-1.428566336631775
Simulation4,1269,2,sp3,-0.971428632736206,-1.9999948740005493
Simulation4,213,4,sp2,1.7714285850524902,1.4285765886306763
Simulation4,685,6,sp3,-1.8857142925262451,-0.17142343521118164
Simulation4,1142,10,sp4,0.971428632736206,-1.5428520441055298
Simulation4,633,7,sp2,0.40000009536743164,0.057148098945617676
Simulation4,588,3,background,-0.6285715103149414,0.17143380641937256
Simulation4,940,1,sp3,-1.5428571701049805,-0.9714235067367554
Simulation4,1240,2,sp3,-0.17142856121063232,-1.8857091665267944
Simulation4,824,10,sp4,1.6571428775787354,-0.5142806768417358
Simulation4,32,0,sp2,1.6571428775787354,2.0000052452087402
Simulation4,675,10,sp4,1.085714340209961,-0.05713772773742676
Simulation4,402,8,sp1,-1.3142857551574707,0.742862343788147
Simulation4,353,3,background,1.3142857551574707,0.9714337587356567
Simulation4,668,5,sp4,0.28571438789367676,-0.05713772773742676
Simulation4,376,1,sp1,-0.17142856121063232,0.8571480512619019
Simulation4,1275,2,sp3,-0.2857142686843872,-1.9999948740005493
Simulation4,1013,6,sp3,-1.4285714626312256,-1.1999949216842651
Simulation4,881,3,background,-0.05714285373687744,-0.7428520917892456
Simulation4,1011,2,sp3,-1.6571428775787354,-1.1999949216842651
Simulation4,933,0,background,1.7714285850524902,-0.8571377992630005
Simulation4,483,6,background,-0.2857142686843872,0.5142909288406372
Simulation4,869,2,sp3,-1.4285714626312256,-0.7428520917892456
Simulation4,486,4,sp2,0.05714297294616699,0.5142909288406372
Simulation4,302,8,sp1,-0.3999999761581421,1.0857194662094116
Simulation4,602,11,sp2,0.971428632736206,0.17143380641937256
Simulation4,1216,5,sp4,1.2000000476837158,-1.7714234590530396
Simulation4,1119,6,sp3,-1.6571428775787354,-1.5428520441055298
Simulation4,1177,10,sp4,0.8571429252624512,-1.6571377515792847
Simulation4,361,8,sp1,-1.8857142925262451,0.8571480512619019
Simulation4,1293,7,background,1.7714285850524902,-1.9999948740005493
Simulation4,546,8,sp1,-1.3142857551574707,0.28571951389312744
Simulation4,267,8,sp1,-0.2857142686843872,1.2000051736831665
Simulation4,552,3,background,-0.6285715103149414,0.28571951389312744
Simulation4,151,1,sp1,-1.2000000476837158,1.5428622961044312
Simulation4,1282,3,background,0.5142858028411865,-1.9999948740005493
Simulation4,244,6,background,1.2000000476837158,1.3142908811569214
Simulation4,1286,7,sp4,0.971428632736206,-1.9999948740005493
Simulation4,407,8,sp1,-0.7428572177886963,0.742862343788147
Simulation4,1189,1,sp3,-1.8857142925262451,-1.7714234590530396
Simulation4,1207,0,background,0.17142868041992188,-1.7714234590530396
Simulation4,1163,2,sp3,-0.7428572177886963,-1.6571377515792847
Simulation4,51,0,background,-0.2857142686843872,1.8857194185256958
Simulation4,259,1,sp1,-1.2000000476837158,1.2000051736831665
Simulation4,842,6,background,-0.3999999761581421,-0.6285663843154907
Simulation4,682,11,sp4,1.8857142925262451,-0.05713772773742676
Simulation4,1217,1,sp4,1.3142857551574707,-1.7714234590530396
Simulation4,73,3,background,-1.8857142925262451,1.771433711051941
