section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation1,0,529,6,sp2,Simulation1
Simulation1,1,478,5,sp1,Simulation1
Simulation1,2,234,2,sp2,Simulation1
Simulation1,3,64,6,sp2,Simulation1
Simulation1,4,1087,3,sp3,Simulation1
Simulation1,5,743,10,sp4,Simulation1
Simulation1,6,539,0,sp2,Simulation1
Simulation1,7,266,5,sp1,Simulation1
Simulation1,8,963,4,sp4,Simulation1
Simulation1,9,959,8,background,Simulation1
Simulation1,10,462,11,sp2,Simulation1
Simulation1,11,348,1,background,Simulation1
Simulation1,12,806,6,background,Simulation1
Simulation1,13,496,2,sp2,Simulation1
Simulation1,14,652,4,sp3,Simulation1
Simulation1,15,1179,10,sp4,Simulation1
Simulation1,16,861,10,sp4,Simulation1
Simulation1,17,578,11,background,Simulation1
Simulation1,18,63,2,sp2,Simulation1
Simulation1,19,818,10,sp4,Simulation1
Simulation1,20,460,2,sp2,Simulation1
Simulation1,21,798,6,background,Simulation1
Simulation1,22,852,10,sp4,Simulation1
Simulation1,23,142,6,sp2,Simulation1
Simulation1,24,332,0,sp1,Simulation1
Simulation1,25,817,10,sp4,Simulation1
Simulation1,26,725,11,sp3,Simulation1
Simulation1,27,1022,1,background,Simulation1
Simulation1,28,1112,1,background,Simulation1
Simulation1,29,46,5,sp1,Simulation1
Simulation1,30,830,9,sp3,Simulation1
Simulation1,31,1015,3,sp3,Simulation1
Simulation1,32,104,2,sp2,Simulation1
Simulation1,33,1201,8,sp3,Simulation1
Simulation1,34,1220,1,background,Simulation1
Simulation1,35,696,1,background,Simulation1
Simulation1,36,490,2,sp2,Simulation1
Simulation1,37,319,2,sp2,Simulation1
Simulation1,38,893,8,sp4,Simulation1
Simulation1,39,524,2,sp2,Simulation1
Simulation1,40,468,11,background,Simulation1
Simulation1,41,1239,3,sp3,Simulation1
Simulation1,42,992,1,background,Simulation1
Simulation1,43,232,5,sp1,Simulation1
Simulation1,44,61,11,sp2,Simulation1
Simulation1,45,1000,8,sp4,Simulation1
Simulation1,46,79,6,sp1,Simulation1
Simulation1,47,404,5,sp1,Simulation1
Simulation1,48,14,1,background,Simulation1
Simulation1,49,16,1,background,Simulation1
Simulation1,50,626,1,background,Simulation1
Simulation1,51,853,10,sp4,Simulation1
Simulation1,52,821,10,sp4,Simulation1
Simulation1,53,1191,11,sp3,Simulation1
Simulation1,54,1005,1,background,Simulation1
Simulation1,55,592,8,background,Simulation1
Simulation1,56,562,6,sp2,Simulation1
Simulation1,57,1273,11,sp3,Simulation1
Simulation1,58,807,8,background,Simulation1
Simulation1,59,728,6,background,Simulation1
Simulation1,60,452,7,sp2,Simulation1
Simulation1,61,1081,3,sp3,Simulation1
Simulation1,62,1033,4,sp4,Simulation1
Simulation1,63,937,11,sp3,Simulation1
Simulation1,64,600,6,sp2,Simulation1
Simulation1,65,170,2,sp2,Simulation1
Simulation1,66,194,1,background,Simulation1
Simulation1,67,702,10,sp4,Simulation1
Simulation1,68,212,2,sp2,Simulation1
Simulation1,69,450,6,sp2,Simulation1
Simulation1,70,747,10,sp4,Simulation1
Simulation1,71,255,8,sp1,Simulation1
Simulation1,72,1008,8,sp3,Simulation1
Simulation1,73,646,2,sp2,Simulation1
Simulation1,74,120,8,background,Simulation1
Simulation1,75,537,11,sp2,Simulation1
Simulation1,76,96,2,sp2,Simulation1
Simulation1,77,223,5,sp1,Simulation1
Simulation1,78,1,8,background,Simulation1
Simulation1,79,627,1,background,Simulation1
Simulation1,80,837,1,background,Simulation1
Simulation1,81,1116,8,sp3,Simulation1
Simulation1,82,643,6,sp2,Simulation1
Simulation1,83,915,1,background,Simulation1
Simulation1,84,889,9,sp4,Simulation1
Simulation1,85,283,11,sp2,Simulation1
Simulation1,86,878,6,background,Simulation1
Simulation1,87,871,0,sp3,Simulation1
Simulation1,88,519,6,background,Simulation1
Simulation1,89,43,5,sp1,Simulation1
Simulation1,90,1158,3,sp3,Simulation1
Simulation1,91,482,1,background,Simulation1
Simulation1,92,800,1,background,Simulation1
Simulation1,93,169,2,sp2,Simulation1
Simulation1,94,347,11,sp2,Simulation1
Simulation1,95,53,4,background,Simulation1
Simulation1,96,710,10,sp4,Simulation1
Simulation1,97,422,1,background,Simulation1
Simulation1,98,15,1,background,Simulation1
Simulation1,99,412,5,sp1,Simulation1
Simulation1,100,220,5,sp1,Simulation1
Simulation1,101,1006,1,background,Simulation1
Simulation1,102,926,10,sp4,Simulation1
Simulation1,103,1194,11,sp3,Simulation1
Simulation1,104,306,2,sp2,Simulation1
Simulation1,105,463,6,sp2,Simulation1
Simulation1,106,772,8,background,Simulation1
Simulation1,107,440,6,sp1,Simulation1
Simulation1,108,1262,3,sp3,Simulation1
Simulation1,109,826,10,sp4,Simulation1
Simulation1,110,98,2,sp2,Simulation1
Simulation1,111,1206,9,background,Simulation1
Simulation1,112,95,2,sp2,Simulation1
Simulation1,113,877,8,background,Simulation1
Simulation1,114,1280,1,background,Simulation1
Simulation1,115,403,5,sp1,Simulation1
Simulation1,116,5,1,background,Simulation1
Simulation1,117,372,8,sp1,Simulation1
Simulation1,118,917,1,background,Simulation1
Simulation1,119,277,8,background,Simulation1
Simulation1,120,388,11,background,Simulation1
Simulation1,121,153,5,sp1,Simulation1
Simulation1,122,1141,10,sp4,Simulation1
Simulation1,123,102,2,sp2,Simulation1
Simulation1,124,908,11,sp3,Simulation1
Simulation1,125,634,2,sp2,Simulation1
Simulation1,126,35,2,sp2,Simulation1
Simulation1,127,909,4,sp3,Simulation1
Simulation1,128,1233,6,sp3,Simulation1
Simulation1,129,26,6,sp2,Simulation1
Simulation1,130,1040,0,background,Simulation1
Simulation1,131,497,2,sp2,Simulation1
Simulation1,132,436,1,background,Simulation1
Simulation1,133,159,1,background,Simulation1
Simulation1,134,695,0,background,Simulation1
Simulation1,135,1150,1,background,Simulation1
Simulation1,136,732,1,background,Simulation1
Simulation1,137,1182,1,background,Simulation1
Simulation1,138,438,5,sp1,Simulation1
Simulation1,139,804,1,background,Simulation1
Simulation1,140,534,6,sp2,Simulation1
Simulation1,141,322,2,sp2,Simulation1
Simulation1,142,567,4,sp2,Simulation1
Simulation1,143,801,11,background,Simulation1
Simulation1,144,1053,3,sp3,Simulation1
Simulation1,145,97,2,sp2,Simulation1
Simulation1,146,165,2,sp2,Simulation1
Simulation1,147,1105,4,sp4,Simulation1
Simulation1,148,1269,3,sp3,Simulation1
Simulation1,149,213,2,sp2,Simulation1
Simulation1,150,685,6,sp3,Simulation1
Simulation1,151,1142,8,sp4,Simulation1
Simulation1,152,633,11,sp2,Simulation1
Simulation1,153,588,1,background,Simulation1
Simulation1,154,940,4,sp3,Simulation1
Simulation1,155,1240,3,sp3,Simulation1
Simulation1,156,824,10,sp4,Simulation1
Simulation1,157,32,7,sp2,Simulation1
Simulation1,158,675,8,sp4,Simulation1
Simulation1,159,402,5,sp1,Simulation1
Simulation1,160,353,1,background,Simulation1
Simulation1,161,668,10,sp4,Simulation1
Simulation1,162,376,5,sp1,Simulation1
Simulation1,163,1275,3,sp3,Simulation1
Simulation1,164,1013,6,sp3,Simulation1
Simulation1,165,881,1,background,Simulation1
Simulation1,166,1011,3,sp3,Simulation1
Simulation1,167,933,8,background,Simulation1
Simulation1,168,483,6,background,Simulation1
Simulation1,169,869,3,sp3,Simulation1
Simulation1,170,486,2,sp2,Simulation1
Simulation1,171,302,5,sp1,Simulation1
Simulation1,172,602,0,sp2,Simulation1
Simulation1,173,1216,10,sp4,Simulation1
Simulation1,174,1119,6,sp3,Simulation1
Simulation1,175,1177,8,sp4,Simulation1
Simulation1,176,361,5,sp1,Simulation1
Simulation1,177,1293,11,background,Simulation1
Simulation1,178,546,5,sp1,Simulation1
Simulation1,179,267,5,sp1,Simulation1
Simulation1,180,552,1,background,Simulation1
Simulation1,181,151,4,sp1,Simulation1
Simulation1,182,1282,1,background,Simulation1
Simulation1,183,244,6,background,Simulation1
Simulation1,184,1286,4,sp4,Simulation1
Simulation1,185,407,5,sp1,Simulation1
Simulation1,186,1189,4,sp3,Simulation1
Simulation1,187,1207,8,background,Simulation1
Simulation1,188,1163,3,sp3,Simulation1
Simulation1,189,51,8,background,Simulation1
Simulation1,190,259,5,sp1,Simulation1
Simulation1,191,842,6,background,Simulation1
Simulation1,192,682,4,sp4,Simulation1
Simulation1,193,1217,4,sp4,Simulation1
Simulation1,194,73,1,background,Simulation1
Simulation1,195,556,11,background,Simulation1
Simulation1,196,509,1,background,Simulation1
Simulation1,197,1222,1,background,Simulation1
Simulation1,198,1021,0,background,Simulation1
Simulation1,199,346,9,sp2,Simulation1
Simulation1,200,1068,10,sp4,Simulation1
Simulation1,201,160,11,background,Simulation1
Simulation1,202,1043,1,background,Simulation1
Simulation1,203,473,8,background,Simulation1
Simulation1,204,401,5,sp1,Simulation1
Simulation1,205,1044,3,sp3,Simulation1
Simulation1,206,611,2,sp2,Simulation1
Simulation1,207,437,1,background,Simulation1
Simulation1,208,699,0,background,Simulation1
Simulation1,209,840,1,background,Simulation1
Simulation1,210,902,3,sp3,Simulation1
Simulation1,211,974,3,sp3,Simulation1
Simulation1,212,949,1,background,Simulation1
Simulation1,213,1274,3,sp3,Simulation1
Simulation1,214,136,2,sp2,Simulation1
Simulation1,215,720,11,sp3,Simulation1
Simulation1,216,50,6,background,Simulation1
Simulation1,217,709,8,sp4,Simulation1
Simulation1,218,885,8,background,Simulation1
Simulation1,219,785,4,sp4,Simulation1
Simulation1,220,555,9,background,Simulation1
Simulation1,221,765,1,background,Simulation1
Simulation1,222,664,1,background,Simulation1
Simulation1,223,721,3,sp3,Simulation1
Simulation1,224,605,2,sp2,Simulation1
Simulation1,225,421,1,background,Simulation1
Simulation1,226,564,6,sp2,Simulation1
Simulation1,227,318,7,sp2,Simulation1
Simulation1,228,42,5,sp1,Simulation1
Simulation1,229,510,5,sp1,Simulation1
Simulation1,230,658,1,background,Simulation1
Simulation1,231,1226,6,sp3,Simulation1
Simulation1,232,199,2,sp2,Simulation1
Simulation1,233,912,11,background,Simulation1
Simulation1,234,257,5,sp1,Simulation1
Simulation1,235,94,2,sp2,Simulation1
Simulation1,236,1089,11,sp3,Simulation1
Simulation1,237,1091,6,sp3,Simulation1
Simulation1,238,845,0,background,Simulation1
Simulation1,239,819,4,sp4,Simulation1
Simulation1,240,1192,6,sp3,Simulation1
Simulation1,241,655,8,background,Simulation1
Simulation1,242,127,2,sp2,Simulation1
Simulation1,243,517,8,background,Simulation1
Simulation1,244,999,10,sp4,Simulation1
Simulation1,245,735,6,background,Simulation1
Simulation1,246,518,1,background,Simulation1
Simulation1,247,984,0,background,Simulation1
Simulation1,248,258,0,sp1,Simulation1
Simulation1,249,1147,11,background,Simulation1
Simulation1,250,775,0,sp4,Simulation1
Simulation1,251,1138,9,background,Simulation1
Simulation1,252,665,11,background,Simulation1
Simulation1,253,369,8,sp1,Simulation1
Simulation1,254,1036,10,sp4,Simulation1
Simulation1,255,986,1,background,Simulation1
Simulation1,256,829,3,sp3,Simulation1
Simulation1,257,81,5,sp1,Simulation1
Simulation1,258,692,1,background,Simulation1
Simulation1,259,619,5,sp1,Simulation1
Simulation1,260,904,3,sp3,Simulation1
Simulation1,261,761,6,sp3,Simulation1
Simulation1,262,1001,10,sp4,Simulation1
Simulation1,263,647,2,sp2,Simulation1
Simulation1,264,375,9,sp1,Simulation1
Simulation1,265,566,2,sp2,Simulation1
Simulation1,266,1029,1,background,Simulation1
Simulation1,267,1251,10,sp4,Simulation1
Simulation1,268,639,2,sp2,Simulation1
Simulation1,269,23,7,sp2,Simulation1
Simulation1,270,859,10,sp4,Simulation1
Simulation1,271,17,11,background,Simulation1
Simulation1,272,557,1,background,Simulation1
Simulation1,273,1161,3,sp3,Simulation1
Simulation1,274,1067,1,background,Simulation1
Simulation1,275,714,10,sp4,Simulation1
Simulation1,276,334,5,sp1,Simulation1
Simulation1,277,299,5,sp1,Simulation1
Simulation1,278,894,6,background,Simulation1
Simulation1,279,124,11,background,Simulation1
Simulation1,280,313,6,background,Simulation1
Simulation1,281,420,1,background,Simulation1
Simulation1,282,1130,3,sp3,Simulation1
Simulation1,283,30,2,sp2,Simulation1
Simulation1,284,1122,3,sp3,Simulation1
Simulation1,285,1140,10,sp4,Simulation1
Simulation1,286,113,8,background,Simulation1
Simulation1,287,1133,11,sp3,Simulation1
Simulation1,288,114,5,sp1,Simulation1
Simulation1,289,1258,11,background,Simulation1
Simulation1,290,36,8,background,Simulation1
Simulation1,291,3,6,background,Simulation1
Simulation1,292,876,1,background,Simulation1
Simulation1,293,1294,6,background,Simulation1
Simulation1,294,206,2,sp2,Simulation1
Simulation1,295,271,2,sp2,Simulation1
Simulation1,296,1243,1,background,Simulation1
Simulation1,297,247,2,sp2,Simulation1
Simulation1,298,457,6,sp2,Simulation1
Simulation1,299,253,5,sp1,Simulation1
Simulation1,300,201,0,sp2,Simulation1
Simulation1,301,1070,8,sp4,Simulation1
Simulation1,302,297,8,sp1,Simulation1
Simulation1,303,85,1,background,Simulation1
Simulation1,304,311,7,sp2,Simulation1
Simulation1,305,145,6,background,Simulation1
Simulation1,306,690,1,background,Simulation1
Simulation1,307,1281,0,background,Simulation1
Simulation1,308,848,10,sp4,Simulation1
Simulation1,309,502,2,sp2,Simulation1
Simulation1,310,272,2,sp2,Simulation1
Simulation1,311,435,8,background,Simulation1
Simulation1,312,264,6,sp1,Simulation1
Simulation1,313,865,3,sp3,Simulation1
Simulation1,314,1078,6,background,Simulation1
Simulation1,315,330,0,sp1,Simulation1
Simulation1,316,895,8,background,Simulation1
Simulation1,317,671,10,sp4,Simulation1
Simulation1,318,349,8,background,Simulation1
Simulation1,319,137,2,sp2,Simulation1
Simulation1,320,130,2,sp2,Simulation1
Simulation1,321,233,5,sp1,Simulation1
Simulation1,322,993,4,background,Simulation1
Simulation1,323,423,1,background,Simulation1
Simulation1,324,1205,11,sp3,Simulation1
Simulation1,325,191,5,sp1,Simulation1
Simulation1,326,1113,11,background,Simulation1
Simulation1,327,31,2,sp2,Simulation1
Simulation1,328,242,11,background,Simulation1
Simulation1,329,22,2,sp2,Simulation1
Simulation1,330,477,5,sp1,Simulation1
Simulation1,331,831,3,sp3,Simulation1
Simulation1,332,723,3,sp3,Simulation1
Simulation1,333,156,0,background,Simulation1
Simulation1,334,1004,8,background,Simulation1
Simulation1,335,657,1,background,Simulation1
Simulation1,336,777,10,sp4,Simulation1
Simulation1,337,927,10,sp4,Simulation1
