section,cluster,count,fraction
section1,0,32417,0.048718137538529514
section1,1,100872,0.1515962602889394
section1,2,113685,0.17085237579256957
section1,3,41699,0.06266766256035852
section1,4,73407,0.11032027400101292
section1,5,67520,0.10147295081597658
section1,6,62591,0.09406536529210294
section1,7,105525,0.15858905709206056
section1,8,4290,0.00644725946387055
section1,9,63393,0.09527065715457943
section2,0,25563,0.06334326982404234
section2,1,38612,0.09567775043797375
section2,2,79074,0.19593966741252294
section2,3,28906,0.07162698265202706
section2,4,42715,0.10584468843774082
section2,5,23507,0.05824865014879957
section2,6,37941,0.09401506084551854
section2,7,50725,0.12569289057718375
section2,8,58262,0.1443690328399779
section2,9,18258,0.04524200682421332
