section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation3,0,529,2,sp2,Simulation3
Simulation3,1,478,3,sp1,Simulation3
Simulation3,2,234,2,sp2,Simulation3
Simulation3,3,64,2,sp2,Simulation3
Simulation3,4,1087,1,sp3,Simulation3
Simulation3,5,743,4,sp4,Simulation3
Simulation3,6,539,0,sp2,Simulation3
Simulation3,7,266,3,sp1,Simulation3
Simulation3,8,963,0,sp4,Simulation3
Simulation3,9,959,4,background,Simulation3
Simulation3,10,462,0,sp2,Simulation3
Simulation3,11,348,4,background,Simulation3
Simulation3,12,806,1,background,Simulation3
Simulation3,13,496,2,sp2,Simulation3
Simulation3,14,652,0,sp3,Simulation3
Simulation3,15,1179,4,sp4,Simulation3
Simulation3,16,861,4,sp4,Simulation3
Simulation3,17,578,0,background,Simulation3
Simulation3,18,63,2,sp2,Simulation3
Simulation3,19,818,4,sp4,Simulation3
Simulation3,20,460,2,sp2,Simulation3
Simulation3,21,798,1,background,Simulation3
Simulation3,22,852,4,sp4,Simulation3
Simulation3,23,142,2,sp2,Simulation3
Simulation3,24,332,0,sp1,Simulation3
Simulation3,25,817,4,sp4,Simulation3
Simulation3,26,725,0,sp3,Simulation3
Simulation3,27,1022,4,background,Simulation3
Simulation3,28,1112,4,background,Simulation3
Simulation3,29,46,3,sp1,Simulation3
Simulation3,30,830,1,sp3,Simulation3
Simulation3,31,1015,1,sp3,Simulation3
Simulation3,32,104,2,sp2,Simulation3
Simulation3,33,1201,1,sp3,Simulation3
Simulation3,34,1220,4,background,Simulation3
Simulation3,35,696,4,background,Simulation3
Simulation3,36,490,2,sp2,Simulation3
Simulation3,37,319,2,sp2,Simulation3
Simulation3,38,893,4,sp4,Simulation3
Simulation3,39,524,2,sp2,Simulation3
Simulation3,40,468,0,background,Simulation3
Simulation3,41,1239,1,sp3,Simulation3
Simulation3,42,992,4,background,Simulation3
Simulation3,43,232,0,sp1,Simulation3
Simulation3,44,61,0,sp2,Simulation3
Simulation3,45,1000,4,sp4,Simulation3
Simulation3,46,79,3,sp1,Simulation3
Simulation3,47,404,3,sp1,Simulation3
Simulation3,48,14,4,background,Simulation3
Simulation3,49,16,4,background,Simulation3
Simulation3,50,626,4,background,Simulation3
Simulation3,51,853,4,sp4,Simulation3
Simulation3,52,821,4,sp4,Simulation3
Simulation3,53,1191,0,sp3,Simulation3
Simulation3,54,1005,4,background,Simulation3
Simulation3,55,592,4,background,Simulation3
Simulation3,56,562,2,sp2,Simulation3
Simulation3,57,1273,0,sp3,Simulation3
Simulation3,58,807,4,background,Simulation3
Simulation3,59,728,1,background,Simulation3
Simulation3,60,452,2,sp2,Simulation3
Simulation3,61,1081,1,sp3,Simulation3
Simulation3,62,1033,0,sp4,Simulation3
Simulation3,63,937,0,sp3,Simulation3
Simulation3,64,600,2,sp2,Simulation3
Simulation3,65,170,2,sp2,Simulation3
Simulation3,66,194,4,background,Simulation3
Simulation3,67,702,4,sp4,Simulation3
Simulation3,68,212,2,sp2,Simulation3
Simulation3,69,450,2,sp2,Simulation3
Simulation3,70,747,4,sp4,Simulation3
Simulation3,71,255,3,sp1,Simulation3
Simulation3,72,1008,1,sp3,Simulation3
Simulation3,73,646,2,sp2,Simulation3
Simulation3,74,120,4,background,Simulation3
Simulation3,75,537,0,sp2,Simulation3
Simulation3,76,96,2,sp2,Simulation3
Simulation3,77,223,3,sp1,Simulation3
Simulation3,78,1,4,background,Simulation3
Simulation3,79,627,4,background,Simulation3
Simulation3,80,837,4,background,Simulation3
Simulation3,81,1116,1,sp3,Simulation3
Simulation3,82,643,2,sp2,Simulation3
Simulation3,83,915,4,background,Simulation3
Simulation3,84,889,1,sp4,Simulation3
Simulation3,85,283,0,sp2,Simulation3
Simulation3,86,878,1,background,Simulation3
Simulation3,87,871,0,sp3,Simulation3
Simulation3,88,519,1,background,Simulation3
Simulation3,89,43,3,sp1,Simulation3
Simulation3,90,1158,1,sp3,Simulation3
Simulation3,91,482,4,background,Simulation3
Simulation3,92,800,4,background,Simulation3
Simulation3,93,169,2,sp2,Simulation3
Simulation3,94,347,0,sp2,Simulation3
Simulation3,95,53,0,background,Simulation3
Simulation3,96,710,4,sp4,Simulation3
Simulation3,97,422,4,background,Simulation3
Simulation3,98,15,4,background,Simulation3
Simulation3,99,412,3,sp1,Simulation3
Simulation3,100,220,0,sp1,Simulation3
Simulation3,101,1006,4,background,Simulation3
Simulation3,102,926,4,sp4,Simulation3
Simulation3,103,1194,0,sp3,Simulation3
Simulation3,104,306,2,sp2,Simulation3
Simulation3,105,463,2,sp2,Simulation3
Simulation3,106,772,4,background,Simulation3
Simulation3,107,440,3,sp1,Simulation3
Simulation3,108,1262,1,sp3,Simulation3
Simulation3,109,826,4,sp4,Simulation3
Simulation3,110,98,2,sp2,Simulation3
Simulation3,111,1206,1,background,Simulation3
Simulation3,112,95,2,sp2,Simulation3
Simulation3,113,877,4,background,Simulation3
Simulation3,114,1280,4,background,Simulation3
Simulation3,115,403,3,sp1,Simulation3
Simulation3,116,5,4,background,Simulation3
Simulation3,117,372,3,sp1,Simulation3
Simulation3,118,917,4,background,Simulation3
Simulation3,119,277,4,background,Simulation3
Simulation3,120,388,0,background,Simulation3
Simulation3,121,153,0,sp1,Simulation3
Simulation3,122,1141,1,sp4,Simulation3
Simulation3,123,102,2,sp2,Simulation3
Simulation3,124,908,0,sp3,Simulation3
Simulation3,125,634,2,sp2,Simulation3
Simulation3,126,35,2,sp2,Simulation3
Simulation3,127,909,0,sp3,Simulation3
Simulation3,128,1233,1,sp3,Simulation3
Simulation3,129,26,2,sp2,Simulation3
Simulation3,130,1040,0,background,Simulation3
Simulation3,131,497,2,sp2,Simulation3
Simulation3,132,436,4,background,Simulation3
Simulation3,133,159,4,background,Simulation3
Simulation3,134,695,0,background,Simulation3
Simulation3,135,1150,4,background,Simulation3
Simulation3,136,732,4,background,Simulation3
Simulation3,137,1182,4,background,Simulation3
Simulation3,138,438,3,sp1,Simulation3
Simulation3,139,804,4,background,Simulation3
Simulation3,140,534,2,sp2,Simulation3
Simulation3,141,322,2,sp2,Simulation3
Simulation3,142,567,0,sp2,Simulation3
Simulation3,143,801,0,background,Simulation3
Simulation3,144,1053,1,sp3,Simulation3
Simulation3,145,97,2,sp2,Simulation3
Simulation3,146,165,2,sp2,Simulation3
Simulation3,147,1105,0,sp4,Simulation3
Simulation3,148,1269,1,sp3,Simulation3
Simulation3,149,213,2,sp2,Simulation3
Simulation3,150,685,1,sp3,Simulation3
Simulation3,151,1142,4,sp4,Simulation3
Simulation3,152,633,0,sp2,Simulation3
Simulation3,153,588,4,background,Simulation3
Simulation3,154,940,0,sp3,Simulation3
Simulation3,155,1240,1,sp3,Simulation3
Simulation3,156,824,4,sp4,Simulation3
Simulation3,157,32,2,sp2,Simulation3
Simulation3,158,675,4,sp4,Simulation3
Simulation3,159,402,3,sp1,Simulation3
Simulation3,160,353,4,background,Simulation3
Simulation3,161,668,4,sp4,Simulation3
Simulation3,162,376,0,sp1,Simulation3
Simulation3,163,1275,1,sp3,Simulation3
Simulation3,164,1013,1,sp3,Simulation3
Simulation3,165,881,4,background,Simulation3
Simulation3,166,1011,1,sp3,Simulation3
Simulation3,167,933,4,background,Simulation3
Simulation3,168,483,1,background,Simulation3
Simulation3,169,869,1,sp3,Simulation3
Simulation3,170,486,2,sp2,Simulation3
Simulation3,171,302,3,sp1,Simulation3
Simulation3,172,602,0,sp2,Simulation3
Simulation3,173,1216,4,sp4,Simulation3
Simulation3,174,1119,1,sp3,Simulation3
Simulation3,175,1177,4,sp4,Simulation3
Simulation3,176,361,3,sp1,Simulation3
Simulation3,177,1293,0,background,Simulation3
Simulation3,178,546,3,sp1,Simulation3
Simulation3,179,267,3,sp1,Simulation3
Simulation3,180,552,4,background,Simulation3
Simulation3,181,151,0,sp1,Simulation3
Simulation3,182,1282,4,background,Simulation3
Simulation3,183,244,1,background,Simulation3
Simulation3,184,1286,0,sp4,Simulation3
Simulation3,185,407,3,sp1,Simulation3
Simulation3,186,1189,0,sp3,Simulation3
Simulation3,187,1207,4,background,Simulation3
Simulation3,188,1163,1,sp3,Simulation3
Simulation3,189,51,4,background,Simulation3
Simulation3,190,259,0,sp1,Simulation3
Simulation3,191,842,1,background,Simulation3
Simulation3,192,682,0,sp4,Simulation3
Simulation3,193,1217,0,sp4,Simulation3
Simulation3,194,73,4,background,Simulation3
Simulation3,195,556,0,background,Simulation3
Simulation3,196,509,4,background,Simulation3
Simulation3,197,1222,4,background,Simulation3
Simulation3,198,1021,0,background,Simulation3
Simulation3,199,346,2,sp2,Simulation3
Simulation3,200,1068,4,sp4,Simulation3
Simulation3,201,160,0,background,Simulation3
Simulation3,202,1043,4,background,Simulation3
Simulation3,203,473,4,background,Simulation3
Simulation3,204,401,3,sp1,Simulation3
Simulation3,205,1044,1,sp3,Simulation3
Simulation3,206,611,2,sp2,Simulation3
Simulation3,207,437,4,background,Simulation3
Simulation3,208,699,0,background,Simulation3
Simulation3,209,840,4,background,Simulation3
Simulation3,210,902,1,sp3,Simulation3
Simulation3,211,974,1,sp3,Simulation3
Simulation3,212,949,4,background,Simulation3
Simulation3,213,1274,1,sp3,Simulation3
Simulation3,214,136,2,sp2,Simulation3
Simulation3,215,720,0,sp3,Simulation3
Simulation3,216,50,1,background,Simulation3
Simulation3,217,709,4,sp4,Simulation3
Simulation3,218,885,4,background,Simulation3
Simulation3,219,785,0,sp4,Simulation3
Simulation3,220,555,1,background,Simulation3
Simulation3,221,765,4,background,Simulation3
