section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation5,0,529,2,sp2,Simulation5
Simulation5,1,478,3,sp1,Simulation5
Simulation5,2,234,2,sp2,Simulation5
Simulation5,3,64,2,sp2,Simulation5
Simulation5,4,1087,1,sp3,Simulation5
Simulation5,5,743,4,sp4,Simulation5
Simulation5,6,539,0,sp2,Simulation5
Simulation5,7,266,3,sp1,Simulation5
Simulation5,8,963,0,sp4,Simulation5
Simulation5,9,959,4,background,Simulation5
Simulation5,10,462,0,sp2,Simulation5
Simulation5,11,348,4,background,Simulation5
Simulation5,12,806,1,background,Simulation5
Simulation5,13,496,2,sp2,Simulation5
Simulation5,14,652,0,sp3,Simulation5
Simulation5,15,1179,4,sp4,Simulation5
Simulation5,16,861,4,sp4,Simulation5
Simulation5,17,578,0,background,Simulation5
Simulation5,18,63,2,sp2,Simulation5
Simulation5,19,818,4,sp4,Simulation5
Simulation5,20,460,2,sp2,Simulation5
Simulation5,21,798,1,background,Simulation5
Simulation5,22,852,4,sp4,Simulation5
Simulation5,23,142,2,sp2,Simulation5
Simulation5,24,332,0,sp1,Simulation5
Simulation5,25,817,4,sp4,Simulation5
Simulation5,26,725,0,sp3,Simulation5
Simulation5,27,1022,4,background,Simulation5
Simulation5,28,1112,4,background,Simulation5
Simulation5,29,46,3,sp1,Simulation5
Simulation5,30,830,1,sp3,Simulation5
Simulation5,31,1015,1,sp3,Simulation5
Simulation5,32,104,2,sp2,Simulation5
Simulation5,33,1201,1,sp3,Simulation5
Simulation5,34,1220,4,background,Simulation5
Simulation5,35,696,4,background,Simulation5
Simulation5,36,490,2,sp2,Simulation5
Simulation5,37,319,2,sp2,Simulation5
Simulation5,38,893,4,sp4,Simulation5
Simulation5,39,524,2,sp2,Simulation5
Simulation5,40,468,0,background,Simulation5
Simulation5,41,1239,1,sp3,Simulation5
Simulation5,42,992,4,background,Simulation5
Simulation5,43,232,0,sp1,Simulation5
Simulation5,44,61,0,sp2,Simulation5
Simulation5,45,1000,4,sp4,Simulation5
Simulation5,46,79,3,sp1,Simulation5
Simulation5,47,404,3,sp1,Simulation5
Simulation5,48,14,4,background,Simulation5
Simulation5,49,16,4,background,Simulation5
Simulation5,50,626,4,background,Simulation5
Simulation5,51,853,4,sp4,Simulation5
Simulation5,52,821,4,sp4,Simulation5
Simulation5,53,1191,0,sp3,Simulation5
Simulation5,54,1005,4,background,Simulation5
Simulation5,55,592,4,background,Simulation5
Simulation5,56,562,2,sp2,Simulation5
Simulation5,57,1273,0,sp3,Simulation5
Simulation5,58,807,4,background,Simulation5
Simulation5,59,728,1,background,Simulation5
Simulation5,60,452,2,sp2,Simulation5
Simulation5,61,1081,1,sp3,Simulation5
Simulation5,62,1033,0,sp4,Simulation5
Simulation5,63,937,0,sp3,Simulation5
Simulation5,64,600,2,sp2,Simulation5
Simulation5,65,170,2,sp2,Simulation5
Simulation5,66,194,4,background,Simulation5
Simulation5,67,702,4,sp4,Simulation5
Simulation5,68,212,2,sp2,Simulation5
Simulation5,69,450,2,sp2,Simulation5
Simulation5,70,747,4,sp4,Simulation5
Simulation5,71,255,3,sp1,Simulation5
Simulation5,72,1008,1,sp3,Simulation5
Simulation5,73,646,2,sp2,Simulation5
Simulation5,74,120,4,background,Simulation5
Simulation5,75,537,0,sp2,Simulation5
Simulation5,76,96,2,sp2,Simulation5
Simulation5,77,223,3,sp1,Simulation5
Simulation5,78,1,4,background,Simulation5
Simulation5,79,627,4,background,Simulation5
Simulation5,80,837,4,background,Simulation5
Simulation5,81,1116,1,sp3,Simulation5
Simulation5,82,643,2,sp2,Simulation5
Simulation5,83,915,4,background,Simulation5
Simulation5,84,889,1,sp4,Simulation5
Simulation5,85,283,0,sp2,Simulation5
Simulation5,86,878,1,background,Simulation5
Simulation5,87,871,0,sp3,Simulation5
Simulation5,88,519,1,background,Simulation5
Simulation5,89,43,3,sp1,Simulation5
Simulation5,90,1158,1,sp3,Simulation5
Simulation5,91,482,4,background,Simulation5
Simulation5,92,800,4,background,Simulation5
Simulation5,93,169,2,sp2,Simulation5
Simulation5,94,347,0,sp2,Simulation5
Simulation5,95,53,0,background,Simulation5
Simulation5,96,710,4,sp4,Simulation5
Simulation5,97,422,4,background,Simulation5
Simulation5,98,15,4,background,Simulation5
Simulation5,99,412,3,sp1,Simulation5
Simulation5,100,220,0,sp1,Simulation5
Simulation5,101,1006,4,background,Simulation5
Simulation5,102,926,4,sp4,Simulation5
Simulation5,103,1194,0,sp3,Simulation5
Simulation5,104,306,2,sp2,Simulation5
Simulation5,105,463,2,sp2,Simulation5
Simulation5,106,772,4,background,Simulation5
Simulation5,107,440,3,sp1,Simulation5
Simulation5,108,1262,1,sp3,Simulation5
Simulation5,109,826,4,sp4,Simulation5
Simulation5,110,98,2,sp2,Simulation5
Simulation5,111,1206,1,background,Simulation5
Simulation5,112,95,2,sp2,Simulation5
Simulation5,113,877,4,background,Simulation5
Simulation5,114,1280,4,background,Simulation5
Simulation5,115,403,3,sp1,Simulation5
Simulation5,116,5,4,background,Simulation5
Simulation5,117,372,3,sp1,Simulation5
Simulation5,118,917,4,background,Simulation5
Simulation5,119,277,4,background,Simulation5
Simulation5,120,388,0,background,Simulation5
Simulation5,121,153,0,sp1,Simulation5
Simulation5,122,1141,1,sp4,Simulation5
Simulation5,123,102,2,sp2,Simulation5
Simulation5,124,908,0,sp3,Simulation5
Simulation5,125,634,2,sp2,Simulation5
Simulation5,126,35,2,sp2,Simulation5
Simulation5,127,909,0,sp3,Simulation5
Simulation5,128,1233,1,sp3,Simulation5
Simulation5,129,26,2,sp2,Simulation5
Simulation5,130,1040,0,background,Simulation5
Simulation5,131,497,2,sp2,Simulation5
Simulation5,132,436,4,background,Simulation5
Simulation5,133,159,4,background,Simulation5
Simulation5,134,695,0,background,Simulation5
Simulation5,135,1150,4,background,Simulation5
Simulation5,136,732,4,background,Simulation5
Simulation5,137,1182,4,background,Simulation5
Simulation5,138,438,3,sp1,Simulation5
Simulation5,139,804,4,background,Simulation5
Simulation5,140,534,2,sp2,Simulation5
Simulation5,141,322,2,sp2,Simulation5
Simulation5,142,567,0,sp2,Simulation5
Simulation5,143,801,0,background,Simulation5
Simulation5,144,1053,1,sp3,Simulation5
