section,cluster,count,fraction
section1,0,102027,0.15333206091382764
section1,1,64706,0.09724390929352163
section1,2,62860,0.09446963400906824
section1,3,67344,0.10120844786361266
section1,4,101466,0.15248895775316765
section1,5,67540,0.1015030079696543
section1,6,45739,0.0687392076032576
section1,7,57093,0.0858026537460982
section1,8,30181,0.04535774775736062
section1,9,66443,0.09985437309043145
section2,0,34700,0.08598409665900987
section2,1,54445,0.1349107822074868
section2,2,33577,0.08320138367491568
section2,3,29336,0.07269249163079866
section2,4,29944,0.07419907176822454
section2,5,46834,0.11605127328322963
section2,6,55791,0.13824607310382767
section2,7,41830,0.10365172228375744
section2,8,31746,0.0786642977676348
section2,9,45360,0.11239880762111491
