section,cluster,count,fraction
Mouse_Spleen1,0,185,0.0720404984423676
Mouse_Spleen1,1,292,0.11370716510903427
Mouse_Spleen1,2,249,0.0969626168224299
Mouse_Spleen1,3,256,0.09968847352024922
Mouse_Spleen1,4,169,0.06580996884735202
Mouse_Spleen1,5,174,0.06775700934579439
Mouse_Spleen1,6,162,0.0630841121495327
Mouse_Spleen1,7,176,0.06853582554517133
Mouse_Spleen1,8,301,0.11721183800623053
Mouse_Spleen1,9,237,0.09228971962616822
Mouse_Spleen1,10,185,0.0720404984423676
Mouse_Spleen1,11,182,0.07087227414330217
Mouse_Spleen2,0,207,0.07478323699421965
Mouse_Spleen2,1,342,0.12355491329479769
Mouse_Spleen2,2,234,0.08453757225433527
Mouse_Spleen2,3,267,0.09645953757225434
Mouse_Spleen2,4,184,0.06647398843930635
Mouse_Spleen2,5,189,0.06828034682080925
Mouse_Spleen2,6,184,0.06647398843930635
Mouse_Spleen2,7,201,0.07261560693641618
Mouse_Spleen2,8,312,0.11271676300578035
Mouse_Spleen2,9,231,0.08345375722543352
Mouse_Spleen2,10,219,0.07911849710982659
Mouse_Spleen2,11,198,0.07153179190751445
