section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation5,0,529,5,sp2,Simulation5
Simulation5,1,478,6,sp1,Simulation5
Simulation5,2,234,0,sp2,Simulation5
Simulation5,3,64,5,sp2,Simulation5
Simulation5,4,1087,9,sp3,Simulation5
Simulation5,5,743,4,sp4,Simulation5
Simulation5,6,539,2,sp2,Simulation5
Simulation5,7,266,6,sp1,Simulation5
Simulation5,8,963,3,sp4,Simulation5
Simulation5,9,959,8,background,Simulation5
Simulation5,10,462,7,sp2,Simulation5
Simulation5,11,348,1,background,Simulation5
Simulation5,12,806,5,background,Simulation5
Simulation5,13,496,0,sp2,Simulation5
Simulation5,14,652,3,sp3,Simulation5
Simulation5,15,1179,4,sp4,Simulation5
Simulation5,16,861,4,sp4,Simulation5
Simulation5,17,578,7,background,Simulation5
Simulation5,18,63,0,sp2,Simulation5
Simulation5,19,818,4,sp4,Simulation5
Simulation5,20,460,0,sp2,Simulation5
Simulation5,21,798,5,background,Simulation5
Simulation5,22,852,4,sp4,Simulation5
Simulation5,23,142,5,sp2,Simulation5
Simulation5,24,332,2,sp1,Simulation5
Simulation5,25,817,4,sp4,Simulation5
Simulation5,26,725,7,sp3,Simulation5
Simulation5,27,1022,1,background,Simulation5
Simulation5,28,1112,1,background,Simulation5
Simulation5,29,46,6,sp1,Simulation5
Simulation5,30,830,5,sp3,Simulation5
Simulation5,31,1015,9,sp3,Simulation5
Simulation5,32,104,0,sp2,Simulation5
Simulation5,33,1201,8,sp3,Simulation5
Simulation5,34,1220,1,background,Simulation5
Simulation5,35,696,1,background,Simulation5
Simulation5,36,490,0,sp2,Simulation5
Simulation5,37,319,0,sp2,Simulation5
Simulation5,38,893,4,sp4,Simulation5
Simulation5,39,524,0,sp2,Simulation5
Simulation5,40,468,7,background,Simulation5
Simulation5,41,1239,9,sp3,Simulation5
Simulation5,42,992,1,background,Simulation5
Simulation5,43,232,6,sp1,Simulation5
Simulation5,44,61,7,sp2,Simulation5
Simulation5,45,1000,4,sp4,Simulation5
Simulation5,46,79,6,sp1,Simulation5
Simulation5,47,404,6,sp1,Simulation5
Simulation5,48,14,1,background,Simulation5
Simulation5,49,16,1,background,Simulation5
Simulation5,50,626,1,background,Simulation5
Simulation5,51,853,4,sp4,Simulation5
Simulation5,52,821,4,sp4,Simulation5
Simulation5,53,1191,7,sp3,Simulation5
Simulation5,54,1005,1,background,Simulation5
Simulation5,55,592,8,background,Simulation5
Simulation5,56,562,5,sp2,Simulation5
Simulation5,57,1273,7,sp3,Simulation5
Simulation5,58,807,8,background,Simulation5
Simulation5,59,728,5,background,Simulation5
Simulation5,60,452,8,sp2,Simulation5
Simulation5,61,1081,9,sp3,Simulation5
Simulation5,62,1033,3,sp4,Simulation5
Simulation5,63,937,7,sp3,Simulation5
Simulation5,64,600,5,sp2,Simulation5
Simulation5,65,170,0,sp2,Simulation5
Simulation5,66,194,1,background,Simulation5
Simulation5,67,702,4,sp4,Simulation5
Simulation5,68,212,0,sp2,Simulation5
Simulation5,69,450,5,sp2,Simulation5
Simulation5,70,747,4,sp4,Simulation5
Simulation5,71,255,6,sp1,Simulation5
Simulation5,72,1008,8,sp3,Simulation5
Simulation5,73,646,0,sp2,Simulation5
Simulation5,74,120,8,background,Simulation5
Simulation5,75,537,7,sp2,Simulation5
Simulation5,76,96,0,sp2,Simulation5
Simulation5,77,223,6,sp1,Simulation5
Simulation5,78,1,8,background,Simulation5
Simulation5,79,627,1,background,Simulation5
Simulation5,80,837,1,background,Simulation5
Simulation5,81,1116,8,sp3,Simulation5
Simulation5,82,643,5,sp2,Simulation5
Simulation5,83,915,1,background,Simulation5
Simulation5,84,889,4,sp4,Simulation5
Simulation5,85,283,7,sp2,Simulation5
Simulation5,86,878,5,background,Simulation5
Simulation5,87,871,3,sp3,Simulation5
Simulation5,88,519,5,background,Simulation5
Simulation5,89,43,6,sp1,Simulation5
Simulation5,90,1158,9,sp3,Simulation5
Simulation5,91,482,1,background,Simulation5
Simulation5,92,800,1,background,Simulation5
Simulation5,93,169,0,sp2,Simulation5
Simulation5,94,347,7,sp2,Simulation5
Simulation5,95,53,3,background,Simulation5
Simulation5,96,710,4,sp4,Simulation5
Simulation5,97,422,1,background,Simulation5
Simulation5,98,15,1,background,Simulation5
Simulation5,99,412,6,sp1,Simulation5
Simulation5,100,220,6,sp1,Simulation5
Simulation5,101,1006,1,background,Simulation5
Simulation5,102,926,4,sp4,Simulation5
Simulation5,103,1194,7,sp3,Simulation5
Simulation5,104,306,0,sp2,Simulation5
Simulation5,105,463,5,sp2,Simulation5
Simulation5,106,772,8,background,Simulation5
Simulation5,107,440,6,sp1,Simulation5
Simulation5,108,1262,9,sp3,Simulation5
Simulation5,109,826,4,sp4,Simulation5
Simulation5,110,98,0,sp2,Simulation5
Simulation5,111,1206,5,background,Simulation5
Simulation5,112,95,0,sp2,Simulation5
Simulation5,113,877,8,background,Simulation5
Simulation5,114,1280,1,background,Simulation5
Simulation5,115,403,6,sp1,Simulation5
Simulation5,116,5,1,background,Simulation5
Simulation5,117,372,6,sp1,Simulation5
Simulation5,118,917,1,background,Simulation5
Simulation5,119,277,8,background,Simulation5
Simulation5,120,388,7,background,Simulation5
Simulation5,121,153,7,sp1,Simulation5
Simulation5,122,1141,5,sp4,Simulation5
Simulation5,123,102,0,sp2,Simulation5
Simulation5,124,908,7,sp3,Simulation5
Simulation5,125,634,0,sp2,Simulation5
Simulation5,126,35,0,sp2,Simulation5
Simulation5,127,909,3,sp3,Simulation5
Simulation5,128,1233,9,sp3,Simulation5
Simulation5,129,26,5,sp2,Simulation5
Simulation5,130,1040,2,background,Simulation5
Simulation5,131,497,0,sp2,Simulation5
Simulation5,132,436,1,background,Simulation5
Simulation5,133,159,1,background,Simulation5
Simulation5,134,695,2,background,Simulation5
Simulation5,135,1150,1,background,Simulation5
Simulation5,136,732,1,background,Simulation5
Simulation5,137,1182,1,background,Simulation5
Simulation5,138,438,6,sp1,Simulation5
Simulation5,139,804,1,background,Simulation5
Simulation5,140,534,5,sp2,Simulation5
Simulation5,141,322,0,sp2,Simulation5
Simulation5,142,567,3,sp2,Simulation5
Simulation5,143,801,7,background,Simulation5
Simulation5,144,1053,9,sp3,Simulation5
Simulation5,145,97,0,sp2,Simulation5
Simulation5,146,165,0,sp2,Simulation5
Simulation5,147,1105,3,sp4,Simulation5
Simulation5,148,1269,9,sp3,Simulation5
Simulation5,149,213,0,sp2,Simulation5
Simulation5,150,685,5,sp3,Simulation5
Simulation5,151,1142,4,sp4,Simulation5
Simulation5,152,633,7,sp2,Simulation5
Simulation5,153,588,1,background,Simulation5
Simulation5,154,940,3,sp3,Simulation5
Simulation5,155,1240,9,sp3,Simulation5
Simulation5,156,824,4,sp4,Simulation5
Simulation5,157,32,8,sp2,Simulation5
Simulation5,158,675,4,sp4,Simulation5
Simulation5,159,402,6,sp1,Simulation5
Simulation5,160,353,1,background,Simulation5
Simulation5,161,668,4,sp4,Simulation5
Simulation5,162,376,6,sp1,Simulation5
Simulation5,163,1275,9,sp3,Simulation5
Simulation5,164,1013,9,sp3,Simulation5
Simulation5,165,881,1,background,Simulation5
Simulation5,166,1011,9,sp3,Simulation5
Simulation5,167,933,8,background,Simulation5
Simulation5,168,483,5,background,Simulation5
Simulation5,169,869,9,sp3,Simulation5
Simulation5,170,486,0,sp2,Simulation5
Simulation5,171,302,6,sp1,Simulation5
Simulation5,172,602,3,sp2,Simulation5
Simulation5,173,1216,4,sp4,Simulation5
Simulation5,174,1119,5,sp3,Simulation5
Simulation5,175,1177,4,sp4,Simulation5
Simulation5,176,361,6,sp1,Simulation5
Simulation5,177,1293,7,background,Simulation5
Simulation5,178,546,6,sp1,Simulation5
Simulation5,179,267,6,sp1,Simulation5
Simulation5,180,552,1,background,Simulation5
Simulation5,181,151,3,sp1,Simulation5
Simulation5,182,1282,1,background,Simulation5
Simulation5,183,244,5,background,Simulation5
Simulation5,184,1286,7,sp4,Simulation5
Simulation5,185,407,6,sp1,Simulation5
Simulation5,186,1189,3,sp3,Simulation5
Simulation5,187,1207,8,background,Simulation5
Simulation5,188,1163,9,sp3,Simulation5
Simulation5,189,51,8,background,Simulation5
Simulation5,190,259,6,sp1,Simulation5
Simulation5,191,842,5,background,Simulation5
Simulation5,192,682,7,sp4,Simulation5
Simulation5,193,1217,3,sp4,Simulation5
Simulation5,194,73,1,background,Simulation5
Simulation5,195,556,7,background,Simulation5
Simulation5,196,509,1,background,Simulation5
Simulation5,197,1222,1,background,Simulation5
Simulation5,198,1021,2,background,Simulation5
Simulation5,199,346,5,sp2,Simulation5
Simulation5,200,1068,4,sp4,Simulation5
Simulation5,201,160,7,background,Simulation5
Simulation5,202,1043,1,background,Simulation5
Simulation5,203,473,8,background,Simulation5
Simulation5,204,401,6,sp1,Simulation5
Simulation5,205,1044,9,sp3,Simulation5
Simulation5,206,611,0,sp2,Simulation5
Simulation5,207,437,1,background,Simulation5
Simulation5,208,699,2,background,Simulation5
Simulation5,209,840,1,background,Simulation5
Simulation5,210,902,9,sp3,Simulation5
Simulation5,211,974,9,sp3,Simulation5
