section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation4,0,529,7,sp2,Simulation4
Simulation4,1,478,6,sp1,Simulation4
Simulation4,2,234,3,sp2,Simulation4
Simulation4,3,64,7,sp2,Simulation4
Simulation4,4,1087,8,sp3,Simulation4
Simulation4,5,743,5,sp4,Simulation4
Simulation4,6,539,9,sp2,Simulation4
Simulation4,7,266,6,sp1,Simulation4
Simulation4,8,963,4,sp4,Simulation4
Simulation4,9,959,2,background,Simulation4
Simulation4,10,462,0,sp2,Simulation4
Simulation4,11,348,1,background,Simulation4
Simulation4,12,806,7,background,Simulation4
Simulation4,13,496,3,sp2,Simulation4
Simulation4,14,652,4,sp3,Simulation4
Simulation4,15,1179,5,sp4,Simulation4
Simulation4,16,861,5,sp4,Simulation4
Simulation4,17,578,0,background,Simulation4
Simulation4,18,63,3,sp2,Simulation4
Simulation4,19,818,5,sp4,Simulation4
Simulation4,20,460,3,sp2,Simulation4
Simulation4,21,798,7,background,Simulation4
Simulation4,22,852,5,sp4,Simulation4
Simulation4,23,142,7,sp2,Simulation4
Simulation4,24,332,9,sp1,Simulation4
Simulation4,25,817,5,sp4,Simulation4
Simulation4,26,725,0,sp3,Simulation4
Simulation4,27,1022,1,background,Simulation4
Simulation4,28,1112,1,background,Simulation4
Simulation4,29,46,6,sp1,Simulation4
Simulation4,30,830,7,sp3,Simulation4
Simulation4,31,1015,8,sp3,Simulation4
Simulation4,32,104,3,sp2,Simulation4
Simulation4,33,1201,2,sp3,Simulation4
Simulation4,34,1220,1,background,Simulation4
Simulation4,35,696,1,background,Simulation4
Simulation4,36,490,3,sp2,Simulation4
Simulation4,37,319,3,sp2,Simulation4
Simulation4,38,893,5,sp4,Simulation4
Simulation4,39,524,3,sp2,Simulation4
Simulation4,40,468,0,background,Simulation4
Simulation4,41,1239,8,sp3,Simulation4
Simulation4,42,992,1,background,Simulation4
Simulation4,43,232,0,sp1,Simulation4
Simulation4,44,61,0,sp2,Simulation4
Simulation4,45,1000,5,sp4,Simulation4
Simulation4,46,79,6,sp1,Simulation4
Simulation4,47,404,6,sp1,Simulation4
Simulation4,48,14,1,background,Simulation4
Simulation4,49,16,1,background,Simulation4
Simulation4,50,626,1,background,Simulation4
Simulation4,51,853,5,sp4,Simulation4
Simulation4,52,821,5,sp4,Simulation4
Simulation4,53,1191,0,sp3,Simulation4
Simulation4,54,1005,1,background,Simulation4
Simulation4,55,592,2,background,Simulation4
Simulation4,56,562,7,sp2,Simulation4
Simulation4,57,1273,0,sp3,Simulation4
Simulation4,58,807,2,background,Simulation4
Simulation4,59,728,7,background,Simulation4
Simulation4,60,452,2,sp2,Simulation4
Simulation4,61,1081,8,sp3,Simulation4
Simulation4,62,1033,4,sp4,Simulation4
Simulation4,63,937,0,sp3,Simulation4
Simulation4,64,600,7,sp2,Simulation4
Simulation4,65,170,3,sp2,Simulation4
Simulation4,66,194,1,background,Simulation4
Simulation4,67,702,5,sp4,Simulation4
Simulation4,68,212,3,sp2,Simulation4
Simulation4,69,450,7,sp2,Simulation4
Simulation4,70,747,5,sp4,Simulation4
Simulation4,71,255,6,sp1,Simulation4
Simulation4,72,1008,2,sp3,Simulation4
Simulation4,73,646,3,sp2,Simulation4
Simulation4,74,120,2,background,Simulation4
Simulation4,75,537,0,sp2,Simulation4
Simulation4,76,96,3,sp2,Simulation4
Simulation4,77,223,6,sp1,Simulation4
Simulation4,78,1,2,background,Simulation4
Simulation4,79,627,1,background,Simulation4
Simulation4,80,837,1,background,Simulation4
Simulation4,81,1116,2,sp3,Simulation4
Simulation4,82,643,7,sp2,Simulation4
Simulation4,83,915,1,background,Simulation4
Simulation4,84,889,5,sp4,Simulation4
Simulation4,85,283,0,sp2,Simulation4
Simulation4,86,878,7,background,Simulation4
Simulation4,87,871,4,sp3,Simulation4
Simulation4,88,519,7,background,Simulation4
Simulation4,89,43,6,sp1,Simulation4
Simulation4,90,1158,8,sp3,Simulation4
Simulation4,91,482,1,background,Simulation4
Simulation4,92,800,1,background,Simulation4
Simulation4,93,169,3,sp2,Simulation4
