section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation2,0,529,2,sp2,Simulation2
Simulation2,1,478,5,sp1,Simulation2
Simulation2,2,234,6,sp2,Simulation2
Simulation2,3,64,2,sp2,Simulation2
Simulation2,4,1087,7,sp3,Simulation2
Simulation2,5,743,4,sp4,Simulation2
Simulation2,6,539,8,sp2,Simulation2
Simulation2,7,266,5,sp1,Simulation2
Simulation2,8,963,3,sp4,Simulation2
Simulation2,9,959,0,background,Simulation2
Simulation2,10,462,3,sp2,Simulation2
Simulation2,11,348,1,background,Simulation2
Simulation2,12,806,2,background,Simulation2
Simulation2,13,496,6,sp2,Simulation2
Simulation2,14,652,3,sp3,Simulation2
Simulation2,15,1179,4,sp4,Simulation2
Simulation2,16,861,4,sp4,Simulation2
Simulation2,17,578,3,background,Simulation2
Simulation2,18,63,6,sp2,Simulation2
Simulation2,19,818,4,sp4,Simulation2
Simulation2,20,460,6,sp2,Simulation2
Simulation2,21,798,2,background,Simulation2
Simulation2,22,852,4,sp4,Simulation2
Simulation2,23,142,2,sp2,Simulation2
Simulation2,24,332,8,sp1,Simulation2
Simulation2,25,817,4,sp4,Simulation2
Simulation2,26,725,3,sp3,Simulation2
Simulation2,27,1022,1,background,Simulation2
Simulation2,28,1112,1,background,Simulation2
Simulation2,29,46,5,sp1,Simulation2
Simulation2,30,830,9,sp3,Simulation2
Simulation2,31,1015,7,sp3,Simulation2
Simulation2,32,104,6,sp2,Simulation2
Simulation2,33,1201,7,sp3,Simulation2
Simulation2,34,1220,1,background,Simulation2
Simulation2,35,696,1,background,Simulation2
Simulation2,36,490,6,sp2,Simulation2
Simulation2,37,319,6,sp2,Simulation2
Simulation2,38,893,4,sp4,Simulation2
Simulation2,39,524,6,sp2,Simulation2
Simulation2,40,468,3,background,Simulation2
Simulation2,41,1239,7,sp3,Simulation2
Simulation2,42,992,1,background,Simulation2
Simulation2,43,232,5,sp1,Simulation2
Simulation2,44,61,3,sp2,Simulation2
Simulation2,45,1000,4,sp4,Simulation2
Simulation2,46,79,5,sp1,Simulation2
Simulation2,47,404,5,sp1,Simulation2
Simulation2,48,14,1,background,Simulation2
Simulation2,49,16,1,background,Simulation2
Simulation2,50,626,1,background,Simulation2
Simulation2,51,853,4,sp4,Simulation2
Simulation2,52,821,4,sp4,Simulation2
Simulation2,53,1191,3,sp3,Simulation2
Simulation2,54,1005,1,background,Simulation2
Simulation2,55,592,0,background,Simulation2
Simulation2,56,562,2,sp2,Simulation2
Simulation2,57,1273,3,sp3,Simulation2
Simulation2,58,807,0,background,Simulation2
Simulation2,59,728,2,background,Simulation2
Simulation2,60,452,0,sp2,Simulation2
Simulation2,61,1081,7,sp3,Simulation2
Simulation2,62,1033,3,sp4,Simulation2
Simulation2,63,937,3,sp3,Simulation2
Simulation2,64,600,2,sp2,Simulation2
Simulation2,65,170,6,sp2,Simulation2
Simulation2,66,194,1,background,Simulation2
Simulation2,67,702,4,sp4,Simulation2
Simulation2,68,212,6,sp2,Simulation2
Simulation2,69,450,2,sp2,Simulation2
