section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation1,0,529,3,sp2,Simulation1
Simulation1,1,478,8,sp1,Simulation1
Simulation1,2,234,6,sp2,Simulation1
Simulation1,3,64,3,sp2,Simulation1
Simulation1,4,1087,5,sp3,Simulation1
Simulation1,5,743,4,sp4,Simulation1
Simulation1,6,539,9,sp2,Simulation1
Simulation1,7,266,8,sp1,Simulation1
Simulation1,8,963,4,sp4,Simulation1
Simulation1,9,959,2,background,Simulation1
Simulation1,10,462,0,sp2,Simulation1
Simulation1,11,348,1,background,Simulation1
Simulation1,12,806,3,background,Simulation1
Simulation1,13,496,6,sp2,Simulation1
Simulation1,14,652,3,sp3,Simulation1
Simulation1,15,1179,4,sp4,Simulation1
Simulation1,16,861,4,sp4,Simulation1
Simulation1,17,578,0,background,Simulation1
Simulation1,18,63,6,sp2,Simulation1
Simulation1,19,818,4,sp4,Simulation1
Simulation1,20,460,6,sp2,Simulation1
Simulation1,21,798,3,background,Simulation1
Simulation1,22,852,4,sp4,Simulation1
Simulation1,23,142,3,sp2,Simulation1
Simulation1,24,332,9,sp1,Simulation1
Simulation1,25,817,4,sp4,Simulation1
Simulation1,26,725,0,sp3,Simulation1
Simulation1,27,1022,1,background,Simulation1
Simulation1,28,1112,1,background,Simulation1
Simulation1,29,46,8,sp1,Simulation1
Simulation1,30,830,7,sp3,Simulation1
Simulation1,31,1015,5,sp3,Simulation1
Simulation1,32,104,6,sp2,Simulation1
Simulation1,33,1201,2,sp3,Simulation1
Simulation1,34,1220,1,background,Simulation1
Simulation1,35,696,1,background,Simulation1
Simulation1,36,490,6,sp2,Simulation1
Simulation1,37,319,6,sp2,Simulation1
Simulation1,38,893,2,sp4,Simulation1
Simulation1,39,524,6,sp2,Simulation1
Simulation1,40,468,0,background,Simulation1
Simulation1,41,1239,5,sp3,Simulation1
Simulation1,42,992,1,background,Simulation1
Simulation1,43,232,8,sp1,Simulation1
Simulation1,44,61,0,sp2,Simulation1
Simulation1,45,1000,2,sp4,Simulation1
Simulation1,46,79,8,sp1,Simulation1
Simulation1,47,404,8,sp1,Simulation1
Simulation1,48,14,1,background,Simulation1
Simulation1,49,16,1,background,Simulation1
Simulation1,50,626,1,background,Simulation1
Simulation1,51,853,4,sp4,Simulation1
Simulation1,52,821,4,sp4,Simulation1
Simulation1,53,1191,0,sp3,Simulation1
Simulation1,54,1005,1,background,Simulation1
Simulation1,55,592,2,background,Simulation1
Simulation1,56,562,3,sp2,Simulation1
Simulation1,57,1273,0,sp3,Simulation1
Simulation1,58,807,2,background,Simulation1
Simulation1,59,728,3,background,Simulation1
Simulation1,60,452,2,sp2,Simulation1
Simulation1,61,1081,5,sp3,Simulation1
