section,cluster,count,fraction
section1,0,89796,0.13495060858221908
section1,1,71457,0.1073897015174354
section1,2,89696,0.1348003228138305
section1,3,70478,0.1059184038449111
section1,4,124705,0.1874138674689923
section1,5,109091,0.1639482475927977
section1,6,45990,0.06911642488191296
section1,7,64186,0.09646242329790096
section2,0,57496,0.1424709401010499
section2,1,49612,0.12293495687166564
section2,2,53319,0.1321206354398198
section2,3,81245,0.20131924879139068
section2,4,43157,0.10693993255080371
section2,5,57356,0.14212403020098474
section2,6,35459,0.08786484390293461
section2,7,25919,0.06422541214135091
