row_index,selected_spot_index,cluster,x,y
0,0,2,59.0,19.0
1,1,2,14.0,94.0
2,2,2,43.0,9.0
3,3,4,47.0,13.0
4,4,4,42.0,28.0
5,5,0,52.0,42.0
6,6,3,37.0,19.0
7,7,3,35.0,79.0
8,8,1,4.0,108.0
9,9,1,14.0,118.0
10,10,1,8.0,110.0
11,11,2,23.0,113.0
12,12,0,45.0,67.0
13,13,4,45.0,19.0
14,14,4,0.0,92.0
15,15,2,10.0,48.0
16,16,2,29.0,15.0
17,17,4,55.0,55.0
18,18,3,24.0,62.0
19,19,2,24.0,26.0
20,20,0,10.0,106.0
21,21,4,51.0,27.0
22,22,1,10.0,52.0
23,23,1,37.0,15.0
24,24,1,14.0,88.0
25,25,3,47.0,69.0
26,26,3,44.0,56.0
27,27,1,21.0,111.0
28,28,0,13.0,69.0
29,29,1,49.0,17.0
30,30,2,33.0,51.0
31,31,3,34.0,58.0
32,32,1,14.0,86.0
33,33,3,26.0,94.0
34,34,3,55.0,31.0
35,35,2,15.0,119.0
36,36,3,6.0,90.0
37,37,1,47.0,33.0
38,38,1,28.0,42.0
39,39,3,61.0,37.0
40,40,4,29.0,25.0
41,41,1,9.0,65.0
42,42,4,45.0,21.0
43,43,1,59.0,31.0
44,44,0,15.0,67.0
45,45,3,29.0,31.0
46,46,1,27.0,99.0
47,47,1,17.0,113.0
48,48,4,36.0,24.0
49,49,3,6.0,92.0
50,50,2,15.0,39.0
51,51,2,56.0,14.0
52,52,1,40.0,96.0
53,53,3,8.0,70.0
54,54,4,24.0,70.0
55,55,4,12.0,64.0
56,56,2,54.0,68.0
57,57,2,16.0,92.0
58,58,4,15.0,53.0
59,59,3,24.0,76.0
60,60,1,20.0,104.0
61,61,1,23.0,65.0
62,62,0,47.0,39.0
63,63,0,48.0,42.0
64,64,1,24.0,40.0
65,65,4,9.0,83.0
66,66,0,36.0,74.0
67,67,1,55.0,61.0
68,68,0,38.0,44.0
69,69,1,12.0,92.0
70,70,1,35.0,93.0
71,71,3,53.0,41.0
72,72,4,9.0,111.0
73,73,3,16.0,66.0
74,74,3,20.0,66.0
75,75,3,3.0,89.0
76,76,4,29.0,27.0
77,77,2,22.0,124.0
78,78,2,20.0,126.0
79,79,2,60.0,54.0
80,80,3,1.0,95.0
81,81,3,36.0,68.0
82,82,4,27.0,27.0
83,83,0,35.0,77.0
