section,cluster,count,fraction
Mouse_Thymus1,0,522,0.11113476687247179
Mouse_Thymus1,3,3447,0.7338726846923568
Mouse_Thymus1,4,1,0.00021290185224611454
Mouse_Thymus1,6,562,0.11965084096231637
Mouse_Thymus1,7,165,0.0351288056206089
Mouse_Thymus2,1,566,0.13308252997883846
Mouse_Thymus2,2,1152,0.2708676228544557
Mouse_Thymus2,4,716,0.16835175170467906
Mouse_Thymus2,5,1725,0.4055960498471667
Mouse_Thymus2,7,94,0.022102045614860098
Mouse_Thymus3,1,746,0.1605682307361171
Mouse_Thymus3,2,1182,0.2544123977615153
Mouse_Thymus3,4,768,0.16530348687042618
Mouse_Thymus3,5,1840,0.39603960396039606
Mouse_Thymus3,7,110,0.023676280671545414
Mouse_Thymus4,1,684,0.16177861873226113
Mouse_Thymus4,2,1119,0.2646641438032167
Mouse_Thymus4,4,697,0.16485335856196784
Mouse_Thymus4,5,1624,0.3841059602649007
Mouse_Thymus4,7,104,0.02459791863765374
