row_index,selected_spot_index,cluster,x,y
0,0,4,47.0,71.0
1,1,0,49.0,43.0
2,2,4,28.0,86.0
3,3,1,51.0,41.0
4,4,1,24.0,6.0
5,5,3,44.0,124.0
6,6,2,50.0,6.0
7,7,0,58.0,26.0
8,8,3,41.0,123.0
9,9,3,46.0,124.0
10,10,0,67.0,55.0
11,11,4,59.0,113.0
12,12,0,38.0,104.0
13,13,0,52.0,18.0
14,14,3,59.0,15.0
15,15,0,29.0,49.0
16,16,4,59.0,77.0
17,17,3,73.0,75.0
18,18,2,39.0,45.0
19,19,0,68.0,72.0
20,20,0,54.0,98.0
21,21,0,30.0,108.0
22,22,2,35.0,17.0
23,23,1,14.0,82.0
24,24,0,64.0,58.0
25,25,2,21.0,75.0
26,26,2,35.0,39.0
27,27,2,38.0,12.0
28,28,2,27.0,101.0
29,29,3,14.0,24.0
30,30,2,50.0,4.0
31,31,3,48.0,126.0
32,32,2,24.0,58.0
33,33,0,56.0,26.0
34,34,3,7.0,53.0
35,35,1,26.0,56.0
36,36,4,41.0,99.0
37,37,0,69.0,81.0
38,38,1,14.0,52.0
39,39,3,60.0,44.0
40,40,4,49.0,91.0
41,41,2,36.0,110.0
42,42,4,39.0,79.0
43,43,4,53.0,41.0
44,44,1,19.0,71.0
45,45,2,22.0,48.0
46,46,0,63.0,77.0
47,47,3,19.0,13.0
48,48,0,42.0,100.0
49,49,1,37.0,61.0
50,50,1,12.0,60.0
51,51,3,39.0,121.0
52,52,2,12.0,42.0
53,53,4,53.0,97.0
54,54,0,60.0,70.0
55,55,4,51.0,83.0
56,56,0,72.0,98.0
57,57,2,34.0,8.0
58,58,0,37.0,77.0
59,59,2,32.0,26.0
60,60,3,10.0,86.0
61,61,2,45.0,3.0
62,62,0,56.0,52.0
63,63,2,60.0,54.0
64,64,0,51.0,27.0
65,65,2,25.0,101.0
66,66,2,34.0,46.0
67,67,2,18.0,40.0
68,68,3,34.0,120.0
69,69,4,66.0,80.0
70,70,0,66.0,74.0
71,71,4,48.0,110.0
72,72,3,25.0,113.0
73,73,3,62.0,34.0
74,74,3,13.0,25.0
75,75,2,28.0,70.0
76,76,4,39.0,71.0
77,77,2,30.0,14.0
78,78,0,46.0,28.0
79,79,0,57.0,73.0
80,80,1,48.0,4.0
81,81,1,18.0,70.0
82,82,2,57.0,31.0
83,83,2,29.0,25.0
84,84,0,50.0,12.0
85,85,2,28.0,100.0
86,86,3,64.0,26.0
87,87,0,59.0,107.0
88,88,0,34.0,60.0
89,89,0,67.0,53.0
90,90,2,49.0,15.0
91,91,2,47.0,27.0
92,92,2,56.0,16.0
93,93,0,72.0,92.0
94,94,0,52.0,32.0
95,95,2,27.0,111.0
96,96,1,16.0,66.0
97,97,3,75.0,97.0
98,98,2,10.0,42.0
99,99,1,20.0,72.0
100,100,2,45.0,97.0
101,101,1,15.0,55.0
102,102,4,60.0,98.0
103,103,2,34.0,16.0
104,104,2,45.0,73.0
105,105,2,27.0,17.0
106,106,0,48.0,88.0
107,107,0,64.0,98.0
108,108,2,34.0,34.0
109,109,0,59.0,51.0
110,110,2,20.0,86.0
111,111,3,70.0,48.0
112,112,3,42.0,124.0
113,113,0,70.0,80.0
114,114,0,50.0,20.0
115,115,3,75.0,89.0
116,116,3,19.0,105.0
117,117,2,14.0,44.0
118,118,0,62.0,54.0
119,119,2,20.0,102.0
120,120,4,50.0,70.0
121,121,3,65.0,115.0
122,122,2,28.0,28.0
123,123,2,28.0,24.0
124,124,1,18.0,72.0
125,125,2,25.0,45.0
126,126,4,33.0,61.0
127,127,0,58.0,94.0
128,128,1,16.0,90.0
129,129,4,41.0,83.0
130,130,4,23.0,75.0
131,131,1,15.0,59.0
132,132,2,34.0,28.0
133,133,0,55.0,45.0
134,134,2,28.0,50.0
135,135,2,50.0,38.0
136,136,4,52.0,74.0
137,137,4,30.0,58.0
138,138,3,68.0,42.0
139,139,0,18.0,56.0
140,140,0,51.0,111.0
141,141,2,35.0,117.0
142,142,1,15.0,57.0
143,143,4,56.0,80.0
144,144,0,48.0,24.0
145,145,2,28.0,30.0
146,146,3,65.0,39.0
147,147,4,40.0,74.0
148,148,2,46.0,16.0
149,149,4,29.0,79.0
150,150,2,55.0,61.0
151,151,2,35.0,85.0
152,152,2,25.0,51.0
153,153,0,72.0,82.0
154,154,4,60.0,58.0
155,155,4,33.0,47.0
156,156,2,31.0,11.0
157,157,2,33.0,3.0
158,158,4,58.0,42.0
159,159,3,65.0,37.0
160,160,4,66.0,56.0
161,161,3,61.0,23.0
162,162,2,37.0,65.0
163,163,3,72.0,76.0
164,164,4,46.0,90.0
165,165,0,42.0,116.0
166,166,4,43.0,89.0
167,167,2,19.0,61.0
168,168,0,65.0,77.0
169,169,3,46.0,0.0
170,170,2,41.0,59.0
171,171,0,41.0,105.0
172,172,2,31.0,71.0
173,173,2,10.0,52.0
174,174,1,26.0,8.0
175,175,2,32.0,108.0
176,176,1,20.0,20.0
177,177,3,71.0,109.0
178,178,4,60.0,86.0
179,179,2,44.0,24.0
180,180,0,30.0,78.0
181,181,2,11.0,43.0
182,182,1,13.0,69.0
183,183,2,17.0,55.0
184,184,0,27.0,89.0
185,185,2,59.0,53.0
186,186,0,71.0,77.0
