section,cluster,count,fraction
section1,0,37609,0.05652097463326515
section1,1,45266,0.06802835591877957
section1,2,12282,0.018458098073486737
section1,3,81769,0.1228871699536669
section1,4,82579,0.12410448467761448
section1,5,28851,0.04335894703779236
section1,6,40627,0.06105659912323283
section1,7,39282,0.05903525553840628
section1,8,44575,0.0669898812592144
section1,9,30101,0.04523751914264975
section1,10,38006,0.05711760913376786
section1,11,361,0.0005425316238828132
section1,12,63987,0.09616335461880766
section1,13,40777,0.06128202777581571
section1,14,32227,0.04843259457859119
section1,15,47100,0.07078459691102632
section2,0,26726,0.06622509992244086
section2,1,21652,0.05365209397293607
section2,2,43649,0.10815907305674703
section2,3,39444,0.09773938641550389
section2,4,32139,0.07963812341567487
section2,5,22404,0.05551549572185755
section2,6,18403,0.04560130636356653
section2,7,16462,0.040791648391948716
section2,8,12649,0.031343309470888064
section2,9,17234,0.04270460869802237
section2,10,20697,0.05128567286892009
section2,11,49799,0.1233983293810384
section2,12,21332,0.0528591570585014
section2,13,19661,0.04871853960843784
section2,14,23202,0.05749288215222902
section2,15,18110,0.04487527350128728
