row_index,selected_spot_index,cluster,x,y
0,139,11,421.0,310.0
1,169,13,185.0,236.0
2,185,13,213.0,179.0
3,249,13,118.0,686.0
4,316,11,233.0,419.0
5,422,11,213.0,667.0
6,468,10,181.0,140.0
7,480,13,220.0,636.0
8,570,11,154.0,549.0
9,588,13,466.0,751.0
10,593,4,239.0,356.0
11,753,11,410.0,353.0
12,822,2,403.0,551.0
13,841,13,209.0,598.0
14,993,9,73.0,454.0
15,1058,13,581.0,218.0
16,1068,3,379.0,238.0
17,1071,6,528.0,730.0
18,1136,4,643.0,35.0
19,1260,4,369.0,201.0
20,1271,11,298.0,327.0
21,1305,9,514.0,623.0
22,1319,11,323.0,313.0
23,1394,3,186.0,725.0
24,1397,13,136.0,404.0
25,1429,9,552.0,583.0
26,1486,9,568.0,646.0
27,1536,4,346.0,124.0
28,1548,4,74.0,439.0
29,1552,4,443.0,264.0
30,1622,12,227.0,766.0
31,1650,9,444.0,466.0
32,1660,11,169.0,581.0
33,1702,5,292.0,791.0
34,1729,4,24.0,554.0
35,1751,9,271.0,463.0
36,1788,4,179.0,79.0
37,1848,10,436.0,406.0
38,1909,13,469.0,783.0
39,1916,1,389.0,476.0
40,1940,2,451.0,729.0
41,1970,4,94.0,397.0
42,1982,3,487.0,263.0
43,2091,9,527.0,619.0
44,2162,4,622.0,406.0
45,2246,1,513.0,693.0
46,2289,13,573.0,148.0
47,2290,13,391.0,721.0
48,2323,4,153.0,269.0
49,2327,10,467.0,184.0
50,2396,3,441.0,770.0
51,2405,1,603.0,661.0
52,2431,11,502.0,160.0
53,2486,6,249.0,492.0
54,2490,1,569.0,357.0
55,2505,0,224.0,430.0
56,2531,5,291.0,488.0
57,2547,5,194.0,668.0
58,2565,3,372.0,607.0
59,2579,2,392.0,510.0
60,2604,13,108.0,489.0
61,2614,1,174.0,251.0
62,2616,1,514.0,313.0
63,2675,4,583.0,95.0
64,2689,4,35.0,479.0
65,2711,13,183.0,674.0
66,2784,13,197.0,77.0
67,2861,9,591.0,436.0
68,2996,9,511.0,646.0
69,3065,9,257.0,743.0
70,3162,9,582.0,355.0
71,3267,11,524.0,151.0
72,3276,4,487.0,816.0
73,3325,2,396.0,463.0
74,3394,4,790.0,186.0
75,3419,1,571.0,323.0
76,3420,12,294.0,767.0
77,3431,13,303.0,534.0
78,3468,5,199.0,858.0
79,3471,4,46.0,520.0
80,3683,1,659.0,320.0
81,3730,13,323.0,336.0
82,3745,10,405.0,361.0
83,3781,4,97.0,376.0
84,3789,10,95.0,821.0
85,3842,10,391.0,253.0
86,3882,9,614.0,664.0
87,3890,3,152.0,799.0
88,3902,9,506.0,578.0
89,3966,5,338.0,786.0
90,4010,4,490.0,487.0
91,4023,13,417.0,342.0
92,4146,2,386.0,566.0
93,4198,11,225.0,443.0
94,4251,11,382.0,839.0
95,4263,9,446.0,800.0
96,4268,1,621.0,302.0
97,4271,3,397.0,482.0
98,4338,10,270.0,260.0
99,4348,10,56.0,697.0
100,4393,2,412.0,541.0
101,4422,11,106.0,647.0
102,4443,10,210.0,292.0
103,4475,3,451.0,692.0
104,4477,11,554.0,628.0
105,4501,13,602.0,125.0
106,4527,10,612.0,74.0
107,4579,5,127.0,410.0
108,4618,9,144.0,715.0
109,4625,4,560.0,109.0
110,4632,2,465.0,741.0
111,4681,10,633.0,28.0
112,4689,13,475.0,88.0
113,4857,1,653.0,262.0
114,4901,6,428.0,122.0
115,4913,3,453.0,447.0
116,5014,11,225.0,368.0
117,5079,4,28.0,554.0
118,5161,10,511.0,717.0
119,5205,4,628.0,111.0
120,5207,11,342.0,214.0
121,5251,11,487.0,542.0
122,5297,4,691.0,220.0
123,5303,13,551.0,692.0
124,5426,2,480.0,482.0
125,5452,4,438.0,73.0
126,5460,5,324.0,305.0
127,5487,13,184.0,493.0
128,5527,4,753.0,200.0
129,5551,10,496.0,807.0
130,5564,4,390.0,237.0
131,5652,11,498.0,504.0
132,5670,1,743.0,184.0
133,5703,5,269.0,376.0
134,5713,1,603.0,179.0
135,5782,9,482.0,611.0
136,5850,4,200.0,162.0
137,5924,4,443.0,203.0
138,5928,10,46.0,563.0
139,5975,13,355.0,190.0
140,6031,5,258.0,487.0
141,6036,4,160.0,250.0
142,6059,1,617.0,317.0
143,6122,13,207.0,274.0
144,6124,5,279.0,761.0
145,6178,11,241.0,519.0
146,6202,11,361.0,356.0
147,6208,13,379.0,299.0
148,6209,4,482.0,308.0
149,6272,3,306.0,632.0
150,6347,10,438.0,102.0
151,6398,4,433.0,818.0
152,6411,2,377.0,566.0
153,6514,2,555.0,240.0
154,6527,4,749.0,223.0
155,6538,9,594.0,621.0
156,6556,4,710.0,79.0
157,6575,1,654.0,237.0
158,6608,6,174.0,599.0
159,6625,5,132.0,702.0
160,6657,13,330.0,266.0
161,6659,11,105.0,570.0
162,6714,11,193.0,541.0
163,6755,4,730.0,41.0
164,6757,11,436.0,770.0
165,6760,10,67.0,661.0
166,6848,1,638.0,233.0
167,6940,11,469.0,184.0
168,7092,1,545.0,448.0
169,7134,4,629.0,37.0
170,7232,10,441.0,301.0
171,7238,11,400.0,722.0
172,7327,11,530.0,616.0
173,7333,5,349.0,291.0
174,7347,4,647.0,265.0
175,7447,2,396.0,394.0
176,7502,2,408.0,623.0
177,7588,13,593.0,74.0
178,7615,1,541.0,363.0
179,7704,9,203.0,737.0
180,7717,9,372.0,409.0
181,7766,4,775.0,209.0
182,7804,1,564.0,514.0
183,7813,9,439.0,724.0
184,7866,9,448.0,555.0
185,7900,4,612.0,66.0
186,7981,5,296.0,112.0
187,7995,11,559.0,703.0
188,8028,4,568.0,82.0
189,8073,13,120.0,770.0
190,8083,1,708.0,215.0
191,8095,1,232.0,117.0
192,8135,4,126.0,501.0
193,8181,13,404.0,771.0
194,8210,13,521.0,767.0
195,8276,1,590.0,341.0
196,8281,5,528.0,744.0
197,8308,1,202.0,444.0
198,8343,9,423.0,418.0
199,8438,10,102.0,744.0
200,8467,3,267.0,428.0
201,8472,4,503.0,267.0
202,8623,4,598.0,548.0
203,8678,13,216.0,479.0
204,8686,11,589.0,180.0
205,8788,5,514.0,147.0
206,8812,4,429.0,156.0
207,8974,13,24.0,557.0
208,8992,10,311.0,104.0
209,9069,3,337.0,574.0
210,9077,13,292.0,364.0
211,9087,5,368.0,320.0
212,9102,1,188.0,237.0
213,9159,2,379.0,492.0
214,9162,13,207.0,427.0
215,9188,4,47.0,662.0
216,9192,11,459.0,216.0
217,9203,10,118.0,405.0
218,9257,9,482.0,515.0
219,9282,3,355.0,506.0
220,9291,5,317.0,451.0
221,9337,5,302.0,120.0
222,9346,4,216.0,193.0
223,9390,4,551.0,481.0
224,9463,11,284.0,401.0
225,9478,1,736.0,80.0
226,9514,13,228.0,638.0
227,9551,12,213.0,649.0
228,9632,9,397.0,451.0
229,9647,13,301.0,526.0
230,9651,9,229.0,534.0
231,9663,5,205.0,573.0
232,9670,1,281.0,410.0
233,9677,5,178.0,454.0
234,9687,2,573.0,266.0
235,9876,5,372.0,249.0
236,9886,13,191.0,723.0
237,9893,2,411.0,600.0
238,9910,3,323.0,653.0
239,9932,13,152.0,188.0
240,9947,11,374.0,380.0
241,9981,11,467.0,770.0
242,10050,4,358.0,779.0
243,10083,1,567.0,291.0
244,10091,5,115.0,439.0
245,10097,10,526.0,726.0
246,10102,5,212.0,694.0
247,10146,1,629.0,167.0
248,10166,10,331.0,112.0
249,10172,12,349.0,629.0
250,10176,1,438.0,79.0
251,10228,12,416.0,622.0
252,10339,4,727.0,86.0
253,10367,13,257.0,516.0
254,10406,3,411.0,417.0
255,10435,9,506.0,615.0
256,10472,5,205.0,252.0
257,10491,4,614.0,269.0
258,10515,9,418.0,580.0
259,10530,10,100.0,615.0
260,10575,1,538.0,691.0
261,10595,8,588.0,277.0
262,10608,9,519.0,584.0
263,10639,11,491.0,197.0
264,10653,1,677.0,300.0
265,10674,1,653.0,94.0
266,10689,11,207.0,413.0
267,10709,4,722.0,55.0
268,10756,3,364.0,491.0
269,10781,3,396.0,564.0
270,10815,4,665.0,70.0
271,10842,4,549.0,476.0
272,10903,10,484.0,69.0
273,11028,10,94.0,457.0
274,11039,10,39.0,579.0
275,11044,10,143.0,547.0
276,11048,4,390.0,215.0
277,11079,10,371.0,833.0
278,11123,6,279.0,525.0
279,11187,12,522.0,600.0
280,11220,10,511.0,680.0
281,11224,2,55.0,488.0
282,11308,3,341.0,507.0
283,11323,4,381.0,219.0
284,11364,4,602.0,499.0
285,11381,13,188.0,386.0
286,11388,1,626.0,209.0
287,11432,1,508.0,764.0
288,11451,9,243.0,489.0
289,11492,4,629.0,489.0
290,11513,10,765.0,163.0
291,11524,9,545.0,583.0
292,11540,4,413.0,210.0
293,11641,11,427.0,297.0
294,11694,5,220.0,737.0
295,11715,5,433.0,323.0
296,11733,1,707.0,135.0
297,11757,1,623.0,334.0
298,11797,4,522.0,383.0
299,11820,10,233.0,218.0
300,11875,13,536.0,774.0
301,11889,11,588.0,182.0
302,11907,4,122.0,508.0
303,11978,13,415.0,757.0
304,11999,13,280.0,664.0
305,12060,9,481.0,601.0
306,12134,10,167.0,430.0
307,12135,13,291.0,299.0
308,12239,10,224.0,224.0
