section,obs_name,cluster,spatial_domain,x,y
Simulation3,529,2,sp2,0.8571429252624512,0.4000052213668823
Simulation3,478,4,sp1,-0.8571429252624512,0.5142909288406372
Simulation3,234,0,sp2,0.05714297294616699,1.3142908811569214
Simulation3,64,2,sp2,1.2000000476837158,1.8857194185256958
Simulation3,1087,3,sp3,-1.2000000476837158,-1.428566336631775
Simulation3,743,5,sp4,0.6285715103149414,-0.2857091426849365
Simulation3,539,8,sp2,2.0,0.4000052213668823
Simulation3,266,4,sp1,-0.3999999761581421,1.2000051736831665
Simulation3,963,7,sp4,1.085714340209961,-0.9714235067367554
Simulation3,959,6,background,0.6285715103149414,-0.9714235067367554
Simulation3,462,9,sp2,1.4285714626312256,0.6285766363143921
Simulation3,348,1,background,0.7428572177886963,0.9714337587356567
Simulation3,806,2,background,-0.3999999761581421,-0.5142806768417358
Simulation3,496,0,sp2,1.2000000476837158,0.5142909288406372
Simulation3,652,7,sp3,-1.5428571701049805,-0.05713772773742676
Simulation3,1179,5,sp4,1.085714340209961,-1.6571377515792847
Simulation3,861,5,sp4,1.7714285850524902,-0.6285663843154907
Simulation3,578,9,background,-1.7714285850524902,0.17143380641937256
Simulation3,63,0,sp2,1.085714340209961,1.8857194185256958
Simulation3,818,5,sp4,0.971428632736206,-0.5142806768417358
Simulation3,460,0,sp2,1.2000000476837158,0.6285766363143921
Simulation3,798,2,background,-1.3142857551574707,-0.5142806768417358
Simulation3,852,5,sp4,0.7428572177886963,-0.6285663843154907
Simulation3,142,2,sp2,1.8857142925262451,1.657148003578186
Simulation3,332,8,sp1,-1.085714340209961,0.9714337587356567
Simulation3,817,5,sp4,0.8571429252624512,-0.5142806768417358
Simulation3,725,9,sp3,-1.4285714626312256,-0.2857091426849365
Simulation3,1022,1,background,-0.3999999761581421,-1.1999949216842651
Simulation3,1112,1,background,1.6571428775787354,-1.428566336631775
Simulation3,46,4,sp1,-0.8571429252624512,1.8857194185256958
Simulation3,830,2,sp3,-1.7714285850524902,-0.6285663843154907
Simulation3,1015,3,sp3,-1.2000000476837158,-1.1999949216842651
Simulation3,104,0,sp2,1.6571428775787354,1.771433711051941
Simulation3,1201,6,sp3,-0.5142858028411865,-1.7714234590530396
Simulation3,1220,1,background,1.6571428775787354,-1.7714234590530396
Simulation3,696,1,background,-0.6285715103149414,-0.17142343521118164
Simulation3,490,0,sp2,0.5142858028411865,0.5142909288406372
Simulation3,319,0,sp2,1.5428571701049805,1.0857194662094116
Simulation3,893,6,sp4,1.3142857551574707,-0.7428520917892456
Simulation3,524,0,sp2,0.28571438789367676,0.4000052213668823
Simulation3,468,9,background,-2.0,0.5142909288406372
Simulation3,1239,3,sp3,-0.2857142686843872,-1.8857091665267944
Simulation3,992,1,background,0.28571438789367676,-1.0857092142105103
Simulation3,232,4,sp1,-0.17142856121063232,1.3142908811569214
Simulation3,61,9,sp2,0.8571429252624512,1.8857194185256958
Simulation3,1000,6,sp4,1.2000000476837158,-1.0857092142105103
Simulation3,79,4,sp1,-1.2000000476837158,1.771433711051941
Simulation3,404,4,sp1,-1.085714340209961,0.742862343788147
Simulation3,14,1,background,-0.3999999761581421,2.0000052452087402
Simulation3,16,1,background,-0.17142856121063232,2.0000052452087402
Simulation3,626,1,background,-0.3999999761581421,0.057148098945617676
Simulation3,853,5,sp4,0.8571429252624512,-0.6285663843154907
Simulation3,821,5,sp4,1.3142857551574707,-0.5142806768417358
Simulation3,1191,9,sp3,-1.6571428775787354,-1.7714234590530396
Simulation3,1005,1,background,1.7714285850524902,-1.0857092142105103
Simulation3,592,6,background,-0.17142856121063232,0.17143380641937256
Simulation3,562,2,sp2,0.5142858028411865,0.28571951389312744
Simulation3,1273,9,sp3,-0.5142858028411865,-1.9999948740005493
Simulation3,807,6,background,-0.2857142686843872,-0.5142806768417358
Simulation3,728,2,background,-1.085714340209961,-0.2857091426849365
Simulation3,452,6,sp2,0.28571438789367676,0.6285766363143921
Simulation3,1081,3,sp3,-1.8857142925262451,-1.428566336631775
Simulation3,1033,7,sp4,0.8571429252624512,-1.1999949216842651
Simulation3,937,9,sp3,-1.8857142925262451,-0.9714235067367554
Simulation3,600,2,sp2,0.7428572177886963,0.17143380641937256
Simulation3,170,0,sp2,0.971428632736206,1.5428622961044312
Simulation3,194,1,background,-0.3999999761581421,1.4285765886306763
Simulation3,702,5,sp4,0.05714297294616699,-0.17142343521118164
Simulation3,212,0,sp2,1.6571428775787354,1.4285765886306763
Simulation3,450,2,sp2,0.05714297294616699,0.6285766363143921
Simulation3,747,5,sp4,1.085714340209961,-0.2857091426849365
Simulation3,255,4,sp1,-1.6571428775787354,1.2000051736831665
Simulation3,1008,6,sp3,-2.0,-1.1999949216842651
Simulation3,646,0,sp2,1.8857142925262451,0.057148098945617676
Simulation3,120,6,background,-0.6285715103149414,1.657148003578186
Simulation3,537,9,sp2,1.7714285850524902,0.4000052213668823
Simulation3,96,0,sp2,0.7428572177886963,1.771433711051941
Simulation3,223,4,sp1,-1.2000000476837158,1.3142908811569214
Simulation3,1,6,background,-1.8857142925262451,2.0000052452087402
Simulation3,627,1,background,-0.2857142686843872,0.057148098945617676
Simulation3,837,1,background,-0.971428632736206,-0.6285663843154907
Simulation3,1116,6,sp3,-2.0,-1.5428520441055298
Simulation3,643,2,sp2,1.5428571701049805,0.057148098945617676
Simulation3,915,1,background,-0.2857142686843872,-0.8571377992630005
Simulation3,889,2,sp4,0.8571429252624512,-0.7428520917892456
Simulation3,283,9,sp2,1.5428571701049805,1.2000051736831665
Simulation3,878,2,background,-0.3999999761581421,-0.7428520917892456
Simulation3,871,7,sp3,-1.2000000476837158,-0.7428520917892456
Simulation3,519,2,background,-0.2857142686843872,0.4000052213668823
Simulation3,43,4,sp1,-1.2000000476837158,1.8857194185256958
Simulation3,1158,3,sp3,-1.3142857551574707,-1.6571377515792847
Simulation3,482,1,background,-0.3999999761581421,0.5142909288406372
Simulation3,800,1,background,-1.085714340209961,-0.5142806768417358
Simulation3,169,0,sp2,0.8571429252624512,1.5428622961044312
Simulation3,347,9,sp2,0.6285715103149414,0.9714337587356567
Simulation3,53,7,background,-0.05714285373687744,1.8857194185256958
Simulation3,710,5,sp4,0.971428632736206,-0.17142343521118164
Simulation3,422,1,background,0.971428632736206,0.742862343788147
Simulation3,15,1,background,-0.2857142686843872,2.0000052452087402
Simulation3,412,4,sp1,-0.17142856121063232,0.742862343788147
Simulation3,220,9,sp1,-1.5428571701049805,1.3142908811569214
