section,cluster,count,fraction
Mouse_Spleen1,0,304,0.11838006230529595
Mouse_Spleen1,1,223,0.08683800623052959
Mouse_Spleen1,2,294,0.11448598130841121
Mouse_Spleen1,3,383,0.14914330218068536
Mouse_Spleen1,4,345,0.13434579439252337
Mouse_Spleen1,5,425,0.16549844236760125
Mouse_Spleen1,6,263,0.10241433021806853
Mouse_Spleen1,7,331,0.12889408099688474
Mouse_Spleen2,0,403,0.14559248554913296
Mouse_Spleen2,1,343,0.12391618497109827
Mouse_Spleen2,2,408,0.14739884393063585
Mouse_Spleen2,3,271,0.09790462427745665
Mouse_Spleen2,4,336,0.12138728323699421
Mouse_Spleen2,5,419,0.1513728323699422
Mouse_Spleen2,6,251,0.0906791907514451
Mouse_Spleen2,7,337,0.1217485549132948
