section,cluster,count,fraction
dataset4,0,39,0.030878859857482184
dataset4,1,124,0.09817893903404593
dataset4,2,238,0.18844022169437846
dataset4,3,137,0.10847189231987332
dataset4,4,121,0.0958036421219319
dataset4,5,157,0.12430720506730007
dataset4,6,38,0.030087094220110848
dataset4,7,149,0.11797307996832937
dataset4,8,127,0.10055423594615993
dataset4,9,133,0.10530482977038796
dataset3,0,238,0.13393359594822735
dataset3,1,62,0.03489026449071469
dataset3,2,309,0.1738885762521103
dataset3,3,180,0.10129431626336523
dataset3,4,102,0.057400112549240295
dataset3,5,97,0.05458638154192459
dataset3,6,218,0.12267867191896455
dataset3,7,273,0.15362971299943726
dataset3,8,83,0.04670793472144063
dataset3,9,215,0.12099043331457512
dataset2,0,120,0.06157003591585428
dataset2,1,247,0.1267316572601334
dataset2,2,117,0.06003078501795793
dataset2,3,164,0.08414571575166752
dataset2,4,57,0.029245767060030785
dataset2,5,62,0.03181118522319138
dataset2,6,354,0.18163160595177014
dataset2,7,93,0.04771677783478707
dataset2,8,105,0.053873781426372495
dataset2,9,630,0.323242688558235
dataset1,0,306,0.14372945044621888
dataset1,1,300,0.14091122592766558
dataset1,2,123,0.05777360263034288
dataset1,3,180,0.08454673555659935
dataset1,4,165,0.07750117426021606
dataset1,5,223,0.10474401127289808
dataset1,6,355,0.16674495068107092
dataset1,7,186,0.08736496007515265
dataset1,8,150,0.07045561296383279
dataset1,9,141,0.06622827618600281
