section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation2,0,529,1,sp2,Simulation2
Simulation2,1,478,5,sp1,Simulation2
Simulation2,2,234,2,sp2,Simulation2
Simulation2,3,64,1,sp2,Simulation2
Simulation2,4,1087,7,sp3,Simulation2
Simulation2,5,743,6,sp4,Simulation2
Simulation2,6,539,4,sp2,Simulation2
Simulation2,7,266,5,sp1,Simulation2
Simulation2,8,963,4,sp4,Simulation2
Simulation2,9,959,0,background,Simulation2
Simulation2,10,462,4,sp2,Simulation2
Simulation2,11,348,3,background,Simulation2
Simulation2,12,806,1,background,Simulation2
Simulation2,13,496,2,sp2,Simulation2
Simulation2,14,652,4,sp3,Simulation2
Simulation2,15,1179,6,sp4,Simulation2
Simulation2,16,861,6,sp4,Simulation2
Simulation2,17,578,4,background,Simulation2
Simulation2,18,63,2,sp2,Simulation2
Simulation2,19,818,6,sp4,Simulation2
Simulation2,20,460,2,sp2,Simulation2
Simulation2,21,798,1,background,Simulation2
Simulation2,22,852,6,sp4,Simulation2
Simulation2,23,142,1,sp2,Simulation2
Simulation2,24,332,4,sp1,Simulation2
Simulation2,25,817,6,sp4,Simulation2
Simulation2,26,725,4,sp3,Simulation2
Simulation2,27,1022,3,background,Simulation2
Simulation2,28,1112,3,background,Simulation2
Simulation2,29,46,5,sp1,Simulation2
Simulation2,30,830,1,sp3,Simulation2
Simulation2,31,1015,7,sp3,Simulation2
Simulation2,32,104,2,sp2,Simulation2
Simulation2,33,1201,0,sp3,Simulation2
Simulation2,34,1220,3,background,Simulation2
Simulation2,35,696,3,background,Simulation2
Simulation2,36,490,2,sp2,Simulation2
Simulation2,37,319,2,sp2,Simulation2
Simulation2,38,893,6,sp4,Simulation2
Simulation2,39,524,2,sp2,Simulation2
Simulation2,40,468,4,background,Simulation2
Simulation2,41,1239,7,sp3,Simulation2
Simulation2,42,992,3,background,Simulation2
Simulation2,43,232,5,sp1,Simulation2
Simulation2,44,61,4,sp2,Simulation2
Simulation2,45,1000,6,sp4,Simulation2
Simulation2,46,79,5,sp1,Simulation2
Simulation2,47,404,5,sp1,Simulation2
Simulation2,48,14,3,background,Simulation2
Simulation2,49,16,3,background,Simulation2
Simulation2,50,626,3,background,Simulation2
Simulation2,51,853,6,sp4,Simulation2
Simulation2,52,821,6,sp4,Simulation2
Simulation2,53,1191,4,sp3,Simulation2
Simulation2,54,1005,3,background,Simulation2
Simulation2,55,592,0,background,Simulation2
Simulation2,56,562,1,sp2,Simulation2
Simulation2,57,1273,4,sp3,Simulation2
Simulation2,58,807,0,background,Simulation2
Simulation2,59,728,1,background,Simulation2
Simulation2,60,452,0,sp2,Simulation2
Simulation2,61,1081,7,sp3,Simulation2
Simulation2,62,1033,4,sp4,Simulation2
Simulation2,63,937,4,sp3,Simulation2
Simulation2,64,600,1,sp2,Simulation2
Simulation2,65,170,2,sp2,Simulation2
Simulation2,66,194,3,background,Simulation2
Simulation2,67,702,6,sp4,Simulation2
Simulation2,68,212,2,sp2,Simulation2
Simulation2,69,450,1,sp2,Simulation2
Simulation2,70,747,6,sp4,Simulation2
Simulation2,71,255,5,sp1,Simulation2
Simulation2,72,1008,0,sp3,Simulation2
Simulation2,73,646,2,sp2,Simulation2
Simulation2,74,120,0,background,Simulation2
Simulation2,75,537,4,sp2,Simulation2
Simulation2,76,96,2,sp2,Simulation2
Simulation2,77,223,5,sp1,Simulation2
Simulation2,78,1,0,background,Simulation2
Simulation2,79,627,3,background,Simulation2
Simulation2,80,837,3,background,Simulation2
Simulation2,81,1116,0,sp3,Simulation2
Simulation2,82,643,1,sp2,Simulation2
Simulation2,83,915,3,background,Simulation2
Simulation2,84,889,1,sp4,Simulation2
Simulation2,85,283,4,sp2,Simulation2
Simulation2,86,878,1,background,Simulation2
Simulation2,87,871,4,sp3,Simulation2
Simulation2,88,519,1,background,Simulation2
Simulation2,89,43,5,sp1,Simulation2
Simulation2,90,1158,7,sp3,Simulation2
Simulation2,91,482,3,background,Simulation2
Simulation2,92,800,3,background,Simulation2
Simulation2,93,169,2,sp2,Simulation2
Simulation2,94,347,4,sp2,Simulation2
Simulation2,95,53,4,background,Simulation2
Simulation2,96,710,6,sp4,Simulation2
Simulation2,97,422,3,background,Simulation2
Simulation2,98,15,3,background,Simulation2
Simulation2,99,412,5,sp1,Simulation2
Simulation2,100,220,4,sp1,Simulation2
Simulation2,101,1006,3,background,Simulation2
Simulation2,102,926,6,sp4,Simulation2
Simulation2,103,1194,4,sp3,Simulation2
Simulation2,104,306,2,sp2,Simulation2
Simulation2,105,463,1,sp2,Simulation2
Simulation2,106,772,0,background,Simulation2
Simulation2,107,440,5,sp1,Simulation2
Simulation2,108,1262,7,sp3,Simulation2
Simulation2,109,826,6,sp4,Simulation2
Simulation2,110,98,2,sp2,Simulation2
Simulation2,111,1206,1,background,Simulation2
Simulation2,112,95,2,sp2,Simulation2
Simulation2,113,877,0,background,Simulation2
Simulation2,114,1280,3,background,Simulation2
Simulation2,115,403,5,sp1,Simulation2
Simulation2,116,5,3,background,Simulation2
Simulation2,117,372,0,sp1,Simulation2
Simulation2,118,917,3,background,Simulation2
Simulation2,119,277,0,background,Simulation2
Simulation2,120,388,4,background,Simulation2
Simulation2,121,153,4,sp1,Simulation2
Simulation2,122,1141,1,sp4,Simulation2
Simulation2,123,102,2,sp2,Simulation2
Simulation2,124,908,4,sp3,Simulation2
Simulation2,125,634,2,sp2,Simulation2
Simulation2,126,35,2,sp2,Simulation2
Simulation2,127,909,4,sp3,Simulation2
Simulation2,128,1233,1,sp3,Simulation2
Simulation2,129,26,1,sp2,Simulation2
Simulation2,130,1040,4,background,Simulation2
Simulation2,131,497,2,sp2,Simulation2
Simulation2,132,436,3,background,Simulation2
Simulation2,133,159,3,background,Simulation2
Simulation2,134,695,4,background,Simulation2
Simulation2,135,1150,3,background,Simulation2
Simulation2,136,732,3,background,Simulation2
Simulation2,137,1182,3,background,Simulation2
Simulation2,138,438,5,sp1,Simulation2
Simulation2,139,804,3,background,Simulation2
Simulation2,140,534,1,sp2,Simulation2
Simulation2,141,322,2,sp2,Simulation2
Simulation2,142,567,4,sp2,Simulation2
Simulation2,143,801,4,background,Simulation2
Simulation2,144,1053,7,sp3,Simulation2
Simulation2,145,97,2,sp2,Simulation2
Simulation2,146,165,2,sp2,Simulation2
Simulation2,147,1105,4,sp4,Simulation2
Simulation2,148,1269,7,sp3,Simulation2
Simulation2,149,213,2,sp2,Simulation2
Simulation2,150,685,1,sp3,Simulation2
Simulation2,151,1142,6,sp4,Simulation2
Simulation2,152,633,4,sp2,Simulation2
Simulation2,153,588,3,background,Simulation2
Simulation2,154,940,4,sp3,Simulation2
Simulation2,155,1240,7,sp3,Simulation2
Simulation2,156,824,6,sp4,Simulation2
Simulation2,157,32,0,sp2,Simulation2
Simulation2,158,675,6,sp4,Simulation2
Simulation2,159,402,5,sp1,Simulation2
Simulation2,160,353,3,background,Simulation2
Simulation2,161,668,6,sp4,Simulation2
Simulation2,162,376,5,sp1,Simulation2
Simulation2,163,1275,7,sp3,Simulation2
Simulation2,164,1013,1,sp3,Simulation2
Simulation2,165,881,3,background,Simulation2
Simulation2,166,1011,7,sp3,Simulation2
Simulation2,167,933,0,background,Simulation2
Simulation2,168,483,1,background,Simulation2
Simulation2,169,869,7,sp3,Simulation2
Simulation2,170,486,2,sp2,Simulation2
Simulation2,171,302,5,sp1,Simulation2
Simulation2,172,602,4,sp2,Simulation2
Simulation2,173,1216,6,sp4,Simulation2
Simulation2,174,1119,1,sp3,Simulation2
Simulation2,175,1177,6,sp4,Simulation2
Simulation2,176,361,5,sp1,Simulation2
Simulation2,177,1293,4,background,Simulation2
Simulation2,178,546,5,sp1,Simulation2
Simulation2,179,267,5,sp1,Simulation2
Simulation2,180,552,3,background,Simulation2
Simulation2,181,151,5,sp1,Simulation2
Simulation2,182,1282,3,background,Simulation2
Simulation2,183,244,1,background,Simulation2
Simulation2,184,1286,4,sp4,Simulation2
Simulation2,185,407,5,sp1,Simulation2
Simulation2,186,1189,4,sp3,Simulation2
Simulation2,187,1207,0,background,Simulation2
Simulation2,188,1163,7,sp3,Simulation2
Simulation2,189,51,0,background,Simulation2
Simulation2,190,259,5,sp1,Simulation2
Simulation2,191,842,1,background,Simulation2
Simulation2,192,682,4,sp4,Simulation2
Simulation2,193,1217,4,sp4,Simulation2
Simulation2,194,73,3,background,Simulation2
Simulation2,195,556,4,background,Simulation2
Simulation2,196,509,3,background,Simulation2
Simulation2,197,1222,3,background,Simulation2
Simulation2,198,1021,4,background,Simulation2
Simulation2,199,346,1,sp2,Simulation2
Simulation2,200,1068,6,sp4,Simulation2
Simulation2,201,160,4,background,Simulation2
Simulation2,202,1043,3,background,Simulation2
Simulation2,203,473,0,background,Simulation2
Simulation2,204,401,5,sp1,Simulation2
Simulation2,205,1044,7,sp3,Simulation2
Simulation2,206,611,2,sp2,Simulation2
Simulation2,207,437,3,background,Simulation2
Simulation2,208,699,4,background,Simulation2
Simulation2,209,840,3,background,Simulation2
Simulation2,210,902,7,sp3,Simulation2
Simulation2,211,974,7,sp3,Simulation2
Simulation2,212,949,3,background,Simulation2
Simulation2,213,1274,7,sp3,Simulation2
Simulation2,214,136,2,sp2,Simulation2
Simulation2,215,720,4,sp3,Simulation2
Simulation2,216,50,1,background,Simulation2
Simulation2,217,709,6,sp4,Simulation2
Simulation2,218,885,0,background,Simulation2
Simulation2,219,785,4,sp4,Simulation2
Simulation2,220,555,1,background,Simulation2
Simulation2,221,765,3,background,Simulation2
Simulation2,222,664,3,background,Simulation2
Simulation2,223,721,7,sp3,Simulation2
Simulation2,224,605,2,sp2,Simulation2
Simulation2,225,421,3,background,Simulation2
Simulation2,226,564,1,sp2,Simulation2
Simulation2,227,318,0,sp2,Simulation2
Simulation2,228,42,5,sp1,Simulation2
Simulation2,229,510,5,sp1,Simulation2
Simulation2,230,658,3,background,Simulation2
Simulation2,231,1226,1,sp3,Simulation2
Simulation2,232,199,2,sp2,Simulation2
Simulation2,233,912,4,background,Simulation2
Simulation2,234,257,5,sp1,Simulation2
Simulation2,235,94,2,sp2,Simulation2
Simulation2,236,1089,4,sp3,Simulation2
Simulation2,237,1091,1,sp3,Simulation2
Simulation2,238,845,4,background,Simulation2
Simulation2,239,819,4,sp4,Simulation2
Simulation2,240,1192,1,sp3,Simulation2
Simulation2,241,655,0,background,Simulation2
Simulation2,242,127,2,sp2,Simulation2
Simulation2,243,517,0,background,Simulation2
Simulation2,244,999,6,sp4,Simulation2
Simulation2,245,735,1,background,Simulation2
Simulation2,246,518,3,background,Simulation2
