section,obs_name,cluster,x,y
Mouse_Thymus1,0_22,8,8919.0,13270.0
Mouse_Thymus1,0_33,2,8919.0,14370.0
Mouse_Thymus1,0_40,2,8919.0,15070.0
Mouse_Thymus1,0_41,7,8919.0,15170.0
Mouse_Thymus1,0_42,9,8919.0,15270.0
Mouse_Thymus1,10_10,0,9919.0,12070.0
Mouse_Thymus1,10_11,0,9919.0,12170.0
Mouse_Thymus1,10_12,7,9919.0,12270.0
Mouse_Thymus1,10_13,7,9919.0,12370.0
Mouse_Thymus1,10_14,9,9919.0,12470.0
Mouse_Thymus1,10_15,1,9919.0,12570.0
Mouse_Thymus1,10_16,7,9919.0,12670.0
Mouse_Thymus1,10_17,8,9919.0,12770.0
Mouse_Thymus1,10_18,2,9919.0,12870.0
Mouse_Thymus1,10_19,2,9919.0,12970.0
Mouse_Thymus1,10_20,3,9919.0,13070.0
Mouse_Thymus1,10_21,2,9919.0,13170.0
Mouse_Thymus1,10_22,9,9919.0,13270.0
Mouse_Thymus1,10_23,0,9919.0,13370.0
Mouse_Thymus1,10_24,4,9919.0,13470.0
Mouse_Thymus1,10_25,9,9919.0,13570.0
Mouse_Thymus1,10_26,9,9919.0,13670.0
Mouse_Thymus1,10_27,4,9919.0,13770.0
Mouse_Thymus1,10_28,2,9919.0,13870.0
Mouse_Thymus1,10_29,7,9919.0,13970.0
Mouse_Thymus1,10_30,1,9919.0,14070.0
Mouse_Thymus1,10_31,0,9919.0,14170.0
Mouse_Thymus1,10_32,7,9919.0,14270.0
Mouse_Thymus1,10_33,6,9919.0,14370.0
Mouse_Thymus1,10_34,5,9919.0,14470.0
Mouse_Thymus1,10_35,0,9919.0,14570.0
Mouse_Thymus1,10_36,4,9919.0,14670.0
Mouse_Thymus1,10_37,2,9919.0,14770.0
Mouse_Thymus1,10_38,9,9919.0,14870.0
Mouse_Thymus1,10_39,0,9919.0,14970.0
Mouse_Thymus1,10_4,2,9919.0,11470.0
Mouse_Thymus1,10_40,1,9919.0,15070.0
Mouse_Thymus1,10_41,4,9919.0,15170.0
Mouse_Thymus1,10_42,2,9919.0,15270.0
Mouse_Thymus1,10_43,1,9919.0,15370.0
Mouse_Thymus1,10_44,7,9919.0,15470.0
Mouse_Thymus1,10_45,0,9919.0,15570.0
Mouse_Thymus1,10_46,7,9919.0,15670.0
Mouse_Thymus1,10_47,2,9919.0,15770.0
Mouse_Thymus1,10_48,0,9919.0,15870.0
Mouse_Thymus1,10_49,2,9919.0,15970.0
Mouse_Thymus1,10_5,7,9919.0,11570.0
Mouse_Thymus1,10_50,1,9919.0,16070.0
Mouse_Thymus1,10_51,9,9919.0,16170.0
Mouse_Thymus1,10_52,2,9919.0,16270.0
Mouse_Thymus1,10_53,7,9919.0,16370.0
Mouse_Thymus1,10_54,3,9919.0,16470.0
Mouse_Thymus1,10_55,9,9919.0,16570.0
Mouse_Thymus1,10_56,7,9919.0,16670.0
Mouse_Thymus1,10_57,2,9919.0,16770.0
Mouse_Thymus1,10_58,9,9919.0,16870.0
Mouse_Thymus1,10_59,0,9919.0,16970.0
Mouse_Thymus1,10_6,7,9919.0,11670.0
Mouse_Thymus1,10_60,2,9919.0,17070.0
Mouse_Thymus1,10_61,9,9919.0,17170.0
Mouse_Thymus1,10_62,9,9919.0,17270.0
Mouse_Thymus1,10_63,0,9919.0,17370.0
Mouse_Thymus1,10_64,9,9919.0,17470.0
Mouse_Thymus1,10_65,2,9919.0,17570.0
Mouse_Thymus1,10_66,7,9919.0,17670.0
Mouse_Thymus1,10_67,5,9919.0,17770.0
Mouse_Thymus1,10_68,7,9919.0,17870.0
Mouse_Thymus1,10_69,7,9919.0,17970.0
Mouse_Thymus1,10_7,7,9919.0,11770.0
Mouse_Thymus1,10_70,7,9919.0,18070.0
Mouse_Thymus1,10_71,1,9919.0,18170.0
Mouse_Thymus1,10_72,7,9919.0,18270.0
Mouse_Thymus1,10_73,2,9919.0,18370.0
Mouse_Thymus1,10_74,2,9919.0,18470.0
Mouse_Thymus1,10_75,3,9919.0,18570.0
Mouse_Thymus1,10_8,7,9919.0,11870.0
Mouse_Thymus1,10_9,9,9919.0,11970.0
Mouse_Thymus1,11_10,4,10019.0,12070.0
Mouse_Thymus1,11_11,2,10019.0,12170.0
Mouse_Thymus1,11_12,8,10019.0,12270.0
Mouse_Thymus1,11_13,2,10019.0,12370.0
Mouse_Thymus1,11_14,7,10019.0,12470.0
Mouse_Thymus1,11_15,7,10019.0,12570.0
Mouse_Thymus1,11_16,5,10019.0,12670.0
Mouse_Thymus1,11_17,2,10019.0,12770.0
Mouse_Thymus1,11_18,7,10019.0,12870.0
Mouse_Thymus1,11_19,0,10019.0,12970.0
Mouse_Thymus1,11_20,3,10019.0,13070.0
Mouse_Thymus1,11_21,1,10019.0,13170.0
Mouse_Thymus1,11_22,2,10019.0,13270.0
Mouse_Thymus1,11_23,2,10019.0,13370.0
Mouse_Thymus1,11_24,9,10019.0,13470.0
Mouse_Thymus1,11_25,0,10019.0,13570.0
Mouse_Thymus1,11_26,7,10019.0,13670.0
Mouse_Thymus1,11_27,0,10019.0,13770.0
Mouse_Thymus1,11_28,2,10019.0,13870.0
Mouse_Thymus1,11_29,2,10019.0,13970.0
Mouse_Thymus1,11_30,7,10019.0,14070.0
Mouse_Thymus1,11_31,4,10019.0,14170.0
Mouse_Thymus1,11_32,9,10019.0,14270.0
Mouse_Thymus1,11_33,2,10019.0,14370.0
Mouse_Thymus1,11_34,2,10019.0,14470.0
Mouse_Thymus1,11_35,2,10019.0,14570.0
Mouse_Thymus1,11_36,1,10019.0,14670.0
Mouse_Thymus1,11_37,2,10019.0,14770.0
Mouse_Thymus1,11_38,2,10019.0,14870.0
Mouse_Thymus1,11_39,9,10019.0,14970.0
Mouse_Thymus1,11_4,1,10019.0,11470.0
Mouse_Thymus1,11_40,0,10019.0,15070.0
Mouse_Thymus1,11_41,9,10019.0,15170.0
Mouse_Thymus1,11_42,2,10019.0,15270.0
Mouse_Thymus1,11_43,7,10019.0,15370.0
Mouse_Thymus1,11_44,9,10019.0,15470.0
Mouse_Thymus1,11_45,9,10019.0,15570.0
Mouse_Thymus1,11_46,6,10019.0,15670.0
Mouse_Thymus1,11_47,0,10019.0,15770.0
Mouse_Thymus1,11_48,9,10019.0,15870.0
Mouse_Thymus1,11_49,6,10019.0,15970.0
Mouse_Thymus1,11_5,0,10019.0,11570.0
Mouse_Thymus1,11_50,4,10019.0,16070.0
Mouse_Thymus1,11_51,7,10019.0,16170.0
Mouse_Thymus1,11_52,9,10019.0,16270.0
Mouse_Thymus1,11_53,2,10019.0,16370.0
Mouse_Thymus1,11_54,0,10019.0,16470.0
Mouse_Thymus1,11_55,2,10019.0,16570.0
Mouse_Thymus1,11_56,8,10019.0,16670.0
Mouse_Thymus1,11_57,4,10019.0,16770.0
Mouse_Thymus1,11_58,9,10019.0,16870.0
Mouse_Thymus1,11_59,5,10019.0,16970.0
Mouse_Thymus1,11_6,3,10019.0,11670.0
Mouse_Thymus1,11_60,2,10019.0,17070.0
Mouse_Thymus1,11_61,2,10019.0,17170.0
Mouse_Thymus1,11_62,9,10019.0,17270.0
Mouse_Thymus1,11_63,3,10019.0,17370.0
Mouse_Thymus1,11_64,2,10019.0,17470.0
Mouse_Thymus1,11_65,7,10019.0,17570.0
Mouse_Thymus1,11_66,9,10019.0,17670.0
Mouse_Thymus1,11_67,9,10019.0,17770.0
Mouse_Thymus1,11_68,4,10019.0,17870.0
Mouse_Thymus1,11_69,4,10019.0,17970.0
Mouse_Thymus1,11_7,2,10019.0,11770.0
Mouse_Thymus1,11_70,1,10019.0,18070.0
Mouse_Thymus1,11_71,2,10019.0,18170.0
Mouse_Thymus1,11_72,2,10019.0,18270.0
Mouse_Thymus1,11_73,4,10019.0,18370.0
Mouse_Thymus1,11_74,9,10019.0,18470.0
Mouse_Thymus1,11_75,2,10019.0,18570.0
Mouse_Thymus1,11_76,7,10019.0,18670.0
Mouse_Thymus1,11_8,2,10019.0,11870.0
Mouse_Thymus1,11_9,7,10019.0,11970.0
Mouse_Thymus1,12_10,2,10119.0,12070.0
Mouse_Thymus1,12_11,6,10119.0,12170.0
Mouse_Thymus1,12_12,8,10119.0,12270.0
Mouse_Thymus1,12_13,0,10119.0,12370.0
Mouse_Thymus1,12_14,0,10119.0,12470.0
Mouse_Thymus1,12_15,5,10119.0,12570.0
Mouse_Thymus1,12_16,3,10119.0,12670.0
Mouse_Thymus1,12_17,0,10119.0,12770.0
Mouse_Thymus1,12_18,2,10119.0,12870.0
Mouse_Thymus1,12_19,6,10119.0,12970.0
Mouse_Thymus1,12_20,8,10119.0,13070.0
Mouse_Thymus1,12_21,2,10119.0,13170.0
Mouse_Thymus1,12_22,9,10119.0,13270.0
Mouse_Thymus1,12_23,0,10119.0,13370.0
Mouse_Thymus1,12_24,7,10119.0,13470.0
Mouse_Thymus1,12_25,7,10119.0,13570.0
Mouse_Thymus1,12_26,2,10119.0,13670.0
Mouse_Thymus1,12_27,9,10119.0,13770.0
Mouse_Thymus1,12_28,2,10119.0,13870.0
Mouse_Thymus1,12_29,9,10119.0,13970.0
Mouse_Thymus1,12_30,9,10119.0,14070.0
Mouse_Thymus1,12_31,4,10119.0,14170.0
Mouse_Thymus1,12_32,4,10119.0,14270.0
Mouse_Thymus1,12_33,2,10119.0,14370.0
Mouse_Thymus1,12_34,2,10119.0,14470.0
Mouse_Thymus1,12_35,6,10119.0,14570.0
Mouse_Thymus1,12_36,2,10119.0,14670.0
Mouse_Thymus1,12_37,9,10119.0,14770.0
Mouse_Thymus1,12_38,7,10119.0,14870.0
Mouse_Thymus1,12_39,1,10119.0,14970.0
Mouse_Thymus1,12_4,7,10119.0,11470.0
