row_index,selected_spot_index,cluster,x,y
0,0,4,47.0,71.0
1,1,5,49.0,43.0
2,2,5,28.0,86.0
3,3,4,51.0,41.0
4,4,5,24.0,6.0
5,5,1,12.0,10.0
6,6,2,50.0,6.0
7,7,2,58.0,26.0
8,8,2,67.0,55.0
9,9,1,16.0,8.0
10,10,6,67.0,21.0
11,11,3,38.0,104.0
12,12,5,52.0,18.0
13,13,2,59.0,15.0
14,14,5,29.0,49.0
15,15,7,59.0,77.0
16,16,6,67.0,19.0
17,17,7,39.0,45.0
18,18,2,68.0,72.0
19,19,2,54.0,98.0
20,20,3,30.0,108.0
21,21,6,10.0,2.0
22,22,2,35.0,17.0
23,23,0,14.0,82.0
24,24,2,64.0,58.0
25,25,5,21.0,75.0
26,26,3,35.0,39.0
27,27,0,7.0,39.0
28,28,7,38.0,12.0
29,29,2,27.0,101.0
30,30,5,7.0,27.0
31,31,7,14.0,24.0
32,32,2,50.0,4.0
33,33,1,18.0,12.0
34,34,3,24.0,58.0
35,35,3,56.0,26.0
36,36,0,7.0,53.0
37,37,1,26.0,56.0
38,38,4,41.0,99.0
39,39,6,69.0,81.0
40,40,5,14.0,52.0
41,41,2,60.0,44.0
42,42,4,49.0,91.0
43,43,3,36.0,110.0
44,44,1,39.0,79.0
45,45,7,53.0,41.0
46,46,7,19.0,71.0
47,47,1,22.0,48.0
48,48,2,63.0,77.0
49,49,5,19.0,13.0
50,50,4,42.0,100.0
51,51,0,5.0,55.0
52,52,6,67.0,25.0
53,53,5,37.0,61.0
54,54,1,12.0,60.0
55,55,1,12.0,42.0
56,56,7,53.0,97.0
57,57,2,66.0,26.0
58,58,5,60.0,70.0
59,59,5,15.0,13.0
60,60,4,51.0,83.0
61,61,7,34.0,8.0
62,62,3,37.0,77.0
63,63,1,32.0,26.0
64,64,0,5.0,47.0
65,65,4,45.0,3.0
66,66,4,56.0,52.0
67,67,7,60.0,54.0
68,68,7,51.0,27.0
69,69,3,25.0,101.0
70,70,1,34.0,46.0
71,71,1,18.0,40.0
72,72,2,66.0,80.0
73,73,2,66.0,74.0
74,74,2,48.0,110.0
75,75,0,6.0,54.0
76,76,2,62.0,34.0
77,77,1,13.0,25.0
78,78,2,28.0,70.0
79,79,3,20.0,0.0
80,80,1,10.0,20.0
81,81,3,24.0,0.0
82,82,4,39.0,71.0
83,83,1,30.0,14.0
84,84,7,46.0,28.0
85,85,7,57.0,73.0
86,86,2,48.0,4.0
87,87,7,18.0,70.0
88,88,4,57.0,31.0
89,89,1,29.0,25.0
90,90,3,50.0,12.0
91,91,5,28.0,100.0
92,92,2,64.0,26.0
93,93,2,34.0,60.0
94,94,2,67.0,53.0
95,95,7,49.0,15.0
96,96,5,47.0,27.0
97,97,7,56.0,16.0
98,98,5,52.0,32.0
99,99,6,27.0,111.0
100,100,5,16.0,66.0
101,101,1,10.0,42.0
102,102,7,20.0,72.0
103,103,6,69.0,35.0
104,104,4,45.0,97.0
105,105,1,15.0,55.0
106,106,7,60.0,98.0
107,107,3,23.0,1.0
108,108,7,34.0,16.0
109,109,4,45.0,73.0
110,110,7,27.0,17.0
111,111,2,48.0,88.0
112,112,1,34.0,34.0
113,113,7,59.0,51.0
114,114,5,20.0,86.0
115,115,2,70.0,48.0
116,116,3,50.0,20.0
117,117,5,14.0,44.0
118,118,4,62.0,54.0
119,119,6,20.0,102.0
120,120,5,50.0,70.0
121,121,7,28.0,28.0
122,122,7,28.0,24.0
123,123,0,18.0,72.0
124,124,1,25.0,45.0
125,125,2,33.0,61.0
126,126,4,58.0,94.0
127,127,0,16.0,90.0
128,128,4,41.0,83.0
129,129,1,23.0,75.0
130,130,1,15.0,59.0
131,131,5,34.0,28.0
132,132,7,55.0,45.0
133,133,7,28.0,50.0
134,134,5,50.0,38.0
135,135,7,52.0,74.0
136,136,1,30.0,58.0
137,137,2,68.0,42.0
138,138,0,5.0,51.0
139,139,1,18.0,56.0
140,140,2,51.0,111.0
141,141,6,35.0,117.0
142,142,1,13.0,13.0
143,143,1,15.0,57.0
144,144,4,56.0,80.0
