row_index,selected_spot_index,cluster,x,y
0,0,6,47.0,71.0
1,1,3,49.0,43.0
2,2,5,28.0,86.0
3,3,5,51.0,41.0
4,4,4,24.0,6.0
5,5,7,44.0,124.0
6,6,4,50.0,6.0
7,7,3,58.0,26.0
8,8,7,41.0,123.0
9,9,7,46.0,124.0
10,10,0,67.0,55.0
11,11,0,59.0,113.0
12,12,3,38.0,104.0
13,13,6,52.0,18.0
14,14,2,59.0,15.0
15,15,6,29.0,49.0
16,16,0,59.0,77.0
17,17,2,73.0,75.0
18,18,5,39.0,45.0
19,19,3,68.0,72.0
20,20,0,54.0,98.0
21,21,3,30.0,108.0
22,22,5,35.0,17.0
23,23,1,14.0,82.0
24,24,3,64.0,58.0
25,25,5,21.0,75.0
26,26,5,35.0,39.0
27,27,6,38.0,12.0
28,28,4,27.0,101.0
29,29,7,14.0,24.0
30,30,4,50.0,4.0
31,31,2,48.0,126.0
32,32,5,24.0,58.0
33,33,3,56.0,26.0
34,34,2,7.0,53.0
35,35,1,26.0,56.0
36,36,0,41.0,99.0
37,37,3,69.0,81.0
38,38,1,14.0,52.0
39,39,7,60.0,44.0
40,40,0,49.0,91.0
41,41,6,36.0,110.0
42,42,0,39.0,79.0
43,43,6,53.0,41.0
44,44,1,19.0,71.0
45,45,5,22.0,48.0
46,46,0,63.0,77.0
47,47,4,19.0,13.0
48,48,0,42.0,100.0
49,49,5,37.0,61.0
50,50,1,12.0,60.0
51,51,2,39.0,121.0
52,52,4,12.0,42.0
53,53,0,53.0,97.0
54,54,3,60.0,70.0
55,55,0,51.0,83.0
56,56,3,72.0,98.0
57,57,6,34.0,8.0
58,58,3,37.0,77.0
59,59,5,32.0,26.0
60,60,2,10.0,86.0
61,61,5,45.0,3.0
62,62,3,56.0,52.0
63,63,6,60.0,54.0
64,64,3,51.0,27.0
65,65,5,25.0,101.0
66,66,5,34.0,46.0
67,67,5,18.0,40.0
68,68,2,34.0,120.0
69,69,0,66.0,80.0
70,70,3,66.0,74.0
71,71,0,48.0,110.0
72,72,2,25.0,113.0
73,73,7,62.0,34.0
74,74,7,13.0,25.0
75,75,5,28.0,70.0
76,76,0,39.0,71.0
77,77,5,30.0,14.0
78,78,3,46.0,28.0
79,79,6,57.0,73.0
80,80,1,48.0,4.0
81,81,1,18.0,70.0
82,82,6,57.0,31.0
83,83,5,29.0,25.0
84,84,3,50.0,12.0
85,85,4,28.0,100.0
86,86,2,64.0,26.0
87,87,0,59.0,107.0
88,88,3,34.0,60.0
89,89,3,67.0,53.0
90,90,6,49.0,15.0
91,91,6,47.0,27.0
92,92,5,56.0,16.0
93,93,3,72.0,92.0
94,94,3,52.0,32.0
95,95,4,27.0,111.0
96,96,1,16.0,66.0
97,97,2,75.0,97.0
98,98,4,10.0,42.0
99,99,1,20.0,72.0
100,100,5,45.0,97.0
101,101,1,15.0,55.0
102,102,0,60.0,98.0
103,103,5,34.0,16.0
104,104,5,45.0,73.0
105,105,5,27.0,17.0
106,106,3,48.0,88.0
107,107,0,64.0,98.0
108,108,5,34.0,34.0
109,109,3,59.0,51.0
110,110,4,20.0,86.0
111,111,2,70.0,48.0
112,112,7,42.0,124.0
113,113,3,70.0,80.0
114,114,3,50.0,20.0
115,115,2,75.0,89.0
116,116,7,19.0,105.0
117,117,5,14.0,44.0
118,118,3,62.0,54.0
119,119,4,20.0,102.0
120,120,0,50.0,70.0
121,121,2,65.0,115.0
122,122,5,28.0,28.0
123,123,5,28.0,24.0
124,124,1,18.0,72.0
125,125,5,25.0,45.0
126,126,0,33.0,61.0
127,127,0,58.0,94.0
128,128,1,16.0,90.0
129,129,0,41.0,83.0
130,130,0,23.0,75.0
131,131,1,15.0,59.0
132,132,5,34.0,28.0
133,133,3,55.0,45.0
134,134,6,28.0,50.0
135,135,7,50.0,38.0
136,136,0,52.0,74.0
137,137,7,30.0,58.0
138,138,2,68.0,42.0
139,139,3,18.0,56.0
140,140,0,51.0,111.0
141,141,4,35.0,117.0
142,142,1,15.0,57.0
143,143,6,56.0,80.0
144,144,3,48.0,24.0
145,145,6,28.0,30.0
146,146,7,65.0,39.0
147,147,0,40.0,74.0
148,148,5,46.0,16.0
149,149,7,29.0,79.0
150,150,6,55.0,61.0
151,151,5,35.0,85.0
152,152,4,25.0,51.0
153,153,3,72.0,82.0
154,154,6,60.0,58.0
155,155,0,33.0,47.0
156,156,6,31.0,11.0
157,157,5,33.0,3.0
158,158,0,58.0,42.0
159,159,2,65.0,37.0
160,160,6,66.0,56.0
161,161,7,61.0,23.0
162,162,5,37.0,65.0
163,163,2,72.0,76.0
164,164,0,46.0,90.0
165,165,3,42.0,116.0
166,166,6,43.0,89.0
167,167,5,19.0,61.0
168,168,0,65.0,77.0
169,169,7,46.0,0.0
170,170,5,41.0,59.0
171,171,0,41.0,105.0
172,172,5,31.0,71.0
173,173,4,10.0,52.0
174,174,1,26.0,8.0
175,175,5,32.0,108.0
176,176,1,20.0,20.0
177,177,2,71.0,109.0
178,178,0,60.0,86.0
179,179,6,44.0,24.0
180,180,3,30.0,78.0
181,181,4,11.0,43.0
182,182,1,13.0,69.0
183,183,5,17.0,55.0
184,184,3,27.0,89.0
185,185,6,59.0,53.0
186,186,3,71.0,77.0
187,187,1,46.0,54.0
188,188,5,26.0,24.0
189,189,5,24.0,22.0
190,190,5,22.0,34.0
191,191,5,17.0,43.0
192,192,5,53.0,53.0
193,193,6,48.0,70.0
194,194,6,60.0,56.0
195,195,7,8.0,56.0
196,196,3,50.0,116.0
197,197,5,29.0,21.0
198,198,0,65.0,81.0
199,199,6,25.0,47.0
200,200,0,52.0,104.0
201,201,2,50.0,122.0
202,202,0,44.0,108.0
203,203,7,13.0,27.0
204,204,0,43.0,101.0
205,205,4,26.0,102.0
206,206,0,49.0,93.0
207,207,3,54.0,100.0
208,208,5,58.0,80.0
209,209,0,41.0,93.0
210,210,3,52.0,58.0
211,211,0,40.0,90.0
212,212,7,62.0,36.0
213,213,4,31.0,1.0
214,214,5,20.0,76.0
215,215,5,36.0,54.0
216,216,6,57.0,65.0
217,217,6,33.0,9.0
218,218,6,33.0,7.0
219,219,4,9.0,63.0
220,220,2,13.0,99.0
221,221,3,43.0,49.0
222,222,6,44.0,10.0
223,223,1,18.0,86.0
224,224,5,18.0,58.0
225,225,6,57.0,39.0
226,226,0,36.0,20.0
227,227,0,59.0,79.0
228,228,2,66.0,40.0
229,229,0,59.0,89.0
230,230,7,7.0,51.0
231,231,0,46.0,84.0
232,232,0,62.0,98.0
233,233,0,68.0,84.0
234,234,3,55.0,55.0
235,235,3,49.0,19.0
236,236,7,65.0,43.0
237,237,1,23.0,23.0
238,238,7,63.0,45.0
239,239,2,75.0,85.0
240,240,2,68.0,40.0
241,241,5,38.0,98.0
242,242,5,48.0,8.0
243,243,3,49.0,55.0
244,244,1,17.0,77.0
245,245,2,73.0,69.0
246,246,4,23.0,49.0
247,247,5,30.0,64.0
248,248,7,55.0,121.0
249,249,0,58.0,70.0
250,250,2,52.0,124.0
251,251,3,40.0,108.0
252,252,5,27.0,59.0
253,253,1,15.0,79.0
254,254,2,65.0,35.0
255,255,3,37.0,97.0
256,256,0,55.0,105.0
257,257,6,51.0,71.0
258,258,3,52.0,20.0
259,259,4,37.0,119.0
260,260,2,24.0,112.0
261,261,4,17.0,99.0
262,262,5,19.0,41.0
263,263,5,27.0,47.0
264,264,0,58.0,92.0
265,265,5,53.0,115.0
266,266,6,34.0,110.0
267,267,5,24.0,86.0
268,268,5,28.0,74.0
269,269,6,53.0,87.0
270,270,1,14.0,66.0
271,271,4,30.0,116.0
272,272,2,37.0,121.0
273,273,0,59.0,97.0
274,274,3,46.0,34.0
275,275,0,48.0,94.0
276,276,3,45.0,13.0
277,277,2,76.0,84.0
278,278,2,74.0,76.0
279,279,5,23.0,29.0
280,280,6,62.0,114.0
281,281,3,29.0,107.0
282,282,3,20.0,54.0
283,283,5,29.0,99.0
284,284,3,56.0,72.0
285,285,3,64.0,102.0
286,286,0,35.0,53.0
287,287,3,69.0,105.0
288,288,5,30.0,2.0
289,289,4,60.0,116.0
290,290,5,10.0,76.0
291,291,3,38.0,94.0
292,292,1,13.0,59.0
293,293,0,57.0,41.0
294,294,0,32.0,48.0
295,295,5,43.0,111.0
296,296,7,62.0,40.0
297,297,0,39.0,99.0
298,298,3,54.0,94.0
299,299,5,37.0,35.0
300,300,0,57.0,75.0
301,301,0,50.0,92.0
302,302,5,47.0,55.0
303,303,5,18.0,52.0
304,304,5,36.0,2.0
305,305,1,21.0,27.0
306,306,5,14.0,50.0
307,307,3,50.0,14.0
308,308,3,32.0,90.0
309,309,3,47.0,25.0
310,310,7,8.0,58.0
311,311,3,44.0,50.0
312,312,3,45.0,25.0
313,313,5,42.0,42.0
314,314,1,28.0,2.0
315,315,0,56.0,74.0
316,316,1,66.0,66.0
317,317,6,42.0,114.0
318,318,3,56.0,54.0
319,319,5,16.0,60.0
320,320,1,16.0,74.0
321,321,3,47.0,17.0
322,322,1,19.0,25.0
323,323,5,26.0,68.0
324,324,5,23.0,73.0
325,325,0,69.0,59.0
326,326,6,31.0,7.0
327,327,5,24.0,26.0
328,328,5,18.0,62.0
329,329,5,21.0,41.0
330,330,3,60.0,48.0
331,331,6,35.0,47.0
332,332,5,19.0,67.0
333,333,4,23.0,107.0
334,334,5,36.0,16.0
335,335,0,46.0,48.0
336,336,2,11.0,91.0
337,337,5,46.0,116.0
338,338,5,47.0,81.0
339,339,4,17.0,97.0
340,340,7,63.0,39.0
341,341,5,29.0,39.0
342,342,0,54.0,82.0
343,343,1,14.0,36.0
344,344,4,38.0,2.0
345,345,3,22.0,54.0
346,346,4,18.0,98.0
347,347,6,67.0,71.0
348,348,6,25.0,83.0
349,349,1,10.0,62.0
350,350,5,25.0,19.0
351,351,5,30.0,10.0
352,352,6,46.0,74.0
353,353,6,45.0,57.0
354,354,3,46.0,118.0
355,355,6,24.0,88.0
356,356,4,29.0,113.0
357,357,3,53.0,19.0
358,358,7,15.0,21.0
359,359,2,59.0,11.0
360,360,7,22.0,68.0
361,361,6,52.0,68.0
362,362,5,34.0,90.0
363,363,6,37.0,45.0
364,364,0,62.0,72.0
365,365,5,46.0,36.0
366,366,0,49.0,95.0
367,367,7,18.0,14.0
368,368,6,55.0,29.0
369,369,2,74.0,64.0
370,370,3,59.0,47.0
371,371,2,7.0,57.0
372,372,3,63.0,107.0
373,373,7,45.0,1.0
374,374,2,66.0,38.0
375,375,1,23.0,19.0
376,376,5,25.0,27.0
377,377,1,19.0,31.0
378,378,6,38.0,8.0
379,379,5,28.0,22.0
380,380,5,13.0,37.0
381,381,3,69.0,91.0
382,382,1,13.0,83.0
383,383,3,62.0,56.0
384,384,0,58.0,110.0
385,385,0,45.0,75.0
386,386,6,32.0,2.0
387,387,6,51.0,49.0
