section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation5,0,529,7,sp2,Simulation5
Simulation5,1,478,6,sp1,Simulation5
Simulation5,2,234,1,sp2,Simulation5
Simulation5,3,64,7,sp2,Simulation5
Simulation5,4,1087,2,sp3,Simulation5
Simulation5,5,743,4,sp4,Simulation5
Simulation5,6,539,0,sp2,Simulation5
Simulation5,7,266,6,sp1,Simulation5
Simulation5,8,963,0,sp4,Simulation5
Simulation5,9,959,5,background,Simulation5
Simulation5,10,462,0,sp2,Simulation5
Simulation5,11,348,3,background,Simulation5
Simulation5,12,806,7,background,Simulation5
Simulation5,13,496,1,sp2,Simulation5
Simulation5,14,652,0,sp3,Simulation5
Simulation5,15,1179,4,sp4,Simulation5
Simulation5,16,861,4,sp4,Simulation5
Simulation5,17,578,0,background,Simulation5
Simulation5,18,63,1,sp2,Simulation5
Simulation5,19,818,4,sp4,Simulation5
Simulation5,20,460,1,sp2,Simulation5
Simulation5,21,798,7,background,Simulation5
Simulation5,22,852,4,sp4,Simulation5
Simulation5,23,142,7,sp2,Simulation5
Simulation5,24,332,0,sp1,Simulation5
Simulation5,25,817,4,sp4,Simulation5
Simulation5,26,725,0,sp3,Simulation5
Simulation5,27,1022,3,background,Simulation5
Simulation5,28,1112,3,background,Simulation5
Simulation5,29,46,6,sp1,Simulation5
Simulation5,30,830,7,sp3,Simulation5
Simulation5,31,1015,2,sp3,Simulation5
Simulation5,32,104,1,sp2,Simulation5
Simulation5,33,1201,5,sp3,Simulation5
Simulation5,34,1220,3,background,Simulation5
Simulation5,35,696,3,background,Simulation5
Simulation5,36,490,1,sp2,Simulation5
Simulation5,37,319,1,sp2,Simulation5
Simulation5,38,893,4,sp4,Simulation5
Simulation5,39,524,1,sp2,Simulation5
Simulation5,40,468,0,background,Simulation5
Simulation5,41,1239,2,sp3,Simulation5
Simulation5,42,992,3,background,Simulation5
Simulation5,43,232,0,sp1,Simulation5
Simulation5,44,61,0,sp2,Simulation5
Simulation5,45,1000,4,sp4,Simulation5
Simulation5,46,79,6,sp1,Simulation5
Simulation5,47,404,6,sp1,Simulation5
Simulation5,48,14,3,background,Simulation5
Simulation5,49,16,3,background,Simulation5
Simulation5,50,626,3,background,Simulation5
Simulation5,51,853,4,sp4,Simulation5
Simulation5,52,821,4,sp4,Simulation5
Simulation5,53,1191,0,sp3,Simulation5
Simulation5,54,1005,3,background,Simulation5
Simulation5,55,592,5,background,Simulation5
Simulation5,56,562,7,sp2,Simulation5
Simulation5,57,1273,0,sp3,Simulation5
Simulation5,58,807,5,background,Simulation5
Simulation5,59,728,7,background,Simulation5
Simulation5,60,452,5,sp2,Simulation5
Simulation5,61,1081,2,sp3,Simulation5
Simulation5,62,1033,0,sp4,Simulation5
Simulation5,63,937,0,sp3,Simulation5
Simulation5,64,600,7,sp2,Simulation5
Simulation5,65,170,1,sp2,Simulation5
Simulation5,66,194,3,background,Simulation5
Simulation5,67,702,4,sp4,Simulation5
Simulation5,68,212,1,sp2,Simulation5
Simulation5,69,450,7,sp2,Simulation5
Simulation5,70,747,4,sp4,Simulation5
Simulation5,71,255,6,sp1,Simulation5
Simulation5,72,1008,5,sp3,Simulation5
Simulation5,73,646,1,sp2,Simulation5
Simulation5,74,120,5,background,Simulation5
Simulation5,75,537,0,sp2,Simulation5
Simulation5,76,96,1,sp2,Simulation5
Simulation5,77,223,6,sp1,Simulation5
Simulation5,78,1,5,background,Simulation5
Simulation5,79,627,3,background,Simulation5
Simulation5,80,837,3,background,Simulation5
Simulation5,81,1116,5,sp3,Simulation5
Simulation5,82,643,7,sp2,Simulation5
Simulation5,83,915,3,background,Simulation5
Simulation5,84,889,4,sp4,Simulation5
Simulation5,85,283,0,sp2,Simulation5
Simulation5,86,878,7,background,Simulation5
Simulation5,87,871,0,sp3,Simulation5
Simulation5,88,519,7,background,Simulation5
Simulation5,89,43,6,sp1,Simulation5
Simulation5,90,1158,2,sp3,Simulation5
Simulation5,91,482,3,background,Simulation5
