section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation1,0,529,7,sp2,Simulation1
Simulation1,1,478,6,sp1,Simulation1
Simulation1,2,234,1,sp2,Simulation1
Simulation1,3,64,7,sp2,Simulation1
Simulation1,4,1087,2,sp3,Simulation1
Simulation1,5,743,4,sp4,Simulation1
Simulation1,6,539,0,sp2,Simulation1
Simulation1,7,266,6,sp1,Simulation1
Simulation1,8,963,0,sp4,Simulation1
Simulation1,9,959,5,background,Simulation1
Simulation1,10,462,0,sp2,Simulation1
Simulation1,11,348,3,background,Simulation1
Simulation1,12,806,7,background,Simulation1
Simulation1,13,496,1,sp2,Simulation1
Simulation1,14,652,0,sp3,Simulation1
Simulation1,15,1179,4,sp4,Simulation1
Simulation1,16,861,4,sp4,Simulation1
Simulation1,17,578,0,background,Simulation1
Simulation1,18,63,1,sp2,Simulation1
Simulation1,19,818,4,sp4,Simulation1
Simulation1,20,460,1,sp2,Simulation1
Simulation1,21,798,7,background,Simulation1
Simulation1,22,852,4,sp4,Simulation1
Simulation1,23,142,7,sp2,Simulation1
Simulation1,24,332,0,sp1,Simulation1
Simulation1,25,817,4,sp4,Simulation1
Simulation1,26,725,0,sp3,Simulation1
Simulation1,27,1022,3,background,Simulation1
Simulation1,28,1112,3,background,Simulation1
Simulation1,29,46,6,sp1,Simulation1
Simulation1,30,830,7,sp3,Simulation1
Simulation1,31,1015,2,sp3,Simulation1
Simulation1,32,104,1,sp2,Simulation1
Simulation1,33,1201,5,sp3,Simulation1
Simulation1,34,1220,3,background,Simulation1
Simulation1,35,696,3,background,Simulation1
Simulation1,36,490,1,sp2,Simulation1
Simulation1,37,319,1,sp2,Simulation1
Simulation1,38,893,4,sp4,Simulation1
Simulation1,39,524,1,sp2,Simulation1
Simulation1,40,468,0,background,Simulation1
Simulation1,41,1239,2,sp3,Simulation1
Simulation1,42,992,3,background,Simulation1
Simulation1,43,232,0,sp1,Simulation1
Simulation1,44,61,0,sp2,Simulation1
Simulation1,45,1000,4,sp4,Simulation1
Simulation1,46,79,6,sp1,Simulation1
Simulation1,47,404,6,sp1,Simulation1
Simulation1,48,14,3,background,Simulation1
Simulation1,49,16,3,background,Simulation1
Simulation1,50,626,3,background,Simulation1
Simulation1,51,853,4,sp4,Simulation1
Simulation1,52,821,4,sp4,Simulation1
Simulation1,53,1191,0,sp3,Simulation1
Simulation1,54,1005,3,background,Simulation1
Simulation1,55,592,5,background,Simulation1
Simulation1,56,562,7,sp2,Simulation1
Simulation1,57,1273,0,sp3,Simulation1
Simulation1,58,807,5,background,Simulation1
Simulation1,59,728,7,background,Simulation1
Simulation1,60,452,5,sp2,Simulation1
Simulation1,61,1081,2,sp3,Simulation1
Simulation1,62,1033,0,sp4,Simulation1
Simulation1,63,937,0,sp3,Simulation1
Simulation1,64,600,7,sp2,Simulation1
Simulation1,65,170,1,sp2,Simulation1
Simulation1,66,194,3,background,Simulation1
Simulation1,67,702,4,sp4,Simulation1
Simulation1,68,212,1,sp2,Simulation1
Simulation1,69,450,7,sp2,Simulation1
Simulation1,70,747,4,sp4,Simulation1
Simulation1,71,255,6,sp1,Simulation1
Simulation1,72,1008,5,sp3,Simulation1
Simulation1,73,646,1,sp2,Simulation1
Simulation1,74,120,5,background,Simulation1
Simulation1,75,537,0,sp2,Simulation1
Simulation1,76,96,1,sp2,Simulation1
Simulation1,77,223,6,sp1,Simulation1
Simulation1,78,1,5,background,Simulation1
Simulation1,79,627,3,background,Simulation1
Simulation1,80,837,3,background,Simulation1
Simulation1,81,1116,5,sp3,Simulation1
Simulation1,82,643,7,sp2,Simulation1
Simulation1,83,915,3,background,Simulation1
Simulation1,84,889,4,sp4,Simulation1
Simulation1,85,283,0,sp2,Simulation1
Simulation1,86,878,7,background,Simulation1
Simulation1,87,871,0,sp3,Simulation1
Simulation1,88,519,7,background,Simulation1
Simulation1,89,43,6,sp1,Simulation1
Simulation1,90,1158,2,sp3,Simulation1
Simulation1,91,482,3,background,Simulation1
Simulation1,92,800,3,background,Simulation1
Simulation1,93,169,1,sp2,Simulation1
Simulation1,94,347,0,sp2,Simulation1
Simulation1,95,53,0,background,Simulation1
Simulation1,96,710,4,sp4,Simulation1
Simulation1,97,422,3,background,Simulation1
Simulation1,98,15,3,background,Simulation1
Simulation1,99,412,6,sp1,Simulation1
Simulation1,100,220,0,sp1,Simulation1
Simulation1,101,1006,3,background,Simulation1
Simulation1,102,926,4,sp4,Simulation1
Simulation1,103,1194,0,sp3,Simulation1
Simulation1,104,306,1,sp2,Simulation1
Simulation1,105,463,7,sp2,Simulation1
Simulation1,106,772,5,background,Simulation1
Simulation1,107,440,6,sp1,Simulation1
Simulation1,108,1262,2,sp3,Simulation1
Simulation1,109,826,4,sp4,Simulation1
Simulation1,110,98,1,sp2,Simulation1
Simulation1,111,1206,7,background,Simulation1
Simulation1,112,95,1,sp2,Simulation1
Simulation1,113,877,5,background,Simulation1
Simulation1,114,1280,3,background,Simulation1
Simulation1,115,403,6,sp1,Simulation1
Simulation1,116,5,3,background,Simulation1
Simulation1,117,372,6,sp1,Simulation1
Simulation1,118,917,3,background,Simulation1
Simulation1,119,277,5,background,Simulation1
Simulation1,120,388,0,background,Simulation1
Simulation1,121,153,0,sp1,Simulation1
Simulation1,122,1141,4,sp4,Simulation1
Simulation1,123,102,1,sp2,Simulation1
Simulation1,124,908,0,sp3,Simulation1
Simulation1,125,634,1,sp2,Simulation1
Simulation1,126,35,1,sp2,Simulation1
Simulation1,127,909,0,sp3,Simulation1
Simulation1,128,1233,7,sp3,Simulation1
Simulation1,129,26,7,sp2,Simulation1
Simulation1,130,1040,0,background,Simulation1
Simulation1,131,497,1,sp2,Simulation1
Simulation1,132,436,3,background,Simulation1
Simulation1,133,159,3,background,Simulation1
Simulation1,134,695,0,background,Simulation1
Simulation1,135,1150,3,background,Simulation1
Simulation1,136,732,3,background,Simulation1
Simulation1,137,1182,3,background,Simulation1
Simulation1,138,438,6,sp1,Simulation1
Simulation1,139,804,3,background,Simulation1
Simulation1,140,534,7,sp2,Simulation1
Simulation1,141,322,1,sp2,Simulation1
Simulation1,142,567,0,sp2,Simulation1
Simulation1,143,801,0,background,Simulation1
Simulation1,144,1053,2,sp3,Simulation1
Simulation1,145,97,1,sp2,Simulation1
Simulation1,146,165,1,sp2,Simulation1
Simulation1,147,1105,0,sp4,Simulation1
Simulation1,148,1269,2,sp3,Simulation1
Simulation1,149,213,1,sp2,Simulation1
Simulation1,150,685,7,sp3,Simulation1
Simulation1,151,1142,4,sp4,Simulation1
Simulation1,152,633,0,sp2,Simulation1
Simulation1,153,588,3,background,Simulation1
Simulation1,154,940,0,sp3,Simulation1
Simulation1,155,1240,2,sp3,Simulation1
Simulation1,156,824,4,sp4,Simulation1
Simulation1,157,32,5,sp2,Simulation1
Simulation1,158,675,4,sp4,Simulation1
Simulation1,159,402,6,sp1,Simulation1
Simulation1,160,353,3,background,Simulation1
Simulation1,161,668,4,sp4,Simulation1
Simulation1,162,376,0,sp1,Simulation1
Simulation1,163,1275,2,sp3,Simulation1
Simulation1,164,1013,7,sp3,Simulation1
Simulation1,165,881,3,background,Simulation1
Simulation1,166,1011,2,sp3,Simulation1
Simulation1,167,933,5,background,Simulation1
Simulation1,168,483,7,background,Simulation1
Simulation1,169,869,2,sp3,Simulation1
Simulation1,170,486,1,sp2,Simulation1
Simulation1,171,302,6,sp1,Simulation1
Simulation1,172,602,0,sp2,Simulation1
Simulation1,173,1216,4,sp4,Simulation1
Simulation1,174,1119,7,sp3,Simulation1
Simulation1,175,1177,4,sp4,Simulation1
Simulation1,176,361,6,sp1,Simulation1
Simulation1,177,1293,0,background,Simulation1
Simulation1,178,546,6,sp1,Simulation1
Simulation1,179,267,6,sp1,Simulation1
Simulation1,180,552,3,background,Simulation1
Simulation1,181,151,0,sp1,Simulation1
Simulation1,182,1282,3,background,Simulation1
Simulation1,183,244,7,background,Simulation1
Simulation1,184,1286,0,sp4,Simulation1
Simulation1,185,407,6,sp1,Simulation1
Simulation1,186,1189,0,sp3,Simulation1
Simulation1,187,1207,5,background,Simulation1
Simulation1,188,1163,2,sp3,Simulation1
Simulation1,189,51,5,background,Simulation1
Simulation1,190,259,0,sp1,Simulation1
Simulation1,191,842,7,background,Simulation1
Simulation1,192,682,0,sp4,Simulation1
Simulation1,193,1217,0,sp4,Simulation1
Simulation1,194,73,3,background,Simulation1
Simulation1,195,556,0,background,Simulation1
Simulation1,196,509,3,background,Simulation1
Simulation1,197,1222,3,background,Simulation1
Simulation1,198,1021,0,background,Simulation1
Simulation1,199,346,7,sp2,Simulation1
Simulation1,200,1068,4,sp4,Simulation1
Simulation1,201,160,0,background,Simulation1
Simulation1,202,1043,3,background,Simulation1
Simulation1,203,473,5,background,Simulation1
Simulation1,204,401,6,sp1,Simulation1
Simulation1,205,1044,2,sp3,Simulation1
Simulation1,206,611,1,sp2,Simulation1
Simulation1,207,437,3,background,Simulation1
Simulation1,208,699,0,background,Simulation1
Simulation1,209,840,3,background,Simulation1
Simulation1,210,902,2,sp3,Simulation1
Simulation1,211,974,2,sp3,Simulation1
Simulation1,212,949,3,background,Simulation1
Simulation1,213,1274,2,sp3,Simulation1
Simulation1,214,136,1,sp2,Simulation1
Simulation1,215,720,0,sp3,Simulation1
Simulation1,216,50,7,background,Simulation1
Simulation1,217,709,4,sp4,Simulation1
Simulation1,218,885,5,background,Simulation1
Simulation1,219,785,0,sp4,Simulation1
Simulation1,220,555,7,background,Simulation1
Simulation1,221,765,3,background,Simulation1
Simulation1,222,664,3,background,Simulation1
Simulation1,223,721,2,sp3,Simulation1
Simulation1,224,605,1,sp2,Simulation1
Simulation1,225,421,3,background,Simulation1
Simulation1,226,564,7,sp2,Simulation1
Simulation1,227,318,5,sp2,Simulation1
Simulation1,228,42,6,sp1,Simulation1
Simulation1,229,510,6,sp1,Simulation1
Simulation1,230,658,3,background,Simulation1
Simulation1,231,1226,7,sp3,Simulation1
Simulation1,232,199,1,sp2,Simulation1
Simulation1,233,912,0,background,Simulation1
Simulation1,234,257,0,sp1,Simulation1
Simulation1,235,94,1,sp2,Simulation1
Simulation1,236,1089,0,sp3,Simulation1
Simulation1,237,1091,7,sp3,Simulation1
Simulation1,238,845,0,background,Simulation1
Simulation1,239,819,0,sp4,Simulation1
Simulation1,240,1192,7,sp3,Simulation1
Simulation1,241,655,5,background,Simulation1
Simulation1,242,127,1,sp2,Simulation1
Simulation1,243,517,5,background,Simulation1
Simulation1,244,999,4,sp4,Simulation1
Simulation1,245,735,7,background,Simulation1
Simulation1,246,518,3,background,Simulation1
Simulation1,247,984,0,background,Simulation1
Simulation1,248,258,0,sp1,Simulation1
Simulation1,249,1147,0,background,Simulation1
Simulation1,250,775,0,sp4,Simulation1
Simulation1,251,1138,7,background,Simulation1
Simulation1,252,665,0,background,Simulation1
Simulation1,253,369,6,sp1,Simulation1
Simulation1,254,1036,4,sp4,Simulation1
Simulation1,255,986,3,background,Simulation1
Simulation1,256,829,2,sp3,Simulation1
Simulation1,257,81,6,sp1,Simulation1
Simulation1,258,692,3,background,Simulation1
Simulation1,259,619,6,sp1,Simulation1
Simulation1,260,904,2,sp3,Simulation1
Simulation1,261,761,7,sp3,Simulation1
Simulation1,262,1001,4,sp4,Simulation1
Simulation1,263,647,1,sp2,Simulation1
Simulation1,264,375,6,sp1,Simulation1
Simulation1,265,566,1,sp2,Simulation1
Simulation1,266,1029,3,background,Simulation1
Simulation1,267,1251,4,sp4,Simulation1
Simulation1,268,639,1,sp2,Simulation1
Simulation1,269,23,5,sp2,Simulation1
Simulation1,270,859,4,sp4,Simulation1
Simulation1,271,17,0,background,Simulation1
Simulation1,272,557,3,background,Simulation1
Simulation1,273,1161,2,sp3,Simulation1
Simulation1,274,1067,3,background,Simulation1
Simulation1,275,714,4,sp4,Simulation1
Simulation1,276,334,6,sp1,Simulation1
Simulation1,277,299,0,sp1,Simulation1
Simulation1,278,894,7,background,Simulation1
Simulation1,279,124,0,background,Simulation1
Simulation1,280,313,7,background,Simulation1
Simulation1,281,420,3,background,Simulation1
Simulation1,282,1130,2,sp3,Simulation1
Simulation1,283,30,1,sp2,Simulation1
Simulation1,284,1122,2,sp3,Simulation1
Simulation1,285,1140,4,sp4,Simulation1
Simulation1,286,113,5,background,Simulation1
Simulation1,287,1133,0,sp3,Simulation1
Simulation1,288,114,6,sp1,Simulation1
Simulation1,289,1258,0,background,Simulation1
Simulation1,290,36,5,background,Simulation1
Simulation1,291,3,7,background,Simulation1
Simulation1,292,876,3,background,Simulation1
Simulation1,293,1294,7,background,Simulation1
Simulation1,294,206,1,sp2,Simulation1
Simulation1,295,271,1,sp2,Simulation1
Simulation1,296,1243,3,background,Simulation1
Simulation1,297,247,1,sp2,Simulation1
Simulation1,298,457,7,sp2,Simulation1
Simulation1,299,253,6,sp1,Simulation1
Simulation1,300,201,0,sp2,Simulation1
Simulation1,301,1070,4,sp4,Simulation1
Simulation1,302,297,6,sp1,Simulation1
Simulation1,303,85,3,background,Simulation1
Simulation1,304,311,5,sp2,Simulation1
Simulation1,305,145,7,background,Simulation1
Simulation1,306,690,3,background,Simulation1
Simulation1,307,1281,0,background,Simulation1
Simulation1,308,848,4,sp4,Simulation1
Simulation1,309,502,1,sp2,Simulation1
Simulation1,310,272,1,sp2,Simulation1
Simulation1,311,435,5,background,Simulation1
Simulation1,312,264,6,sp1,Simulation1
Simulation1,313,865,2,sp3,Simulation1
Simulation1,314,1078,7,background,Simulation1
Simulation1,315,330,0,sp1,Simulation1
Simulation1,316,895,5,background,Simulation1
Simulation1,317,671,4,sp4,Simulation1
Simulation1,318,349,5,background,Simulation1
Simulation1,319,137,1,sp2,Simulation1
Simulation1,320,130,1,sp2,Simulation1
Simulation1,321,233,6,sp1,Simulation1
Simulation1,322,993,0,background,Simulation1
Simulation1,323,423,3,background,Simulation1
Simulation1,324,1205,0,sp3,Simulation1
Simulation1,325,191,6,sp1,Simulation1
Simulation1,326,1113,0,background,Simulation1
Simulation1,327,31,1,sp2,Simulation1
Simulation1,328,242,0,background,Simulation1
Simulation1,329,22,1,sp2,Simulation1
Simulation1,330,477,0,sp1,Simulation1
Simulation1,331,831,2,sp3,Simulation1
Simulation1,332,723,2,sp3,Simulation1
Simulation1,333,156,0,background,Simulation1
Simulation1,334,1004,5,background,Simulation1
Simulation1,335,657,3,background,Simulation1
Simulation1,336,777,4,sp4,Simulation1
Simulation1,337,927,4,sp4,Simulation1
Simulation1,338,409,0,sp1,Simulation1
Simulation1,339,333,0,sp1,Simulation1
Simulation1,340,286,7,sp2,Simulation1
Simulation1,341,962,4,sp4,Simulation1
Simulation1,342,686,7,sp3,Simulation1
