section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation2,0,529,7,sp2,Simulation2
Simulation2,1,478,6,sp1,Simulation2
Simulation2,2,234,1,sp2,Simulation2
Simulation2,3,64,7,sp2,Simulation2
Simulation2,4,1087,2,sp3,Simulation2
Simulation2,5,743,4,sp4,Simulation2
Simulation2,6,539,0,sp2,Simulation2
Simulation2,7,266,6,sp1,Simulation2
Simulation2,8,963,0,sp4,Simulation2
Simulation2,9,959,5,background,Simulation2
Simulation2,10,462,0,sp2,Simulation2
Simulation2,11,348,3,background,Simulation2
Simulation2,12,806,7,background,Simulation2
Simulation2,13,496,1,sp2,Simulation2
Simulation2,14,652,0,sp3,Simulation2
Simulation2,15,1179,4,sp4,Simulation2
Simulation2,16,861,4,sp4,Simulation2
Simulation2,17,578,0,background,Simulation2
Simulation2,18,63,1,sp2,Simulation2
Simulation2,19,818,4,sp4,Simulation2
Simulation2,20,460,1,sp2,Simulation2
Simulation2,21,798,7,background,Simulation2
Simulation2,22,852,4,sp4,Simulation2
Simulation2,23,142,7,sp2,Simulation2
Simulation2,24,332,0,sp1,Simulation2
Simulation2,25,817,4,sp4,Simulation2
Simulation2,26,725,0,sp3,Simulation2
Simulation2,27,1022,3,background,Simulation2
Simulation2,28,1112,3,background,Simulation2
Simulation2,29,46,6,sp1,Simulation2
Simulation2,30,830,7,sp3,Simulation2
Simulation2,31,1015,2,sp3,Simulation2
Simulation2,32,104,1,sp2,Simulation2
Simulation2,33,1201,5,sp3,Simulation2
Simulation2,34,1220,3,background,Simulation2
Simulation2,35,696,3,background,Simulation2
Simulation2,36,490,1,sp2,Simulation2
Simulation2,37,319,1,sp2,Simulation2
Simulation2,38,893,4,sp4,Simulation2
Simulation2,39,524,1,sp2,Simulation2
Simulation2,40,468,0,background,Simulation2
Simulation2,41,1239,2,sp3,Simulation2
Simulation2,42,992,3,background,Simulation2
Simulation2,43,232,0,sp1,Simulation2
Simulation2,44,61,0,sp2,Simulation2
Simulation2,45,1000,4,sp4,Simulation2
Simulation2,46,79,6,sp1,Simulation2
Simulation2,47,404,6,sp1,Simulation2
Simulation2,48,14,3,background,Simulation2
Simulation2,49,16,3,background,Simulation2
Simulation2,50,626,3,background,Simulation2
Simulation2,51,853,4,sp4,Simulation2
Simulation2,52,821,4,sp4,Simulation2
Simulation2,53,1191,0,sp3,Simulation2
Simulation2,54,1005,3,background,Simulation2
Simulation2,55,592,5,background,Simulation2
Simulation2,56,562,7,sp2,Simulation2
Simulation2,57,1273,0,sp3,Simulation2
Simulation2,58,807,5,background,Simulation2
Simulation2,59,728,7,background,Simulation2
Simulation2,60,452,5,sp2,Simulation2
Simulation2,61,1081,2,sp3,Simulation2
Simulation2,62,1033,0,sp4,Simulation2
Simulation2,63,937,0,sp3,Simulation2
Simulation2,64,600,7,sp2,Simulation2
Simulation2,65,170,1,sp2,Simulation2
Simulation2,66,194,3,background,Simulation2
Simulation2,67,702,4,sp4,Simulation2
Simulation2,68,212,1,sp2,Simulation2
Simulation2,69,450,7,sp2,Simulation2
Simulation2,70,747,4,sp4,Simulation2
Simulation2,71,255,6,sp1,Simulation2
Simulation2,72,1008,5,sp3,Simulation2
Simulation2,73,646,1,sp2,Simulation2
Simulation2,74,120,5,background,Simulation2
Simulation2,75,537,0,sp2,Simulation2
Simulation2,76,96,1,sp2,Simulation2
Simulation2,77,223,6,sp1,Simulation2
Simulation2,78,1,5,background,Simulation2
Simulation2,79,627,3,background,Simulation2
Simulation2,80,837,3,background,Simulation2
Simulation2,81,1116,5,sp3,Simulation2
Simulation2,82,643,7,sp2,Simulation2
Simulation2,83,915,3,background,Simulation2
Simulation2,84,889,4,sp4,Simulation2
Simulation2,85,283,0,sp2,Simulation2
Simulation2,86,878,7,background,Simulation2
Simulation2,87,871,0,sp3,Simulation2
Simulation2,88,519,7,background,Simulation2
Simulation2,89,43,6,sp1,Simulation2
Simulation2,90,1158,2,sp3,Simulation2
Simulation2,91,482,3,background,Simulation2
Simulation2,92,800,3,background,Simulation2
Simulation2,93,169,1,sp2,Simulation2
Simulation2,94,347,0,sp2,Simulation2
Simulation2,95,53,0,background,Simulation2
Simulation2,96,710,4,sp4,Simulation2
Simulation2,97,422,3,background,Simulation2
Simulation2,98,15,3,background,Simulation2
Simulation2,99,412,6,sp1,Simulation2
Simulation2,100,220,0,sp1,Simulation2
Simulation2,101,1006,3,background,Simulation2
Simulation2,102,926,4,sp4,Simulation2
Simulation2,103,1194,0,sp3,Simulation2
Simulation2,104,306,1,sp2,Simulation2
Simulation2,105,463,7,sp2,Simulation2
Simulation2,106,772,5,background,Simulation2
Simulation2,107,440,6,sp1,Simulation2
Simulation2,108,1262,2,sp3,Simulation2
Simulation2,109,826,4,sp4,Simulation2
