section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation3,0,529,7,sp2,Simulation3
Simulation3,1,478,6,sp1,Simulation3
Simulation3,2,234,1,sp2,Simulation3
Simulation3,3,64,7,sp2,Simulation3
Simulation3,4,1087,2,sp3,Simulation3
Simulation3,5,743,4,sp4,Simulation3
Simulation3,6,539,0,sp2,Simulation3
Simulation3,7,266,6,sp1,Simulation3
Simulation3,8,963,0,sp4,Simulation3
Simulation3,9,959,5,background,Simulation3
Simulation3,10,462,0,sp2,Simulation3
Simulation3,11,348,3,background,Simulation3
Simulation3,12,806,7,background,Simulation3
Simulation3,13,496,1,sp2,Simulation3
Simulation3,14,652,0,sp3,Simulation3
Simulation3,15,1179,4,sp4,Simulation3
Simulation3,16,861,4,sp4,Simulation3
Simulation3,17,578,0,background,Simulation3
Simulation3,18,63,1,sp2,Simulation3
Simulation3,19,818,4,sp4,Simulation3
Simulation3,20,460,1,sp2,Simulation3
Simulation3,21,798,7,background,Simulation3
Simulation3,22,852,4,sp4,Simulation3
Simulation3,23,142,7,sp2,Simulation3
Simulation3,24,332,0,sp1,Simulation3
Simulation3,25,817,4,sp4,Simulation3
Simulation3,26,725,0,sp3,Simulation3
Simulation3,27,1022,3,background,Simulation3
Simulation3,28,1112,3,background,Simulation3
Simulation3,29,46,6,sp1,Simulation3
Simulation3,30,830,7,sp3,Simulation3
Simulation3,31,1015,2,sp3,Simulation3
Simulation3,32,104,1,sp2,Simulation3
Simulation3,33,1201,5,sp3,Simulation3
Simulation3,34,1220,3,background,Simulation3
Simulation3,35,696,3,background,Simulation3
Simulation3,36,490,1,sp2,Simulation3
Simulation3,37,319,1,sp2,Simulation3
Simulation3,38,893,4,sp4,Simulation3
Simulation3,39,524,1,sp2,Simulation3
Simulation3,40,468,0,background,Simulation3
Simulation3,41,1239,2,sp3,Simulation3
Simulation3,42,992,3,background,Simulation3
Simulation3,43,232,0,sp1,Simulation3
Simulation3,44,61,0,sp2,Simulation3
Simulation3,45,1000,4,sp4,Simulation3
Simulation3,46,79,6,sp1,Simulation3
Simulation3,47,404,6,sp1,Simulation3
Simulation3,48,14,3,background,Simulation3
Simulation3,49,16,3,background,Simulation3
Simulation3,50,626,3,background,Simulation3
Simulation3,51,853,4,sp4,Simulation3
Simulation3,52,821,4,sp4,Simulation3
Simulation3,53,1191,0,sp3,Simulation3
Simulation3,54,1005,3,background,Simulation3
Simulation3,55,592,5,background,Simulation3
Simulation3,56,562,7,sp2,Simulation3
Simulation3,57,1273,0,sp3,Simulation3
Simulation3,58,807,5,background,Simulation3
Simulation3,59,728,7,background,Simulation3
Simulation3,60,452,5,sp2,Simulation3
Simulation3,61,1081,2,sp3,Simulation3
Simulation3,62,1033,0,sp4,Simulation3
Simulation3,63,937,0,sp3,Simulation3
Simulation3,64,600,7,sp2,Simulation3
Simulation3,65,170,1,sp2,Simulation3
Simulation3,66,194,3,background,Simulation3
Simulation3,67,702,4,sp4,Simulation3
Simulation3,68,212,1,sp2,Simulation3
Simulation3,69,450,7,sp2,Simulation3
Simulation3,70,747,4,sp4,Simulation3
Simulation3,71,255,6,sp1,Simulation3
Simulation3,72,1008,5,sp3,Simulation3
Simulation3,73,646,1,sp2,Simulation3
Simulation3,74,120,5,background,Simulation3
Simulation3,75,537,0,sp2,Simulation3
Simulation3,76,96,1,sp2,Simulation3
Simulation3,77,223,6,sp1,Simulation3
Simulation3,78,1,5,background,Simulation3
Simulation3,79,627,3,background,Simulation3
Simulation3,80,837,3,background,Simulation3
Simulation3,81,1116,5,sp3,Simulation3
Simulation3,82,643,7,sp2,Simulation3
Simulation3,83,915,3,background,Simulation3
Simulation3,84,889,4,sp4,Simulation3
Simulation3,85,283,0,sp2,Simulation3
Simulation3,86,878,7,background,Simulation3
Simulation3,87,871,0,sp3,Simulation3
Simulation3,88,519,7,background,Simulation3
Simulation3,89,43,6,sp1,Simulation3
Simulation3,90,1158,2,sp3,Simulation3
Simulation3,91,482,3,background,Simulation3
Simulation3,92,800,3,background,Simulation3
Simulation3,93,169,1,sp2,Simulation3
Simulation3,94,347,0,sp2,Simulation3
Simulation3,95,53,0,background,Simulation3
Simulation3,96,710,4,sp4,Simulation3
Simulation3,97,422,3,background,Simulation3
Simulation3,98,15,3,background,Simulation3
Simulation3,99,412,6,sp1,Simulation3
Simulation3,100,220,0,sp1,Simulation3
Simulation3,101,1006,3,background,Simulation3
Simulation3,102,926,4,sp4,Simulation3
Simulation3,103,1194,0,sp3,Simulation3
Simulation3,104,306,1,sp2,Simulation3
Simulation3,105,463,7,sp2,Simulation3
Simulation3,106,772,5,background,Simulation3
Simulation3,107,440,6,sp1,Simulation3
Simulation3,108,1262,2,sp3,Simulation3
Simulation3,109,826,4,sp4,Simulation3
Simulation3,110,98,1,sp2,Simulation3
Simulation3,111,1206,7,background,Simulation3
Simulation3,112,95,1,sp2,Simulation3
Simulation3,113,877,5,background,Simulation3
Simulation3,114,1280,3,background,Simulation3
Simulation3,115,403,6,sp1,Simulation3
Simulation3,116,5,3,background,Simulation3
Simulation3,117,372,6,sp1,Simulation3
Simulation3,118,917,3,background,Simulation3
Simulation3,119,277,5,background,Simulation3
Simulation3,120,388,0,background,Simulation3
Simulation3,121,153,0,sp1,Simulation3
Simulation3,122,1141,4,sp4,Simulation3
Simulation3,123,102,1,sp2,Simulation3
Simulation3,124,908,0,sp3,Simulation3
Simulation3,125,634,1,sp2,Simulation3
Simulation3,126,35,1,sp2,Simulation3
Simulation3,127,909,0,sp3,Simulation3
Simulation3,128,1233,7,sp3,Simulation3
Simulation3,129,26,7,sp2,Simulation3
Simulation3,130,1040,0,background,Simulation3
Simulation3,131,497,1,sp2,Simulation3
Simulation3,132,436,3,background,Simulation3
Simulation3,133,159,3,background,Simulation3
Simulation3,134,695,0,background,Simulation3
Simulation3,135,1150,3,background,Simulation3
Simulation3,136,732,3,background,Simulation3
Simulation3,137,1182,3,background,Simulation3
Simulation3,138,438,6,sp1,Simulation3
Simulation3,139,804,3,background,Simulation3
Simulation3,140,534,7,sp2,Simulation3
Simulation3,141,322,1,sp2,Simulation3
Simulation3,142,567,0,sp2,Simulation3
Simulation3,143,801,0,background,Simulation3
Simulation3,144,1053,2,sp3,Simulation3
Simulation3,145,97,1,sp2,Simulation3
Simulation3,146,165,1,sp2,Simulation3
Simulation3,147,1105,0,sp4,Simulation3
Simulation3,148,1269,2,sp3,Simulation3
Simulation3,149,213,1,sp2,Simulation3
Simulation3,150,685,7,sp3,Simulation3
Simulation3,151,1142,4,sp4,Simulation3
Simulation3,152,633,0,sp2,Simulation3
Simulation3,153,588,3,background,Simulation3
Simulation3,154,940,0,sp3,Simulation3
Simulation3,155,1240,2,sp3,Simulation3
Simulation3,156,824,4,sp4,Simulation3
Simulation3,157,32,5,sp2,Simulation3
Simulation3,158,675,4,sp4,Simulation3
Simulation3,159,402,6,sp1,Simulation3
Simulation3,160,353,3,background,Simulation3
Simulation3,161,668,4,sp4,Simulation3
Simulation3,162,376,0,sp1,Simulation3
Simulation3,163,1275,2,sp3,Simulation3
Simulation3,164,1013,7,sp3,Simulation3
Simulation3,165,881,3,background,Simulation3
Simulation3,166,1011,2,sp3,Simulation3
Simulation3,167,933,5,background,Simulation3
Simulation3,168,483,7,background,Simulation3
Simulation3,169,869,2,sp3,Simulation3
Simulation3,170,486,1,sp2,Simulation3
Simulation3,171,302,6,sp1,Simulation3
Simulation3,172,602,0,sp2,Simulation3
Simulation3,173,1216,4,sp4,Simulation3
Simulation3,174,1119,7,sp3,Simulation3
Simulation3,175,1177,4,sp4,Simulation3
Simulation3,176,361,6,sp1,Simulation3
Simulation3,177,1293,0,background,Simulation3
Simulation3,178,546,6,sp1,Simulation3
Simulation3,179,267,6,sp1,Simulation3
Simulation3,180,552,3,background,Simulation3
Simulation3,181,151,0,sp1,Simulation3
Simulation3,182,1282,3,background,Simulation3
Simulation3,183,244,7,background,Simulation3
Simulation3,184,1286,0,sp4,Simulation3
Simulation3,185,407,6,sp1,Simulation3
Simulation3,186,1189,0,sp3,Simulation3
Simulation3,187,1207,5,background,Simulation3
Simulation3,188,1163,2,sp3,Simulation3
Simulation3,189,51,5,background,Simulation3
Simulation3,190,259,0,sp1,Simulation3
Simulation3,191,842,7,background,Simulation3
Simulation3,192,682,0,sp4,Simulation3
Simulation3,193,1217,0,sp4,Simulation3
Simulation3,194,73,3,background,Simulation3
Simulation3,195,556,0,background,Simulation3
Simulation3,196,509,3,background,Simulation3
Simulation3,197,1222,3,background,Simulation3
Simulation3,198,1021,0,background,Simulation3
Simulation3,199,346,7,sp2,Simulation3
Simulation3,200,1068,4,sp4,Simulation3
Simulation3,201,160,0,background,Simulation3
Simulation3,202,1043,3,background,Simulation3
Simulation3,203,473,5,background,Simulation3
Simulation3,204,401,6,sp1,Simulation3
Simulation3,205,1044,2,sp3,Simulation3
Simulation3,206,611,1,sp2,Simulation3
Simulation3,207,437,3,background,Simulation3
Simulation3,208,699,0,background,Simulation3
Simulation3,209,840,3,background,Simulation3
Simulation3,210,902,2,sp3,Simulation3
Simulation3,211,974,2,sp3,Simulation3
Simulation3,212,949,3,background,Simulation3
Simulation3,213,1274,2,sp3,Simulation3
Simulation3,214,136,1,sp2,Simulation3
Simulation3,215,720,0,sp3,Simulation3
Simulation3,216,50,7,background,Simulation3
Simulation3,217,709,4,sp4,Simulation3
Simulation3,218,885,5,background,Simulation3
Simulation3,219,785,0,sp4,Simulation3
Simulation3,220,555,7,background,Simulation3
Simulation3,221,765,3,background,Simulation3
Simulation3,222,664,3,background,Simulation3
Simulation3,223,721,2,sp3,Simulation3
Simulation3,224,605,1,sp2,Simulation3
Simulation3,225,421,3,background,Simulation3
Simulation3,226,564,7,sp2,Simulation3
Simulation3,227,318,5,sp2,Simulation3
Simulation3,228,42,6,sp1,Simulation3
Simulation3,229,510,6,sp1,Simulation3
Simulation3,230,658,3,background,Simulation3
Simulation3,231,1226,7,sp3,Simulation3
Simulation3,232,199,1,sp2,Simulation3
Simulation3,233,912,0,background,Simulation3
Simulation3,234,257,0,sp1,Simulation3
Simulation3,235,94,1,sp2,Simulation3
Simulation3,236,1089,0,sp3,Simulation3
Simulation3,237,1091,7,sp3,Simulation3
Simulation3,238,845,0,background,Simulation3
Simulation3,239,819,0,sp4,Simulation3
Simulation3,240,1192,7,sp3,Simulation3
Simulation3,241,655,5,background,Simulation3
Simulation3,242,127,1,sp2,Simulation3
Simulation3,243,517,5,background,Simulation3
Simulation3,244,999,4,sp4,Simulation3
Simulation3,245,735,7,background,Simulation3
Simulation3,246,518,3,background,Simulation3
Simulation3,247,984,0,background,Simulation3
Simulation3,248,258,0,sp1,Simulation3
Simulation3,249,1147,0,background,Simulation3
Simulation3,250,775,0,sp4,Simulation3
Simulation3,251,1138,7,background,Simulation3
Simulation3,252,665,0,background,Simulation3
Simulation3,253,369,6,sp1,Simulation3
Simulation3,254,1036,4,sp4,Simulation3
Simulation3,255,986,3,background,Simulation3
Simulation3,256,829,2,sp3,Simulation3
Simulation3,257,81,6,sp1,Simulation3
Simulation3,258,692,3,background,Simulation3
Simulation3,259,619,6,sp1,Simulation3
Simulation3,260,904,2,sp3,Simulation3
Simulation3,261,761,7,sp3,Simulation3
Simulation3,262,1001,4,sp4,Simulation3
Simulation3,263,647,1,sp2,Simulation3
Simulation3,264,375,6,sp1,Simulation3
Simulation3,265,566,1,sp2,Simulation3
Simulation3,266,1029,3,background,Simulation3
Simulation3,267,1251,4,sp4,Simulation3
Simulation3,268,639,1,sp2,Simulation3
Simulation3,269,23,5,sp2,Simulation3
Simulation3,270,859,4,sp4,Simulation3
Simulation3,271,17,0,background,Simulation3
Simulation3,272,557,3,background,Simulation3
Simulation3,273,1161,2,sp3,Simulation3
Simulation3,274,1067,3,background,Simulation3
Simulation3,275,714,4,sp4,Simulation3
Simulation3,276,334,6,sp1,Simulation3
Simulation3,277,299,0,sp1,Simulation3
Simulation3,278,894,7,background,Simulation3
Simulation3,279,124,0,background,Simulation3
Simulation3,280,313,7,background,Simulation3
Simulation3,281,420,3,background,Simulation3
Simulation3,282,1130,2,sp3,Simulation3
Simulation3,283,30,1,sp2,Simulation3
Simulation3,284,1122,2,sp3,Simulation3
Simulation3,285,1140,4,sp4,Simulation3
Simulation3,286,113,5,background,Simulation3
Simulation3,287,1133,0,sp3,Simulation3
Simulation3,288,114,6,sp1,Simulation3
Simulation3,289,1258,0,background,Simulation3
Simulation3,290,36,5,background,Simulation3
Simulation3,291,3,7,background,Simulation3
Simulation3,292,876,3,background,Simulation3
