section,cluster,count,fraction
Human_Lymph_Node_A1,0,352,0.1010332950631458
Human_Lymph_Node_A1,1,356,0.10218140068886337
Human_Lymph_Node_A1,2,150,0.04305396096440873
Human_Lymph_Node_A1,3,444,0.12743972445464982
Human_Lymph_Node_A1,4,174,0.04994259471871412
Human_Lymph_Node_A1,5,260,0.07462686567164178
Human_Lymph_Node_A1,6,382,0.10964408725602756
Human_Lymph_Node_A1,7,404,0.11595866819747416
Human_Lymph_Node_A1,8,321,0.09213547646383467
Human_Lymph_Node_A1,9,134,0.038461538461538464
Human_Lymph_Node_A1,10,343,0.09845005740528129
Human_Lymph_Node_A1,11,164,0.04707233065442021
Human_Lymph_Node_D1,0,361,0.10747246204227448
Human_Lymph_Node_D1,1,341,0.10151830902054183
Human_Lymph_Node_D1,2,222,0.0660910985412325
Human_Lymph_Node_D1,3,196,0.058350699612980055
Human_Lymph_Node_D1,4,157,0.04674010122060137
Human_Lymph_Node_D1,5,81,0.024114319738017267
Human_Lymph_Node_D1,6,350,0.10419767788032153
Human_Lymph_Node_D1,7,490,0.14587674903245013
Human_Lymph_Node_D1,8,422,0.1256326287585591
Human_Lymph_Node_D1,9,359,0.10687704674010122
Human_Lymph_Node_D1,10,261,0.07770169693361119
Human_Lymph_Node_D1,11,119,0.035427210479309315
