section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation1,0,529,2,sp2,Simulation1
Simulation1,1,478,1,sp1,Simulation1
Simulation1,2,234,2,sp2,Simulation1
Simulation1,3,64,2,sp2,Simulation1
Simulation1,4,1087,3,sp3,Simulation1
Simulation1,5,743,4,sp4,Simulation1
Simulation1,6,539,0,sp2,Simulation1
Simulation1,7,266,1,sp1,Simulation1
Simulation1,8,963,0,sp4,Simulation1
Simulation1,9,959,3,background,Simulation1
Simulation1,10,462,0,sp2,Simulation1
Simulation1,11,348,4,background,Simulation1
Simulation1,12,806,1,background,Simulation1
Simulation1,13,496,2,sp2,Simulation1
Simulation1,14,652,0,sp3,Simulation1
Simulation1,15,1179,4,sp4,Simulation1
Simulation1,16,861,4,sp4,Simulation1
Simulation1,17,578,0,background,Simulation1
Simulation1,18,63,2,sp2,Simulation1
Simulation1,19,818,4,sp4,Simulation1
Simulation1,20,460,2,sp2,Simulation1
Simulation1,21,798,1,background,Simulation1
Simulation1,22,852,4,sp4,Simulation1
Simulation1,23,142,2,sp2,Simulation1
Simulation1,24,332,0,sp1,Simulation1
Simulation1,25,817,4,sp4,Simulation1
Simulation1,26,725,0,sp3,Simulation1
Simulation1,27,1022,4,background,Simulation1
Simulation1,28,1112,4,background,Simulation1
Simulation1,29,46,1,sp1,Simulation1
Simulation1,30,830,3,sp3,Simulation1
Simulation1,31,1015,3,sp3,Simulation1
Simulation1,32,104,2,sp2,Simulation1
Simulation1,33,1201,3,sp3,Simulation1
Simulation1,34,1220,4,background,Simulation1
Simulation1,35,696,4,background,Simulation1
Simulation1,36,490,2,sp2,Simulation1
Simulation1,37,319,2,sp2,Simulation1
Simulation1,38,893,3,sp4,Simulation1
Simulation1,39,524,2,sp2,Simulation1
Simulation1,40,468,0,background,Simulation1
Simulation1,41,1239,3,sp3,Simulation1
Simulation1,42,992,4,background,Simulation1
Simulation1,43,232,0,sp1,Simulation1
Simulation1,44,61,0,sp2,Simulation1
Simulation1,45,1000,3,sp4,Simulation1
Simulation1,46,79,1,sp1,Simulation1
Simulation1,47,404,1,sp1,Simulation1
Simulation1,48,14,4,background,Simulation1
Simulation1,49,16,4,background,Simulation1
Simulation1,50,626,4,background,Simulation1
Simulation1,51,853,4,sp4,Simulation1
Simulation1,52,821,4,sp4,Simulation1
Simulation1,53,1191,0,sp3,Simulation1
Simulation1,54,1005,4,background,Simulation1
Simulation1,55,592,3,background,Simulation1
Simulation1,56,562,2,sp2,Simulation1
Simulation1,57,1273,0,sp3,Simulation1
Simulation1,58,807,3,background,Simulation1
Simulation1,59,728,1,background,Simulation1
Simulation1,60,452,2,sp2,Simulation1
Simulation1,61,1081,3,sp3,Simulation1
Simulation1,62,1033,0,sp4,Simulation1
Simulation1,63,937,0,sp3,Simulation1
Simulation1,64,600,2,sp2,Simulation1
Simulation1,65,170,2,sp2,Simulation1
Simulation1,66,194,4,background,Simulation1
Simulation1,67,702,4,sp4,Simulation1
Simulation1,68,212,2,sp2,Simulation1
Simulation1,69,450,2,sp2,Simulation1
Simulation1,70,747,4,sp4,Simulation1
Simulation1,71,255,3,sp1,Simulation1
Simulation1,72,1008,3,sp3,Simulation1
Simulation1,73,646,2,sp2,Simulation1
Simulation1,74,120,3,background,Simulation1
Simulation1,75,537,0,sp2,Simulation1
Simulation1,76,96,2,sp2,Simulation1
Simulation1,77,223,1,sp1,Simulation1
Simulation1,78,1,3,background,Simulation1
Simulation1,79,627,4,background,Simulation1
Simulation1,80,837,4,background,Simulation1
Simulation1,81,1116,3,sp3,Simulation1
Simulation1,82,643,2,sp2,Simulation1
Simulation1,83,915,4,background,Simulation1
Simulation1,84,889,3,sp4,Simulation1
Simulation1,85,283,0,sp2,Simulation1
Simulation1,86,878,1,background,Simulation1
Simulation1,87,871,0,sp3,Simulation1
Simulation1,88,519,1,background,Simulation1
Simulation1,89,43,1,sp1,Simulation1
Simulation1,90,1158,3,sp3,Simulation1
Simulation1,91,482,4,background,Simulation1
Simulation1,92,800,4,background,Simulation1
Simulation1,93,169,2,sp2,Simulation1
Simulation1,94,347,0,sp2,Simulation1
Simulation1,95,53,0,background,Simulation1
Simulation1,96,710,4,sp4,Simulation1
Simulation1,97,422,4,background,Simulation1
Simulation1,98,15,4,background,Simulation1
Simulation1,99,412,1,sp1,Simulation1
Simulation1,100,220,0,sp1,Simulation1
Simulation1,101,1006,4,background,Simulation1
Simulation1,102,926,4,sp4,Simulation1
Simulation1,103,1194,0,sp3,Simulation1
Simulation1,104,306,2,sp2,Simulation1
Simulation1,105,463,2,sp2,Simulation1
Simulation1,106,772,3,background,Simulation1
Simulation1,107,440,1,sp1,Simulation1
Simulation1,108,1262,3,sp3,Simulation1
Simulation1,109,826,4,sp4,Simulation1
Simulation1,110,98,2,sp2,Simulation1
Simulation1,111,1206,3,background,Simulation1
Simulation1,112,95,2,sp2,Simulation1
Simulation1,113,877,3,background,Simulation1
Simulation1,114,1280,4,background,Simulation1
Simulation1,115,403,1,sp1,Simulation1
Simulation1,116,5,4,background,Simulation1
Simulation1,117,372,3,sp1,Simulation1
Simulation1,118,917,4,background,Simulation1
Simulation1,119,277,3,background,Simulation1
Simulation1,120,388,0,background,Simulation1
Simulation1,121,153,0,sp1,Simulation1
Simulation1,122,1141,1,sp4,Simulation1
Simulation1,123,102,2,sp2,Simulation1
Simulation1,124,908,0,sp3,Simulation1
Simulation1,125,634,2,sp2,Simulation1
Simulation1,126,35,2,sp2,Simulation1
Simulation1,127,909,0,sp3,Simulation1
Simulation1,128,1233,1,sp3,Simulation1
Simulation1,129,26,2,sp2,Simulation1
Simulation1,130,1040,0,background,Simulation1
Simulation1,131,497,2,sp2,Simulation1
Simulation1,132,436,4,background,Simulation1
Simulation1,133,159,4,background,Simulation1
Simulation1,134,695,0,background,Simulation1
Simulation1,135,1150,4,background,Simulation1
Simulation1,136,732,4,background,Simulation1
Simulation1,137,1182,4,background,Simulation1
Simulation1,138,438,1,sp1,Simulation1
Simulation1,139,804,4,background,Simulation1
Simulation1,140,534,2,sp2,Simulation1
Simulation1,141,322,2,sp2,Simulation1
Simulation1,142,567,0,sp2,Simulation1
Simulation1,143,801,0,background,Simulation1
Simulation1,144,1053,3,sp3,Simulation1
Simulation1,145,97,2,sp2,Simulation1
Simulation1,146,165,2,sp2,Simulation1
Simulation1,147,1105,0,sp4,Simulation1
Simulation1,148,1269,3,sp3,Simulation1
Simulation1,149,213,2,sp2,Simulation1
Simulation1,150,685,1,sp3,Simulation1
Simulation1,151,1142,3,sp4,Simulation1
Simulation1,152,633,0,sp2,Simulation1
Simulation1,153,588,4,background,Simulation1
Simulation1,154,940,0,sp3,Simulation1
Simulation1,155,1240,3,sp3,Simulation1
Simulation1,156,824,4,sp4,Simulation1
Simulation1,157,32,2,sp2,Simulation1
Simulation1,158,675,3,sp4,Simulation1
Simulation1,159,402,1,sp1,Simulation1
Simulation1,160,353,4,background,Simulation1
Simulation1,161,668,4,sp4,Simulation1
Simulation1,162,376,0,sp1,Simulation1
Simulation1,163,1275,3,sp3,Simulation1
Simulation1,164,1013,1,sp3,Simulation1
Simulation1,165,881,4,background,Simulation1
Simulation1,166,1011,3,sp3,Simulation1
Simulation1,167,933,3,background,Simulation1
Simulation1,168,483,1,background,Simulation1
Simulation1,169,869,3,sp3,Simulation1
Simulation1,170,486,2,sp2,Simulation1
Simulation1,171,302,1,sp1,Simulation1
Simulation1,172,602,0,sp2,Simulation1
Simulation1,173,1216,4,sp4,Simulation1
Simulation1,174,1119,1,sp3,Simulation1
Simulation1,175,1177,3,sp4,Simulation1
Simulation1,176,361,1,sp1,Simulation1
Simulation1,177,1293,0,background,Simulation1
Simulation1,178,546,1,sp1,Simulation1
Simulation1,179,267,1,sp1,Simulation1
Simulation1,180,552,4,background,Simulation1
Simulation1,181,151,1,sp1,Simulation1
Simulation1,182,1282,4,background,Simulation1
Simulation1,183,244,1,background,Simulation1
Simulation1,184,1286,0,sp4,Simulation1
Simulation1,185,407,1,sp1,Simulation1
Simulation1,186,1189,0,sp3,Simulation1
Simulation1,187,1207,3,background,Simulation1
Simulation1,188,1163,3,sp3,Simulation1
Simulation1,189,51,3,background,Simulation1
Simulation1,190,259,0,sp1,Simulation1
Simulation1,191,842,1,background,Simulation1
Simulation1,192,682,0,sp4,Simulation1
Simulation1,193,1217,0,sp4,Simulation1
Simulation1,194,73,4,background,Simulation1
Simulation1,195,556,0,background,Simulation1
Simulation1,196,509,4,background,Simulation1
Simulation1,197,1222,4,background,Simulation1
Simulation1,198,1021,0,background,Simulation1
Simulation1,199,346,2,sp2,Simulation1
Simulation1,200,1068,4,sp4,Simulation1
Simulation1,201,160,0,background,Simulation1
Simulation1,202,1043,4,background,Simulation1
Simulation1,203,473,3,background,Simulation1
Simulation1,204,401,1,sp1,Simulation1
Simulation1,205,1044,3,sp3,Simulation1
Simulation1,206,611,2,sp2,Simulation1
Simulation1,207,437,4,background,Simulation1
Simulation1,208,699,0,background,Simulation1
Simulation1,209,840,4,background,Simulation1
Simulation1,210,902,3,sp3,Simulation1
Simulation1,211,974,3,sp3,Simulation1
Simulation1,212,949,4,background,Simulation1
Simulation1,213,1274,3,sp3,Simulation1
