section,cluster,count,fraction
Mouse_Thymus1,0,236,0.050244837130083035
Mouse_Thymus1,1,1058,0.22525015967638917
Mouse_Thymus1,2,765,0.16286991696827763
Mouse_Thymus1,3,188,0.04002554822226954
Mouse_Thymus1,4,1320,0.2810304449648712
Mouse_Thymus1,5,324,0.06898020012774111
Mouse_Thymus1,6,274,0.058335107515435386
Mouse_Thymus1,7,532,0.11326378539493294
Mouse_Thymus2,0,405,0.09522689865976958
Mouse_Thymus2,1,963,0.22642840347989654
Mouse_Thymus2,2,274,0.0644251116858688
Mouse_Thymus2,3,93,0.02186691747002116
Mouse_Thymus2,4,347,0.08158946625911122
Mouse_Thymus2,5,313,0.07359510933458735
Mouse_Thymus2,6,806,0.1895132847401834
Mouse_Thymus2,7,1052,0.24735480837056195
Mouse_Thymus3,0,476,0.1024537236332329
Mouse_Thymus3,1,294,0.06328024106758502
Mouse_Thymus3,2,1130,0.24321997417133018
Mouse_Thymus3,3,928,0.19974171330176496
Mouse_Thymus3,4,62,0.01334481274214378
Mouse_Thymus3,5,1128,0.24278949634093844
Mouse_Thymus3,6,523,0.11256995264743866
Mouse_Thymus3,7,105,0.022600086095566078
Mouse_Thymus4,0,329,0.07781456953642384
Mouse_Thymus4,1,986,0.23320719016083255
Mouse_Thymus4,2,516,0.12204351939451277
Mouse_Thymus4,3,1085,0.25662251655629137
Mouse_Thymus4,4,205,0.04848628192999054
Mouse_Thymus4,5,97,0.02294228949858089
Mouse_Thymus4,6,76,0.017975402081362345
Mouse_Thymus4,7,934,0.22090823084200567
