mode,section,cluster,count,section_fraction
joint,Mouse_Spleen1,0,200,0.0778816199376947
joint,Mouse_Spleen1,1,289,0.11253894080996885
joint,Mouse_Spleen1,2,292,0.11370716510903427
joint,Mouse_Spleen1,3,372,0.14485981308411214
joint,Mouse_Spleen1,4,200,0.0778816199376947
joint,Mouse_Spleen1,5,247,0.09618380062305296
joint,Mouse_Spleen1,6,227,0.08839563862928349
joint,Mouse_Spleen1,7,235,0.09151090342679127
joint,Mouse_Spleen1,8,223,0.08683800623052959
joint,Mouse_Spleen1,9,283,0.110202492211838
joint,Mouse_Spleen2,0,226,0.08164739884393063
joint,Mouse_Spleen2,1,310,0.1119942196531792
joint,Mouse_Spleen2,2,322,0.11632947976878613
joint,Mouse_Spleen2,3,434,0.15679190751445088
joint,Mouse_Spleen2,4,196,0.0708092485549133
joint,Mouse_Spleen2,5,212,0.07658959537572255
joint,Mouse_Spleen2,6,223,0.0805635838150289
joint,Mouse_Spleen2,7,283,0.10223988439306358
joint,Mouse_Spleen2,8,244,0.08815028901734104
joint,Mouse_Spleen2,9,318,0.11488439306358382
