section,cluster,count,fraction
Human_Lymph_Node_A1,0,204,0.05855338691159587
Human_Lymph_Node_A1,1,569,0.16331802525832376
Human_Lymph_Node_A1,2,815,0.23392652123995408
Human_Lymph_Node_A1,3,224,0.0642939150401837
Human_Lymph_Node_A1,4,466,0.13375430539609645
Human_Lymph_Node_A1,5,598,0.17164179104477612
Human_Lymph_Node_A1,6,361,0.10361653272101033
Human_Lymph_Node_A1,7,247,0.0708955223880597
Human_Lymph_Node_D1,0,194,0.05775528431080679
Human_Lymph_Node_D1,1,569,0.16939565346829413
Human_Lymph_Node_D1,2,808,0.2405477820779994
Human_Lymph_Node_D1,3,201,0.05983923786841322
Human_Lymph_Node_D1,4,434,0.1292051205715987
Human_Lymph_Node_D1,5,637,0.18963977374218519
Human_Lymph_Node_D1,6,301,0.08961000297707651
Human_Lymph_Node_D1,7,215,0.06400714498362609
