mode,section,cluster,count,section_fraction
joint,Human_Lymph_Node_A1,0,401,0.11509758897818599
joint,Human_Lymph_Node_A1,1,396,0.11366245694603903
joint,Human_Lymph_Node_A1,2,490,0.14064293915040182
joint,Human_Lymph_Node_A1,3,226,0.06486796785304248
joint,Human_Lymph_Node_A1,4,388,0.1113662456946039
joint,Human_Lymph_Node_A1,5,69,0.019804822043628014
joint,Human_Lymph_Node_A1,6,169,0.048507462686567165
joint,Human_Lymph_Node_A1,7,171,0.049081515499425944
joint,Human_Lymph_Node_A1,8,341,0.0978760045924225
joint,Human_Lymph_Node_A1,9,510,0.14638346727898965
joint,Human_Lymph_Node_A1,10,323,0.09270952927669346
joint,Human_Lymph_Node_D1,0,368,0.10955641559988091
joint,Human_Lymph_Node_D1,1,376,0.11193807680857398
joint,Human_Lymph_Node_D1,2,499,0.14855611789222983
joint,Human_Lymph_Node_D1,3,199,0.05924382256623995
joint,Human_Lymph_Node_D1,4,398,0.1184876451324799
joint,Human_Lymph_Node_D1,5,61,0.01816016671628461
joint,Human_Lymph_Node_D1,6,167,0.0497171777314677
joint,Human_Lymph_Node_D1,7,153,0.045549270616254835
joint,Human_Lymph_Node_D1,8,331,0.0985412325096755
joint,Human_Lymph_Node_D1,9,528,0.15718963977374217
joint,Human_Lymph_Node_D1,10,279,0.08306043465317059
