section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation1,0,529,4,sp2,Simulation1
Simulation1,1,478,1,sp1,Simulation1
Simulation1,2,234,0,sp2,Simulation1
Simulation1,3,64,4,sp2,Simulation1
Simulation1,4,1087,6,sp3,Simulation1
Simulation1,5,743,3,sp4,Simulation1
Simulation1,6,539,9,sp2,Simulation1
Simulation1,7,266,1,sp1,Simulation1
Simulation1,8,963,7,sp4,Simulation1
Simulation1,9,959,8,background,Simulation1
Simulation1,10,462,7,sp2,Simulation1
Simulation1,11,348,2,background,Simulation1
Simulation1,12,806,4,background,Simulation1
Simulation1,13,496,0,sp2,Simulation1
Simulation1,14,652,7,sp3,Simulation1
Simulation1,15,1179,3,sp4,Simulation1
Simulation1,16,861,3,sp4,Simulation1
Simulation1,17,578,7,background,Simulation1
Simulation1,18,63,0,sp2,Simulation1
Simulation1,19,818,3,sp4,Simulation1
Simulation1,20,460,0,sp2,Simulation1
Simulation1,21,798,4,background,Simulation1
Simulation1,22,852,3,sp4,Simulation1
Simulation1,23,142,4,sp2,Simulation1
Simulation1,24,332,9,sp1,Simulation1
Simulation1,25,817,3,sp4,Simulation1
Simulation1,26,725,7,sp3,Simulation1
Simulation1,27,1022,2,background,Simulation1
Simulation1,28,1112,2,background,Simulation1
Simulation1,29,46,1,sp1,Simulation1
Simulation1,30,830,5,sp3,Simulation1
Simulation1,31,1015,6,sp3,Simulation1
Simulation1,32,104,0,sp2,Simulation1
Simulation1,33,1201,8,sp3,Simulation1
Simulation1,34,1220,2,background,Simulation1
Simulation1,35,696,2,background,Simulation1
Simulation1,36,490,0,sp2,Simulation1
Simulation1,37,319,0,sp2,Simulation1
Simulation1,38,893,3,sp4,Simulation1
Simulation1,39,524,0,sp2,Simulation1
Simulation1,40,468,7,background,Simulation1
Simulation1,41,1239,6,sp3,Simulation1
Simulation1,42,992,2,background,Simulation1
Simulation1,43,232,1,sp1,Simulation1
Simulation1,44,61,7,sp2,Simulation1
Simulation1,45,1000,3,sp4,Simulation1
Simulation1,46,79,1,sp1,Simulation1
Simulation1,47,404,1,sp1,Simulation1
Simulation1,48,14,2,background,Simulation1
Simulation1,49,16,2,background,Simulation1
Simulation1,50,626,2,background,Simulation1
Simulation1,51,853,3,sp4,Simulation1
Simulation1,52,821,3,sp4,Simulation1
Simulation1,53,1191,7,sp3,Simulation1
Simulation1,54,1005,2,background,Simulation1
Simulation1,55,592,8,background,Simulation1
Simulation1,56,562,4,sp2,Simulation1
Simulation1,57,1273,7,sp3,Simulation1
Simulation1,58,807,8,background,Simulation1
Simulation1,59,728,4,background,Simulation1
Simulation1,60,452,8,sp2,Simulation1
Simulation1,61,1081,6,sp3,Simulation1
Simulation1,62,1033,7,sp4,Simulation1
Simulation1,63,937,7,sp3,Simulation1
Simulation1,64,600,4,sp2,Simulation1
Simulation1,65,170,0,sp2,Simulation1
Simulation1,66,194,2,background,Simulation1
Simulation1,67,702,3,sp4,Simulation1
Simulation1,68,212,0,sp2,Simulation1
Simulation1,69,450,4,sp2,Simulation1
Simulation1,70,747,3,sp4,Simulation1
Simulation1,71,255,5,sp1,Simulation1
Simulation1,72,1008,8,sp3,Simulation1
Simulation1,73,646,0,sp2,Simulation1
Simulation1,74,120,8,background,Simulation1
Simulation1,75,537,7,sp2,Simulation1
Simulation1,76,96,0,sp2,Simulation1
Simulation1,77,223,5,sp1,Simulation1
Simulation1,78,1,8,background,Simulation1
Simulation1,79,627,2,background,Simulation1
Simulation1,80,837,2,background,Simulation1
Simulation1,81,1116,8,sp3,Simulation1
Simulation1,82,643,4,sp2,Simulation1
Simulation1,83,915,2,background,Simulation1
Simulation1,84,889,5,sp4,Simulation1
Simulation1,85,283,7,sp2,Simulation1
Simulation1,86,878,4,background,Simulation1
Simulation1,87,871,9,sp3,Simulation1
Simulation1,88,519,4,background,Simulation1
Simulation1,89,43,1,sp1,Simulation1
Simulation1,90,1158,6,sp3,Simulation1
Simulation1,91,482,2,background,Simulation1
Simulation1,92,800,2,background,Simulation1
Simulation1,93,169,0,sp2,Simulation1
Simulation1,94,347,7,sp2,Simulation1
Simulation1,95,53,7,background,Simulation1
Simulation1,96,710,3,sp4,Simulation1
Simulation1,97,422,2,background,Simulation1
Simulation1,98,15,2,background,Simulation1
Simulation1,99,412,1,sp1,Simulation1
Simulation1,100,220,1,sp1,Simulation1
