section,spot_index,obs_name,cluster,spatial_domain,stage
Simulation4,0,529,4,sp2,Simulation4
Simulation4,1,478,1,sp1,Simulation4
Simulation4,2,234,0,sp2,Simulation4
Simulation4,3,64,4,sp2,Simulation4
Simulation4,4,1087,6,sp3,Simulation4
Simulation4,5,743,3,sp4,Simulation4
Simulation4,6,539,9,sp2,Simulation4
Simulation4,7,266,1,sp1,Simulation4
Simulation4,8,963,7,sp4,Simulation4
Simulation4,9,959,8,background,Simulation4
Simulation4,10,462,7,sp2,Simulation4
Simulation4,11,348,2,background,Simulation4
Simulation4,12,806,4,background,Simulation4
Simulation4,13,496,0,sp2,Simulation4
Simulation4,14,652,7,sp3,Simulation4
Simulation4,15,1179,3,sp4,Simulation4
Simulation4,16,861,3,sp4,Simulation4
Simulation4,17,578,7,background,Simulation4
Simulation4,18,63,0,sp2,Simulation4
Simulation4,19,818,3,sp4,Simulation4
Simulation4,20,460,0,sp2,Simulation4
Simulation4,21,798,4,background,Simulation4
Simulation4,22,852,3,sp4,Simulation4
Simulation4,23,142,4,sp2,Simulation4
Simulation4,24,332,9,sp1,Simulation4
Simulation4,25,817,3,sp4,Simulation4
Simulation4,26,725,7,sp3,Simulation4
Simulation4,27,1022,2,background,Simulation4
Simulation4,28,1112,2,background,Simulation4
Simulation4,29,46,1,sp1,Simulation4
Simulation4,30,830,5,sp3,Simulation4
Simulation4,31,1015,6,sp3,Simulation4
Simulation4,32,104,0,sp2,Simulation4
Simulation4,33,1201,8,sp3,Simulation4
Simulation4,34,1220,2,background,Simulation4
Simulation4,35,696,2,background,Simulation4
Simulation4,36,490,0,sp2,Simulation4
Simulation4,37,319,0,sp2,Simulation4
Simulation4,38,893,3,sp4,Simulation4
Simulation4,39,524,0,sp2,Simulation4
Simulation4,40,468,7,background,Simulation4
Simulation4,41,1239,6,sp3,Simulation4
Simulation4,42,992,2,background,Simulation4
Simulation4,43,232,1,sp1,Simulation4
Simulation4,44,61,7,sp2,Simulation4
Simulation4,45,1000,3,sp4,Simulation4
Simulation4,46,79,1,sp1,Simulation4
Simulation4,47,404,1,sp1,Simulation4
Simulation4,48,14,2,background,Simulation4
Simulation4,49,16,2,background,Simulation4
Simulation4,50,626,2,background,Simulation4
Simulation4,51,853,3,sp4,Simulation4
Simulation4,52,821,3,sp4,Simulation4
Simulation4,53,1191,7,sp3,Simulation4
Simulation4,54,1005,2,background,Simulation4
Simulation4,55,592,8,background,Simulation4
Simulation4,56,562,4,sp2,Simulation4
Simulation4,57,1273,7,sp3,Simulation4
Simulation4,58,807,8,background,Simulation4
Simulation4,59,728,4,background,Simulation4
Simulation4,60,452,8,sp2,Simulation4
Simulation4,61,1081,6,sp3,Simulation4
Simulation4,62,1033,7,sp4,Simulation4
Simulation4,63,937,7,sp3,Simulation4
Simulation4,64,600,4,sp2,Simulation4
Simulation4,65,170,0,sp2,Simulation4
Simulation4,66,194,2,background,Simulation4
Simulation4,67,702,3,sp4,Simulation4
Simulation4,68,212,0,sp2,Simulation4
Simulation4,69,450,4,sp2,Simulation4
Simulation4,70,747,3,sp4,Simulation4
Simulation4,71,255,5,sp1,Simulation4
Simulation4,72,1008,8,sp3,Simulation4
Simulation4,73,646,0,sp2,Simulation4
Simulation4,74,120,8,background,Simulation4
Simulation4,75,537,7,sp2,Simulation4
Simulation4,76,96,0,sp2,Simulation4
Simulation4,77,223,5,sp1,Simulation4
Simulation4,78,1,8,background,Simulation4
Simulation4,79,627,2,background,Simulation4
Simulation4,80,837,2,background,Simulation4
Simulation4,81,1116,8,sp3,Simulation4
Simulation4,82,643,4,sp2,Simulation4
Simulation4,83,915,2,background,Simulation4
Simulation4,84,889,5,sp4,Simulation4
Simulation4,85,283,7,sp2,Simulation4
Simulation4,86,878,4,background,Simulation4
Simulation4,87,871,9,sp3,Simulation4
Simulation4,88,519,4,background,Simulation4
Simulation4,89,43,1,sp1,Simulation4
Simulation4,90,1158,6,sp3,Simulation4
Simulation4,91,482,2,background,Simulation4
Simulation4,92,800,2,background,Simulation4
Simulation4,93,169,0,sp2,Simulation4
Simulation4,94,347,7,sp2,Simulation4
Simulation4,95,53,7,background,Simulation4
Simulation4,96,710,3,sp4,Simulation4
Simulation4,97,422,2,background,Simulation4
Simulation4,98,15,2,background,Simulation4
Simulation4,99,412,1,sp1,Simulation4
Simulation4,100,220,1,sp1,Simulation4
Simulation4,101,1006,2,background,Simulation4
Simulation4,102,926,3,sp4,Simulation4
Simulation4,103,1194,7,sp3,Simulation4
Simulation4,104,306,0,sp2,Simulation4
Simulation4,105,463,4,sp2,Simulation4
Simulation4,106,772,8,background,Simulation4
Simulation4,107,440,1,sp1,Simulation4
Simulation4,108,1262,6,sp3,Simulation4
Simulation4,109,826,3,sp4,Simulation4
Simulation4,110,98,0,sp2,Simulation4
Simulation4,111,1206,5,background,Simulation4
Simulation4,112,95,0,sp2,Simulation4
Simulation4,113,877,8,background,Simulation4
Simulation4,114,1280,2,background,Simulation4
Simulation4,115,403,1,sp1,Simulation4
Simulation4,116,5,2,background,Simulation4
Simulation4,117,372,5,sp1,Simulation4
Simulation4,118,917,2,background,Simulation4
Simulation4,119,277,8,background,Simulation4
Simulation4,120,388,7,background,Simulation4
Simulation4,121,153,1,sp1,Simulation4
Simulation4,122,1141,4,sp4,Simulation4
Simulation4,123,102,0,sp2,Simulation4
Simulation4,124,908,7,sp3,Simulation4
Simulation4,125,634,0,sp2,Simulation4
Simulation4,126,35,0,sp2,Simulation4
Simulation4,127,909,7,sp3,Simulation4
Simulation4,128,1233,4,sp3,Simulation4
Simulation4,129,26,4,sp2,Simulation4
Simulation4,130,1040,9,background,Simulation4
Simulation4,131,497,0,sp2,Simulation4
Simulation4,132,436,2,background,Simulation4
Simulation4,133,159,2,background,Simulation4
Simulation4,134,695,9,background,Simulation4
Simulation4,135,1150,2,background,Simulation4
Simulation4,136,732,2,background,Simulation4
Simulation4,137,1182,2,background,Simulation4
Simulation4,138,438,1,sp1,Simulation4
Simulation4,139,804,2,background,Simulation4
Simulation4,140,534,4,sp2,Simulation4
Simulation4,141,322,0,sp2,Simulation4
Simulation4,142,567,7,sp2,Simulation4
Simulation4,143,801,7,background,Simulation4
Simulation4,144,1053,6,sp3,Simulation4
Simulation4,145,97,0,sp2,Simulation4
Simulation4,146,165,0,sp2,Simulation4
Simulation4,147,1105,7,sp4,Simulation4
Simulation4,148,1269,6,sp3,Simulation4
Simulation4,149,213,0,sp2,Simulation4
Simulation4,150,685,4,sp3,Simulation4
