section,cluster,count,fraction
Mouse_Thymus1,0,512,0.10900574835001064
Mouse_Thymus1,1,4177,0.8892910368320205
Mouse_Thymus1,2,2,0.0004258037044922291
Mouse_Thymus1,3,5,0.0010645092612305727
Mouse_Thymus1,4,1,0.00021290185224611454
Mouse_Thymus2,0,68,0.01598871384904773
Mouse_Thymus2,2,1926,0.4528568069597931
Mouse_Thymus2,3,1215,0.28568069597930873
Mouse_Thymus2,4,1044,0.24547378321185045
Mouse_Thymus3,0,85,0.01829530779164873
Mouse_Thymus3,2,2088,0.44941885492897116
Mouse_Thymus3,3,1238,0.26646577701248386
Mouse_Thymus3,4,1235,0.26582006026689625
Mouse_Thymus4,0,75,0.017738883632923367
Mouse_Thymus4,2,1879,0.44441816461684014
Mouse_Thymus4,3,1196,0.282876064333018
Mouse_Thymus4,4,1078,0.25496688741721857
