section,cluster,count,fraction
Mouse_Thymus1,0,363,0.07728337236533958
Mouse_Thymus1,1,2596,0.5526932084309133
Mouse_Thymus1,2,331,0.07047051309346392
Mouse_Thymus1,3,367,0.07813497977432404
Mouse_Thymus1,4,1040,0.22141792633595914
Mouse_Thymus2,0,399,0.09381612979073595
Mouse_Thymus2,1,1122,0.26381377850928756
Mouse_Thymus2,2,989,0.23254173524570892
Mouse_Thymus2,3,1132,0.2661650599576769
Mouse_Thymus2,4,611,0.14366329649659065
Mouse_Thymus3,0,797,0.17154541541110632
Mouse_Thymus3,1,369,0.07942315970727508
Mouse_Thymus3,2,1187,0.2554885923374946
Mouse_Thymus3,3,1640,0.35299182092122255
Mouse_Thymus3,4,653,0.14055101162290143
Mouse_Thymus4,0,1120,0.26490066225165565
Mouse_Thymus4,1,672,0.15894039735099338
Mouse_Thymus4,2,727,0.17194891201513718
Mouse_Thymus4,3,130,0.03074739829706717
Mouse_Thymus4,4,1579,0.37346263008514663
